#DCl,
#0.5cm-1 ,
#4 scans,
#DATA,
4000,71.786829
3999.875,71.829032
3999.75,71.939252
3999.625,72.079195
3999.5,72.185927
3999.375,72.227332
3999.25,72.220325
3999.125,72.185506
3999,72.104468
3998.875,71.943915
3998.75,71.715361
3998.625,71.490261
3998.5,71.35116
3998.375,71.334108
3998.25,71.417279
3998.125,71.552125
3998,71.698055
3997.875,71.833412
3997.75,71.946156
3997.625,72.023607
3997.5,72.051821
3997.375,72.017944
3997.25,71.908842
3997.125,71.716609
3997,71.461945
3996.875,71.214149
3996.75,71.069458
3996.625,71.091491
3996.5,71.266053
3996.375,71.514996
3996.25,71.750881
3996.125,71.921818
3996,72.023215
3995.875,72.08129
3995.75,72.124025
3995.625,72.157819
3995.5,72.168981
3995.375,72.149654
3995.25,72.111167
3995.125,72.065025
3995,72.009502
3994.875,71.949755
3994.75,71.915616
3994.625,71.940657
3994.5,72.026462
3994.375,72.139426
3994.25,72.238772
3994.125,72.297918
3994,72.30754
3993.875,72.278037
3993.75,72.240007
3993.625,72.225226
3993.5,72.242378
3993.375,72.27947
3993.25,72.323624
3993.125,72.363634
3993,72.379573
3992.875,72.354019
3992.75,72.297185
3992.625,72.240487
3992.5,72.199645
3992.375,72.163569
3992.25,72.126123
3992.125,72.109066
3992,72.138286
3991.875,72.208288
3991.75,72.282589
3991.625,72.323666
3991.5,72.316012
3991.375,72.269687
3991.25,72.209047
3991.125,72.145687
3991,72.055626
3990.875,71.901347
3990.75,71.689698
3990.625,71.492568
3990.5,71.396422
3990.375,71.439325
3990.25,71.597985
3990.125,71.816477
3990,72.030553
3989.875,72.182126
3989.75,72.246034
3989.625,72.247579
3989.5,72.234385
3989.375,72.226681
3989.25,72.205081
3989.125,72.145916
3989,72.053807
3988.875,71.958317
3988.75,71.892591
3988.625,71.879763
3988.5,71.925522
3988.375,72.012316
3988.25,72.107748
3988.125,72.187705
3988,72.249643
3987.875,72.301334
3987.75,72.3427
3987.625,72.364195
3987.5,72.358403
3987.375,72.327054
