#HCl,
#0.5cm-1 ,
#4 scans,
#DATA,
4000,65.545907
3999.875,65.530324
3999.75,65.50336
3999.625,65.480208
3999.5,65.46224
3999.375,65.44342
3999.25,65.424124
3999.125,65.410102
3999,65.406522
3998.875,65.418747
3998.75,65.447432
3998.625,65.475321
3998.5,65.472315
3998.375,65.426918
3998.25,65.363403
3998.125,65.31604
3998,65.295112
3997.875,65.291188
3997.75,65.302345
3997.625,65.337734
3997.5,65.397305
3997.375,65.465911
3997.25,65.529271
3997.125,65.581389
3997,65.615017
3996.875,65.619599
3996.75,65.594427
3996.625,65.553441
3996.5,65.5115
3996.375,65.473367
3996.25,65.439761
3996.125,65.416061
3996,65.408608
3995.875,65.41547
3995.75,65.425725
3995.625,65.42861
3995.5,65.423766
3995.375,65.421118
3995.25,65.426973
3995.125,65.431621
3995,65.419028
3994.875,65.390789
3994.75,65.371761
3994.625,65.385849
3994.5,65.430832
3994.375,65.483654
3994.25,65.524428
3994.125,65.546703
3994,65.54988
3993.875,65.534553
3993.75,65.505114
3993.625,65.468652
3993.5,65.432688
3993.375,65.409577
3993.25,65.416157
3993.125,65.45618
3993,65.506892
3992.875,65.537885
3992.75,65.541453
3992.625,65.530628
3992.5,65.510739
3992.375,65.473489
3992.25,65.422216
3992.125,65.383729
3992,65.38228
3991.875,65.412247
3991.75,65.446772
3991.625,65.466596
3991.5,65.471329
3991.375,65.469695
3991.25,65.468682
3991.125,65.468336
3991,65.462207
3990.875,65.447036
3990.75,65.432138
3990.625,65.430147
3990.5,65.438179
3990.375,65.438762
3990.25,65.423368
3990.125,65.40601
3990,65.407618
3989.875,65.434253
3989.75,65.475624
3989.625,65.51791
3989.5,65.550345
3989.375,65.566029
3989.25,65.565051
3989.125,65.553237
3989,65.534758
3988.875,65.513496
3988.75,65.503095
3988.625,65.519811
3988.5,65.556972
3988.375,65.581836
3988.25,65.572228
3988.125,65.54429
3988,65.528756
3987.875,65.529451
3987.75,65.524941
3987.625,65.506389
3987.5,65.492121
3987.375,65.502301
3987.25,65.536244
3987.125,65.579269
3987,65.616836
3986.875,65.637143
3986.75,65.634418
3986.625,65.618384
3986.5,65.609043
3986.375,65.611332
3986.25,65.603941
3986.125,65.564738
3986,65.502342
3985.875,65.450521
3985.75,65.432555
3985.625,65.4402
3985.5,65.448074
3985.375,65.441659
3985.25,65.427146
3985.125,65.419943
3985,65.430341
3984.875,65.458726
3984.75,65.497083
3984.625,65.53203
3984.5,65.551506
3984.375,65.553777
3984.25,65.547795
3984.125,65.539427
3984,65.520028
3983.875,65.478686
3983.75,65.427802
3983.625,65.405178
3983.5,65.439137
3983.375,65.514819
3983.25,65.583933
3983.125,65.609092
3983,65.59107
3982.875,65.555161
3982.75,65.524736
3982.625,65.511764
3982.5,65.520228
3982.375,65.544861
3982.25,65.568354
3982.125,65.570708
3982,65.546222
3981.875,65.509591
3981.75,65.483988
3981.625,65.482792
3981.5,65.50167
3981.375,65.525019
3981.25,65.538647
3981.125,65.538051
3981,65.527477
3980.875,65.513907
3980.75,65.502386
3980.625,65.495077
3980.5,65.491865
3980.375,65.490693
3980.25,65.489047
3980.125,65.487517
3980,65.492344
3979.875,65.511825
3979.75,65.546988
3979.625,65.585106
3979.5,65.605095
3979.375,65.594316
3979.25,65.562365
3979.125,65.536525
3979,65.539686
3978.875,65.570138
3978.75,65.602924
3978.625,65.61278
3978.5,65.599143
3978.375,65.588633
3978.25,65.61078
3978.125,65.668683
3978,65.733551
3977.875,65.769344
3977.75,65.761814
3977.625,65.72566
3977.5,65.686733
3977.375,65.660426
3977.25,65.643064
3977.125,65.617134
3977,65.565601
3976.875,65.488078
3976.75,65.407431
3976.625,65.35569
3976.5,65.348269
3976.375,65.371591
3976.25,65.396653
3976.125,65.402965
3976,65.390365
3975.875,65.375598
3975.75,65.380289
3975.625,65.414572
3975.5,65.466717
3975.375,65.51374
3975.25,65.546106
3975.125,65.574843
3975,65.610736
3974.875,65.645734
3974.75,65.663446
3974.625,65.663109
3974.5,65.662744
