6x_nm,6x_abs
Wavelength (nm),Abs
588.0109863,0.004787471145
587.0077515,0.004742639139
586.0042114,0.00475491304
585.0004883,0.005030973349
583.99646,0.005223258864
582.9921265,0.005051007494
581.9876099,0.005174609832
580.9827881,0.005440006498
580.0149536,0.005459089298
579.0095825,0.00542635005
578.0040283,0.005334331654
576.998291,0.005368872546
575.9921875,0.005188441835
574.9858398,0.004908877891
574.0165405,0.005229782779
573.0097656,0.005385304801
572.0026855,0.004824638367
570.9953003,0.005071225576
569.987793,0.004778624512
569.0172729,0.004610970616
568.0092163,0.00449160859
567.0009155,0.004555379506
565.9923096,0.004467363469
564.9835205,0.003962970339
564.0118408,0.003979715519
563.0025635,0.004312483128
561.992981,0.004464512691
560.9831543,0.0046684267
560.0105591,0.004472411238
559.0003662,0.004414117895
557.9898071,0.004507511389
557.0164795,0.004261164926
556.0054321,0.004230554681
554.9942017,0.004271046724
553.9827271,0.00421913201
553.0084839,0.004355153069
551.99646,0.004393067677
550.9842529,0.004655893426
550.0092773,0.004149739631
548.9966431,0.004151124507
547.9837036,0.004511382431
547.0081177,0.004646186717
545.9946289,0.004537434783
545.0185547,0.0045217406
544.0046997,0.00447225431
542.9906006,0.004707886372
542.013855,0.004683053587
540.9992065,0.004895186052
539.984436,0.004994547926
539.006897,0.005251423921
537.9916992,0.005272201728
537.0137939,0.005087516271
535.9980469,0.00552158663
534.9819946,0.005733263213
534.003418,0.006072733086
532.9869995,0.006104497239
532.0079956,0.00664355699
530.9911499,0.006983265746
530.0116577,0.007705612108
528.9942627,0.008193665184
528.0144043,0.009123491123
526.996582,0.009554497898
526.0162354,0.01067641657
524.9979858,0.01204024535
524.0172119,0.01359302457
522.9984741,0.01518557966
522.0172729,0.01744266972
520.9981079,0.02051021345
520.0164795,0.02350731753
518.9968262,0.02801997028
518.0147705,0.03311790898
516.9946899,0.03796516731
516.0122681,0.04385654628
514.9916382,0.05100166425
514.008728,0.06113097072
512.9877319,0.07136926055
512.0043945,0.0830802694
510.9830017,0.09527976066
509.9992065,0.1108411252
509.0152283,0.1281133294
507.9931641,0.1473935395
507.0087585,0.1697921157
505.9862366,0.1933262646
505.0014343,0.2193448097
504.0163879,0.2489158958
502.9932556,0.2803591788
502.007782,0.3146483302
500.9841919,0.3499589562
499.9983521,0.3846110702
499.0122681,0.4200467765
497.9880371,0.4537961185
497.0015259,0.4885828197
496.0148315,0.5206343532
494.9899597,0.5473726392
494.0028992,0.5702882409
493.015564,0.5913871527
491.9900513,0.6067762971
491.0023499,0.6177114844
490.0144653,0.6220865846
488.9882813,0.6225149632
487.9999695,0.6176888943
487.0114136,0.6105213165
485.9846802,0.5991621017
484.9957581,0.5818644762
484.0066223,0.5635744333
483.0173035,0.5464195013
481.9897156,0.5297904015
481.0000305,0.5068628788
480.0101013,0.4835531116
478.9818115,0.4606277049
477.9915466,0.4385358393
477.0010376,0.4184547067
476.0103455,0.3984103501
474.9813538,0.3783399761
473.9902344,0.3583292663
472.9989014,0.3405486047
472.0074158,0.3243113458
471.0157471,0.3122831285
469.9857483,0.299050808
468.9936829,0.2869061232
468.0014343,0.2765907347
467.0089111,0.2681303024
466.0162964,0.2609094977
464.9852905,0.2538700104
463.9921875,0.2469653487
462.9989929,0.2409958541
462.0056458,0.2346094847
461.0120544,0.2293725759
460.018158,0.2227924764
458.9860229,0.2177992612
457.9918213,0.210504815
456.9974365,0.2028048933
456.0029297,0.1958260983
455.0082397,0.1887862682
454.0132751,0.1814722419
453.018219,0.1742576212
451.9846191,0.1653542817
450.9891663,0.1572623998
449.9935303,0.1495842189
448.9976807,0.1423308849
448.0016479,0.1344305128
447.0054321,0.1265645474
446.0090637,0.1190563887
445.0124512,0.1117530987
444.0157471,0.1072922125
443.0187988,0.1008585244
441.9833069,0.09536413103
440.9859619,0.08987448364
439.9885254,0.08509419113
438.9908447,0.08135929704
437.992981,0.07717289031
436.9950256,0.07413423061
435.9967957,0.07043159008
434.9984436,0.06779809296
433.9998474,0.06533698738
433.0011597,0.0628451705
432.0022888,0.06057341024
431.0032043,0.05788776651
430.0039368,0.05558090284
429.0045166,0.0538229309
428.0048828,0.05194310844
427.0050964,0.05032761395
426.005127,0.04831733182
425.0050354,0.04662229121
424.0047302,0.04490097612
423.0042725,0.0434416011
422.0036316,0.04186777398
421.0028076,0.04042138159
420.0018005,0.03867203742
419.0006104,0.03741208836
417.9993286,0.03581640124
416.9978027,0.03479985148
415.9961243,0.03354332224
414.9942932,0.03247217461
413.9923096,0.03173563257
412.9901123,0.03108096309
411.9877319,0.03015252575
410.9852295,0.02966702916
409.9825745,0.02910605818
409.01828,0.02845183015
408.0152283,0.02810422145
407.0120544,0.02773691155
406.0087585,0.02751340903
405.005249,0.02720642462
404.0015259,0.02679077908
402.9976807,0.02593938261
401.9936829,0.02571325935
400.989502,0.02562057599
399.985199,0.02553191967
399.0193481,0.02553266101
398.014679,0.02522177994
397.0098877,0.02493187413
396.0049133,0.0247021094
394.9997559,0.02489261702
393.9944763,0.02467440814
392.9889832,0.02356030606
391.9833679,0.02374366671
391.0162964,0.02400183864
390.0103455,0.02284640074
389.0042725,0.02305301838
387.9980164,0.02350081503
386.9916077,0.02322182991
385.9850464,0.02298516408
385.0170288,0.02326219343
384.0101929,0.0232833866
383.0031433,0.02352234721
381.9959717,0.02344728634
380.9886169,0.02349537611
379.9811401,0.02369762771
379.0122375,0.02379118837
378.004425,0.02408856899
376.99646,0.02424497344
375.9883728,0.02345649526
375.0188904,0.02368849702
374.0104675,0.02365402691
373.0019226,0.02387620695
371.9931946,0.02366094291
370.9843445,0.02370254882
370.0140991,0.0228782706
369.0049438,0.02314878814
367.995636,0.02318881638
366.9862061,0.02296024561
366.0154419,0.02239053138
365.0056458,0.0221640151
363.9957886,0.02214200422
362.9856873,0.0219851844
362.0143433,0.02234684303
361.0040283,0.02132921666
359.9935303,0.02103722282
358.9828796,0.02119848505
358.0109558,0.02166510373
357.000061,0.02202717587
355.9889832,0.02095626295
355.0166626,0.02119198814
354.0053406,0.02188447304
352.9938049,0.02199596912
351.9822083,0.02245916612
351.0093079,0.02337775752
349.9973755,0.02395642921
348.985321,0.02447816543
348.0120544,0.02506474964
346.9997253,0.02654726245
345.9872131,0.02714491636
345.0135498,0.02847703733
344.0007935,0.02958197705
342.987854,0.03037650324
342.0137939,0.03228403255
341.0006409,0.03483648226
339.9873352,0.03704060242
339.0128479,0.03893881664
337.9992676,0.04166916385
336.9855347,0.04384171218
336.0106812,0.04709873721
334.9967041,0.04946061596
333.9825439,0.05178229511
333.0072937,0.0557837449
331.9928894,0.05749179423
331.017395,0.06075323001
330.0027466,0.06311875582
328.987915,0.06651649624
328.0120239,0.06925930083
326.9969788,0.07306443155
325.981781,0.07544571161
325.0055237,0.07739807665
323.9900818,0.08064284176
323.0135193,0.08077395707
321.9978333,0.08186350018
320.9819946,0.08363907039
320.0050964,0.08446273208
318.9889832,0.08419491351
318.0118408,0.08200342208
316.9954834,0.08100569248
316.0180969,0.07971276343
315.0014954,0.07815403491
313.9847412,0.07657398283
313.0069885,0.07321407646
311.9900208,0.0722759366
311.0120544,0.07116214931
309.9947815,0.06888549775
309.0165405,0.06767319888
307.9990845,0.06715866178
306.9814453,0.0652949214
306.0028687,0.06643066555
304.9849854,0.0657890588
304.0061951,0.06613898277
302.9880981,0.06650237739
302.0090332,0.06834801286
300.9906616,0.06774643809
300.0113831,0.06944387406
