6x_nm,6x_abs
Wavelength (nm),Abs
698.9988403,0.004764596466
697.991333,0.004294993356
696.9835205,0.004557472188
696.0114136,0.004652675241
695.0029297,0.004820868839
693.9941406,0.004052373115
692.9850464,0.004714873619
692.0117188,0.003896099748
691.0018921,0.004425833467
689.9918213,0.004129537847
689.0174561,0.004871494137
688.0067139,0.003681948874
686.9957275,0.003632297274
685.984314,0.004357558209
685.008728,0.003505662084
683.9967041,0.004040301777
682.984436,0.004304770846
682.0079346,0.004282418638
680.9949341,0.003973550163
680.0178833,0.004661048297
679.0042114,0.00444458425
677.9903564,0.004340719897
677.0123291,0.00416568201
675.9978027,0.004120731261
674.9829102,0.003697403939
674.0039673,0.004459831398
672.9885254,0.003274332732
672.0089111,0.0044274549
670.9928589,0.004423192237
670.0126343,0.00457732752
668.9959717,0.004806577694
668.0151978,0.003538204823
666.9978638,0.005173116922
666.0165405,0.003972087521
664.9985352,0.004345871042
664.0166016,0.005240184255
662.9979858,0.004953753203
662.0155029,0.00447262032
660.9962769,0.00461544469
660.0131226,0.005084661301
658.9933472,0.004525820725
658.0097046,0.004427637905
656.9891968,0.004479394294
656.0049438,0.004708750173
654.9838867,0.004923486616
653.9990234,0.004550880287
653.013855,0.004619473591
651.9918823,0.004199815914
651.0061646,0.004202455748
649.9835205,0.004148641601
648.9972534,0.00543796178
648.0106812,0.0047092475
646.9871216,0.004312849138
646,0.005229441915
645.0125122,0.004125043284
643.9881592,0.004589805845
643.0001221,0.004043489695
642.0117188,0.005142939743
640.9865112,0.00468509458
639.9976196,0.005091758911
639.0083618,0.004817780107
637.9823608,0.005026626401
636.9925537,0.004591820296
636.0024414,0.004302992951
635.012146,0.005155617837
633.9848633,0.004464696161
632.9939575,0.004357427824
632.0028076,0.005850081332
631.0113525,0.004930791445
629.9828491,0.004459020682
628.9909058,0.005405984353
627.9985352,0.004895447753
627.0059814,0.005568203516
626.0131836,0.005011830945
624.9832764,0.005408448167
623.9898682,0.004823826719
622.9961548,0.004974700045
622.0022583,0.005203426816
621.0079956,0.005209242925
620.0135498,0.005177963059
618.9818726,0.004720316734
617.9868164,0.004906233866
616.9915771,0.005460452754
615.9959717,0.005028642714
615.000061,0.005210709758
614.0039673,0.005506276153
613.0075684,0.005745906383
612.0108032,0.005020550918
611.013855,0.005213486962
610.0167236,0.005448132288
608.9822998,0.005398698151
607.9844971,0.005054831039
606.9865112,0.004946264904
605.9881592,0.005139875226
604.9896851,0.005203610286
603.9908447,0.005142049398
602.9918213,0.005258131772
601.9923706,0.005746876821
600.9927979,0.005350055173
599.9929199,0.005740634166
598.9927368,0.005146606825
597.9923096,0.00543243112
596.9916382,0.005593716167
595.9907837,0.005240498576
594.989502,0.005439219996
593.9880981,0.005197375081
592.9863892,0.005344185047
591.984375,0.005189227872
590.9821777,0.00523858564
590.0167847,0.005074027926
589.0140381,0.005205496214
