Baseline 100%T,,Baseline 0%T,,Stock_nm,Stock_abs,2x_nm,2x_abs,4x_nm,Fluro_UV_4x_abs,6x_nm,6x_abs,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
389.0042725,85.62660217,389.0042725,0.002884254791,389.0042725,0.09116090089,389.0042725,0.04557869583,389.0042725,0.01987031475,389.0042725,0.02305301838,
387.9980164,85.59129333,387.9980164,-0.01115573384,387.9980164,0.09155058116,387.9980164,0.0458104834,387.9980164,0.02011252753,387.9980164,0.02350081503,
386.9916077,85.51069641,386.9916077,0.005719024222,386.9916077,0.09124204516,386.9916077,0.04573167488,386.9916077,0.01996207796,386.9916077,0.02322182991,
385.9850464,85.45274353,385.9850464,0.01037021633,385.9850464,0.09202481806,385.9850464,0.04583266377,385.9850464,0.01987391897,385.9850464,0.02298516408,
385.0170288,85.43911743,385.0170288,0.01763875782,385.0170288,0.09241335094,385.0170288,0.04640135914,385.0170288,0.02028090507,385.0170288,0.02326219343,
384.0101929,85.37498474,384.0101929,0.0259373486,384.0101929,0.09234511107,384.0101929,0.04648176208,384.0101929,0.02025958709,384.0101929,0.0232833866,
383.0031433,85.33287811,383.0031433,0.003114682389,383.0031433,0.09272611886,383.0031433,0.04650455341,383.0031433,0.02072981372,383.0031433,0.02352234721,
381.9959717,85.23352051,381.9959717,0.003041269956,381.9959717,0.0932058692,381.9959717,0.04691635072,381.9959717,0.02042536251,381.9959717,0.02344728634,
380.9886169,85.13070679,380.9886169,0.006685162429,380.9886169,0.09301210195,380.9886169,0.04681880027,380.9886169,0.02057866007,380.9886169,0.02349537611,
379.9811401,85.08390808,379.9811401,0.006489503197,379.9811401,0.09321100265,379.9811401,0.04695693031,379.9811401,0.02082232945,379.9811401,0.02369762771,
379.0122375,85.03769684,379.0122375,0.0225522723,379.0122375,0.09342379868,379.0122375,0.04720353708,379.0122375,0.020922089,379.0122375,0.02379118837,
378.004425,84.95830536,378.004425,-0.01274656691,378.004425,0.09331975132,378.004425,0.04719543085,378.004425,0.02114287578,378.004425,0.02408856899,
376.99646,84.81790161,376.99646,-0.01034340076,376.99646,0.09220066667,376.99646,0.04672380537,376.99646,0.02096949145,376.99646,0.02424497344,
375.9883728,84.68191528,375.9883728,0.005279970355,375.9883728,0.09163238108,375.9883728,0.0467350781,375.9883728,0.02004035935,375.9883728,0.02345649526,
375.0188904,84.59354401,375.0188904,-0.005962317809,375.0188904,0.0910975188,375.0188904,0.04644615576,375.0188904,0.02025212906,375.0188904,0.02368849702,
374.0104675,84.50778961,374.0104675,-0.01302719489,374.0104675,0.09066863358,374.0104675,0.04618082941,374.0104675,0.02005936392,374.0104675,0.02365402691,
373.0019226,84.42171478,373.0019226,0.02979293838,373.0019226,0.0898232609,373.0019226,0.04606835917,373.0019226,0.0199021548,373.0019226,0.02387620695,
371.9931946,84.24806213,371.9931946,-0.02482108213,371.9931946,0.0881094411,371.9931946,0.04538099468,371.9931946,0.01982536167,371.9931946,0.02366094291,
370.9843445,84.12442017,370.9843445,-0.00432825461,370.9843445,0.0876506716,370.9843445,0.04479558021,370.9843445,0.01933825016,370.9843445,0.02370254882,
370.0140991,83.93022156,370.0140991,-0.01626875997,370.0140991,0.08627897501,370.0140991,0.04413618892,370.0140991,0.01898922771,370.0140991,0.0228782706,
369.0049438,83.86634064,369.0049438,-0.02391295694,369.0049438,0.08569964021,369.0049438,0.0440902859,369.0049438,0.01903893612,369.0049438,0.02314878814,
367.995636,83.80828094,367.995636,-0.007847753353,367.995636,0.08511377871,367.995636,0.04363604635,367.995636,0.01887674443,367.995636,0.02318881638,
366.9862061,83.67101288,366.9862061,-0.01138217561,366.9862061,0.083617948,366.9862061,0.04294637218,366.9862061,0.0186515674,366.9862061,0.02296024561,
366.0154419,83.52690125,366.0154419,0.01345578022,366.0154419,0.08246856183,366.0154419,0.04255202413,366.0154419,0.01808102243,366.0154419,0.02239053138,
365.0056458,83.46533966,365.0056458,0.02168178372,365.0056458,0.08193027228,365.0056458,0.04238101095,365.0056458,0.01832121424,365.0056458,0.0221640151,
363.9957886,83.3265686,363.9957886,-0.01039537136,363.9957886,0.08062835038,363.9957886,0.04167625681,363.9957886,0.01789518073,363.9957886,0.02214200422,
362.9856873,83.19377136,362.9856873,0.01904640906,362.9856873,0.07982533425,362.9856873,0.04125513509,362.9856873,0.01777720824,362.9856873,0.0219851844,
362.0143433,83.17242432,362.0143433,-0.01566743292,362.0143433,0.0790676102,362.0143433,0.04097637534,362.0143433,0.01806172729,362.0143433,0.02234684303,
