Wavelength (nm),Intensity (a.u.)
643.9881592,0.000249146251
645.0125122,0.0007205898291
646,0.0007934044115
646.9871216,-0.0004224088334
648.0106812,-6.201834913E-005
648.9972534,6.332169141E-005
649.9835205,-0.0002568681375
651.0061646,-8.542285286E-006
651.9918823,9.682431119E-005
653.013855,0.0002745038946
653.9990234,0.0004834305728
654.9838867,0.000501778617
656.0049438,0.0004285205796
656.9891968,0.000397868338
658.0097046,0.0004898574552
658.9933472,0.0001125667768
660.0131226,0.0002455978538
660.9962769,-6.27948175E-005
662.0155029,0.0002171080996
662.9979858,0.0003562075435
664.0166016,0.0006840833812
664.9985352,0.0001538934594
666.0165405,0.000413414411
666.9978638,0.0004738421994
668.0151978,0.0003980237816
668.9959717,0.0009101199685
670.0126343,0.0004439641198
670.9928589,-3.799893966E-005
672.0089111,0.0001585028222
672.9885254,0.0004302307498
674.0039673,6.09657327E-005
674.9829102,0.0002856938518
675.9978027,0.001128306496
677.0123291,-6.222540833E-005
677.9903564,0.0004140103702
679.0042114,7.080389332E-005
680.0178833,0.0003734880011
680.9949341,-9.235131438E-005
682.0079346,-4.514278407E-005
682.984436,0.0005483260611
683.9967041,0.001478168182
685.008728,0.0004649277835
685.984314,-0.0003234023752
686.9957275,0.0001797375735
688.0067139,0.0001237266697
689.0174561,5.42086018E-005
689.9918213,0.0002851498721
691.0018921,0.0003437463602
692.0117188,0.0003050697269
692.9850464,-7.77027235E-005
693.9941406,0.000609939103
695.0029297,0.0002260951151
696.0114136,0.0007344101323
696.9835205,0.0002613975084
697.991333,0.0004681151768
698.9988403,0.0005551686627
