Wavelength (nm),Intensity (a.u.)
300.0113831,0.06931996346
300.9906616,0.06625942886
302.0090332,0.06530765444
302.9880981,0.06311977655
304.0061951,0.06244268641
304.9849854,0.06141092628
306.0028687,0.06137836725
306.9814453,0.06120326743
307.9990845,0.06250408292
309.0165405,0.06377327442
309.9947815,0.06563830376
311.0120544,0.06770971417
311.9900208,0.06987519562
313.0069885,0.07220577449
313.9847412,0.0762623921
315.0014954,0.07868738472
316.0180969,0.0815204829
316.9954834,0.08459320664
318.0118408,0.086731866
318.9889832,0.08952765912
320.0050964,0.09026240557
320.9819946,0.0908376798
321.9978333,0.08980677277
323.0135193,0.08874353021
323.9900818,0.08851870149
325.0055237,0.08536725491
325.981781,0.083786726
326.9969788,0.08056791872
328.0120239,0.07659646124
328.987915,0.07356488705
330.0027466,0.06974608451
331.017395,0.0661098063
331.9928894,0.06204997376
333.0072937,0.05897056311
333.9825439,0.05458411574
334.9967041,0.05129369348
336.0106812,0.04796129093
336.9855347,0.04416676238
337.9992676,0.04123113677
339.0128479,0.03804475814
339.9873352,0.03540661931
341.0006409,0.03299059346
342.0137939,0.02998033352
342.987854,0.0279573258
344.0007935,0.02653091773
345.0135498,0.02503367886
345.9872131,0.02366772108
346.9997253,0.0223215539
348.0120544,0.02066644654
348.985321,0.01986508444
349.9973755,0.01912230067
351.0093079,0.01850383542
351.9822083,0.01764697395
352.9938049,0.01756861061
354.0053406,0.01711673476
355.0166626,0.01655565202
355.9889832,0.01621342637
357.000061,0.01739742793
358.0109558,0.01692917757
358.9828796,0.01673508435
359.9935303,0.01632288471
361.0040283,0.01709602959
362.0143433,0.01806172729
362.9856873,0.01777720824
363.9957886,0.01789518073
365.0056458,0.01832121424
366.0154419,0.01808102243
366.9862061,0.0186515674
367.995636,0.01887674443
369.0049438,0.01903893612
370.0140991,0.01898922771
370.9843445,0.01933825016
371.9931946,0.01982536167
373.0019226,0.0199021548
374.0104675,0.02005936392
375.0188904,0.02025212906
375.9883728,0.02004035935
376.99646,0.02096949145
378.004425,0.02114287578
379.0122375,0.020922089
379.9811401,0.02082232945
380.9886169,0.02057866007
381.9959717,0.02042536251
383.0031433,0.02072981372
384.0101929,0.02025958709
385.0170288,0.02028090507
385.9850464,0.01987391897
386.9916077,0.01996207796
387.9980164,0.02011252753
389.0042725,0.01987031475
390.0103455,0.01970897615
391.0162964,0.01994540915
391.9833679,0.0197593905
392.9889832,0.01937270351
393.9944763,0.01997085847
394.9997559,0.0199075751
396.0049133,0.01997004636
397.0098877,0.0200416334
398.014679,0.02019712888
399.0193481,0.02004426345
399.985199,0.02019609883
400.989502,0.02032601461
401.9936829,0.02056964859
402.9976807,0.0206878949
404.0015259,0.02116119489
405.005249,0.02165256068
406.0087585,0.02198371477
407.0120544,0.02248250134
408.0152283,0.02311692573
409.01828,0.02369631641
409.9825745,0.02472668886
410.9852295,0.02533276379
411.9877319,0.02646501921
412.9901123,0.02776825801
413.9923096,0.02911001816
414.9942932,0.03028767556
415.9961243,0.03203599527
416.9978027,0.03391994536
417.9993286,0.0357764028
419.0006104,0.03820530698
420.0018005,0.04004095495
421.0028076,0.04251456633
422.0036316,0.04494059086
423.0042725,0.04772213846
424.0047302,0.05029604957
425.0050354,0.05328660831
426.005127,0.0557365939
427.0050964,0.05891473219
428.0048828,0.06193012744
429.0045166,0.06500854343
430.0039368,0.06814276427
431.0032043,0.07140019536
432.0022888,0.07533291727
433.0011597,0.07926926762
433.9998474,0.08300232142
434.9984436,0.08698160946
435.9967957,0.0917654112
436.9950256,0.0963280946
437.992981,0.1023555323
438.9908447,0.1082382053
439.9885254,0.1141517013
440.9859619,0.1211925
441.9833069,0.1291975379
443.0187988,0.1375687718
444.0157471,0.1458280236
445.0124512,0.1558846682
446.0090637,0.1656771898
447.0054321,0.1768399626
448.0016479,0.1881406158
448.9976807,0.200006187
449.9935303,0.2108988166
450.9891663,0.2225420773
451.9846191,0.2352092564
453.018219,0.2470167279
454.0132751,0.2585364878
455.0082397,0.2691932917
456.0029297,0.280701071
456.9974365,0.2906438708
457.9918213,0.3024540246
458.9860229,0.3123139739
460.018158,0.3209720254
461.0120544,0.3299873769
462.0056458,0.3383574784
462.9989929,0.3475258648
463.9921875,0.3565814197
464.9852905,0.3664612472
466.0162964,0.3765842021
467.0089111,0.3874292672
468.0014343,0.4000143111
468.9936829,0.4148636758
469.9857483,0.4320933521
471.0157471,0.4509585202
472.0074158,0.4715321958
472.9989014,0.4929403663
473.9902344,0.5184551477
474.9813538,0.5475931168
476.0103455,0.5771108866
477.0010376,0.6071048975
477.9915466,0.6371792555
478.9818115,0.6667938828
480.0101013,0.6994199157
481.0000305,0.7367615104
481.9897156,0.7711260319
483.0173035,0.7946959734
484.0066223,0.8190261126
484.9957581,0.8462665677
485.9846802,0.8705207109
487.0114136,0.8870979548
487.9999695,0.8976284862
488.9882813,0.9039415717
490.0144653,0.9041372538
491.0023499,0.8976811171
491.9900513,0.8811559081
493.015564,0.8581445813
494.0028992,0.8272119164
494.9899597,0.7935811877
496.0148315,0.7534818649
497.0015259,0.7076999545
497.9880371,0.6571978927
499.0122681,0.6063714623
499.9983521,0.5540411472
500.9841919,0.5057549477
502.007782,0.4534211457
502.9932556,0.4024570882
504.0163879,0.3569718301
505.0014343,0.3122057915
505.9862366,0.2751980722
507.0087585,0.2419839054
507.9931641,0.2133505791
509.0152283,0.180891782
509.9992065,0.1575669199
510.9830017,0.1346658021
512.0043945,0.1144869551
512.9877319,0.09798167646
514.008728,0.08215387166
514.9916382,0.06995263696
516.0122681,0.05726360902
516.9946899,0.04816092178
518.0147705,0.04194619879
518.9968262,0.03445811197
520.0164795,0.02847551741
520.9981079,0.0238192156
522.0172729,0.01990467682
522.9984741,0.01683272608
524.0172119,0.01385602728
524.9979858,0.01180007029
526.0162354,0.009859576821
526.996582,0.008215164766
528.0144043,0.00712144468
528.9942627,0.006297285203
530.0116577,0.005474110134
530.9911499,0.00440933276
532.0079956,0.004029824864
532.9869995,0.003282079007
534.003418,0.003211532021
534.9819946,0.002619415289
535.9980469,0.002534290543
537.0137939,0.002125330502
537.9916992,0.001958151348
539.006897,0.001887247083
539.984436,0.001542407204
540.9992065,0.001275642426
542.013855,0.001271670335
542.9906006,0.001184732653
544.0046997,0.001106324606
545.0185547,0.001089404221
545.9946289,0.001039814786
547.0081177,0.001064725569
547.9837036,0.001085381838
548.9966431,0.0006522723706
550.0092773,0.0005580715952
550.9842529,0.001098045963
551.99646,0.0007603666163
553.0084839,0.0005981186987
553.9827271,0.0005494924262
554.9942017,0.0008293754072
556.0054321,0.0004896242172
557.0164795,0.0005446974537
557.9898071,0.0007292501396
559.0003662,0.0006111834082
560.0105591,0.0004503386153
560.9831543,0.0005870761815
561.992981,0.0005807515117
563.0025635,0.0003835663956
564.0118408,0.0004141658137
564.9835205,0.0001741439337
565.9923096,0.0005082317512
567.0009155,0.0003038263239
568.0092163,0.0001784945343
569.0172729,0.0003904323094
569.987793,0.0004889763659
570.9953003,0.0004342211469
572.0026855,0.0006985766813
573.0097656,0.0006288369186
574.0165405,0.0003338242823
574.9858398,2.795774526E-005
575.9921875,0.0001535050251
576.998291,0.0002421271784
578.0040283,0.0001048508275
579.0095825,0.0005463562557
580.0149536,0.0001847356616
580.9827881,0.0002752032597
581.9876099,0.0001533755567
582.9921265,-1.465121113E-005
583.99646,0.0002003259287
585.0004883,-0.0002245286159
586.0042114,0.0002717064344
587.0077515,7.085567631E-005
588.0109863,0.000111349822
589.0140381,3.109015961E-005
590.0167847,-0.0002078663383
590.9821777,0.0002111772919
591.984375,0.000266655552
592.9863892,8.450001769E-005
593.9880981,-6.854063395E-005
594.989502,0.0003349382314
595.9907837,0.0002150621003
596.9916382,5.578784476E-005
597.9923096,-6.543479685E-005
598.9927368,-0.0004038403858
599.9929199,0.0005553241936
600.9927979,4.144541163E-005
601.9923706,0.0001970369049
602.9918213,4.540636291E-005
603.9908447,-7.402755728E-005
604.9896851,0.000340067636
605.9881592,2.213306652E-005
606.9865112,-0.0003778742393
607.9844971,-0.0002699584875
608.9822998,-9.24548367E-005
610.0167236,-0.0003747188894
611.013855,-0.0002685097861
612.0108032,-0.0003311623295
613.0075684,0.0001492323645
614.0039673,0.0001673073566
615.000061,0.0001923235541
615.9959717,-0.00014281529
616.9915771,-5.21829752E-005
617.9868164,-0.0004362182808
618.9818726,0.0003658710339
620.0135498,-9.235131438E-005
621.0079956,4.061698201E-005
622.0022583,3.378250403E-005
622.9961548,-0.0004313565732
623.9898682,-0.0003150732373
624.9832764,0.0002502340649
626.0131836,0.0002503376745
627.0059814,0.0003632802691
627.9985352,-0.0005172559177
628.9909058,0.0002950708149
629.9828491,-0.0006438759738
631.0113525,-7.501105574E-005
632.0028076,0.0002622781612
632.9939575,-0.0001059124697
633.9848633,-0.0001639307739
635.012146,0.0002518658293
636.0024414,-0.0005763050285
636.9925537,-0.0003780811385
637.9823608,-0.0001268227206
639.0083618,-0.0008003809489
639.9976196,-0.0001124340924
640.9865112,-0.0001563748665
642.0117188,-6.00550311E-006
643.0001221,-0.001135013066
643.9881592,-0.0002978970879
645.0125122,-0.0002612661337
646,0.0002667332592
646.9871216,-0.0005820957595
648.0106812,-0.0008507110761
648.9972534,-0.0005175144761
649.9835205,-0.0001470074203
651.0061646,0.0001871440909
651.9918823,-0.0002038817911
653.013855,-0.0001611361367
653.9990234,0.0001843213104
654.9838867,0.0001287500054
656.0049438,-2.950990392E-006
656.9891968,-0.0001532696624
658.0097046,-0.0003716152278
658.9933472,-0.0006909160875
660.0131226,-3.370222475E-005
660.9962769,-0.0005306486855
662.0155029,-0.0005653438275
662.9979858,-0.0004253052175
664.0166016,-0.0003465265909
664.9985352,-0.0006513200351
666.0165405,-0.0006009151111
666.9978638,0.0004024543741
668.0151978,-0.0009132280247
668.9959717,-0.0004996223142
670.0126343,0.0003556116717
670.9928589,-0.0003805640445
672.0089111,-0.0002044510184
672.9885254,-0.0007753687678
674.0039673,-0.0004751099332
674.9829102,-8.034261555E-005
675.9978027,-0.0003872884263
677.0123291,-0.0004358562292
677.9903564,0.0003971428669
679.0042114,0.0002307829418
680.0178833,0.0003227885172
680.9949341,-0.0003638042836
682.0079346,-0.000625316985
682.984436,-0.0006351394113
683.9967041,-0.0002523148723
685.008728,-0.000572944351
685.984314,-0.0006492522662
686.9957275,-0.0006251619197
688.0067139,-0.0004324944166
689.0174561,-0.0004741273588
689.9918213,-0.0004611465847
691.0018921,-0.0003234541218
692.0117188,-0.0008583582821
692.9850464,0.0003020648437
693.9941406,-0.0002621457388
695.0029297,-0.0001232514915
696.0114136,0.0002965991443
696.9835205,0.0001750244119
697.991333,-0.0004988466389
698.9988403,-7.392403495E-005
