Wavelength (nm),Intensity (a.u.)
586.0042114,0.00250669173
587.0077515,0.002385069383
588.0109863,0.002360108774
589.0140381,0.002850318095
590.0167847,0.002420157194
590.9821777,0.002663715975
591.984375,0.002492033876
592.9863892,0.002278547734
593.9880981,0.002261425601
594.989502,0.002959482139
595.9907837,0.002318649786
596.9916382,0.00252585439
597.9923096,0.002031641779
598.9927368,0.001668211189
599.9929199,0.002254243707
600.9927979,0.002643609652
601.9923706,0.002442049561
602.9918213,0.002206316218
603.9908447,0.001990266144
604.9896851,0.002147650113
605.9881592,0.002136542229
606.9865112,0.001832029317
607.9844971,0.001914832508
608.9822998,0.002282242989
610.0167236,0.001992164413
611.013855,0.002091410803
612.0108032,0.002016375773
613.0075684,0.002328851493
614.0039673,0.001958827488
615.000061,0.002451967914
615.9959717,0.002135241404
616.9915771,0.00206001685
617.9868164,0.001572075184
618.9818726,0.001374543412
620.0135498,0.001569996821
621.0079956,0.002077000914
622.0022583,0.002098876052
622.9961548,0.001598289586
623.9898682,0.001471856493
624.9832764,0.002533613471
626.0131836,0.002222785959
627.0059814,0.002422421938
627.9985352,0.001885947073
628.9909058,0.002063892083
629.9828491,0.001031122287
631.0113525,0.001535289339
632.0028076,0.002933263546
632.9939575,0.00227170391
633.9848633,0.00136267615
635.012146,0.002248207107
636.0024414,0.001524041058
636.9925537,0.00192486879
637.9823608,0.002229628852
639.0083618,0.001821267302
639.9976196,0.001810245682
640.9865112,0.001676058979
642.0117188,0.001785240136
643.0001221,0.0002720949706
643.9881592,0.001637445414
645.0125122,0.001619387069
646,0.00178352464
646.9871216,0.001145617687
648.0106812,0.001412640209
648.9972534,0.001639602007
649.9835205,0.00124098442
651.0061646,0.001629546401
651.9918823,0.001463181339
653.013855,0.0007635302609
653.9990234,0.00166579464
654.9838867,0.002314433688
656.0049438,0.002027376555
656.9891968,0.001237090444
658.0097046,0.001351432526
658.9933472,0.001266400097
660.0131226,0.0023762458
660.9962769,0.001286079409
662.0155029,0.001364156371
662.9979858,0.001053645276
664.0166016,0.002353185555
664.9985352,0.001264349092
666.0165405,0.001018797397
666.9978638,0.002478339709
668.0151978,0.00011676141
668.9959717,0.001171572832
670.0126343,0.002089095768
670.9928589,0.0009535980062
672.0089111,0.001646487857
672.9885254,0.00132274034
674.0039673,0.001858779462
674.9829102,0.00175672723
675.9978027,0.001262973179
677.0123291,0.001628299244
677.9903564,0.0009853532538
679.0042114,0.001848640735
680.0178833,0.001669900259
680.9949341,0.001133912476
682.0079346,0.001070174971
682.984436,0.001054735156
683.9967041,0.0006847833865
685.008728,0.0007354214322
685.984314,0.001143593225
686.9957275,0.001377166249
688.0067139,0.001185589237
689.0174561,0.000741592783
689.9918213,0.001155739999
691.0018921,0.001070382539
692.0117188,0.0008108319598
692.9850464,0.001775362995
693.9941406,0.001411133911
695.0029297,0.001451129909
696.0114136,0.001462584012
696.9835205,0.001627805526
697.991333,0.001044303761
698.9988403,0.001478324062
