Baseline 100%T,,Baseline 0%T,,Quinine_Stock_Wavelength,Quinine_Stock_abs,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),Abs,
365.0056458,87.99832916,365.0056458,0.003705625189,365.0056458,0.2199927568,
363.9957886,87.98574066,363.9957886,-0.02038666792,363.9957886,0.2331432402,
362.9856873,87.82904816,362.9856873,0,362.9856873,0.2470924407,
362.0143433,87.81560516,362.0143433,-0.005275096279,362.0143433,0.2612149119,
361.0040283,87.68592834,361.0040283,-0.01447597053,361.0040283,0.2721625865,
359.9935303,87.63129425,359.9935303,0.01013582014,359.9935303,0.2817614973,
358.9828796,87.59497833,358.9828796,-0.01591053791,358.9828796,0.2949771583,
358.0109558,87.51661682,358.0109558,-0.01135653909,358.0109558,0.3065130413,
357.000061,87.48547363,357.000061,-0.01281996537,357.000061,0.3187174499,
355.9889832,87.42087555,355.9889832,-0.02430783585,355.9889832,0.3263498247,
355.0166626,87.38609314,355.0166626,-0.002808594145,355.0166626,0.3352465034,
354.0053406,87.37619781,354.0053406,0.02999939956,354.0053406,0.3435464203,
352.9938049,87.3186264,352.9938049,0,352.9938049,0.3505063057,
351.9822083,87.28507996,351.9822083,-0.01085619163,351.9822083,0.3569065928,
351.0093079,87.29161835,351.0093079,-0.03150846809,351.0093079,0.3627509773,
349.9973755,87.28237915,349.9973755,-0.01760687307,349.9973755,0.3663406968,
348.985321,87.28176117,348.985321,0.01941823028,348.985321,0.3705355823,
348.0120544,87.21644592,348.0120544,0.02333722264,348.0120544,0.3724626899,
346.9997253,87.20445251,346.9997253,0.01936408319,346.9997253,0.3746656775,
345.9872131,87.24952698,345.9872131,0,345.9872131,0.3756251335,
345.0135498,87.20357513,345.0135498,0.01404050738,345.0135498,0.375353545,
344.0007935,87.24266052,344.0007935,0,344.0007935,0.3747029006,
342.987854,87.20923615,342.987854,0.003066826379,342.987854,0.3731933534,
342.0137939,87.16783142,342.0137939,-0.006952652708,342.0137939,0.3708217442,
341.0006409,87.23670959,341.0006409,0.01438176446,341.0006409,0.3690538108,
339.9873352,87.21434021,339.9873352,-0.007482509594,339.9873352,0.3647219837,
339.0128479,87.25614166,339.0128479,-0.01443887036,339.0128479,0.3609116375,
337.9992676,87.25988007,337.9992676,0.01822223887,337.9992676,0.3561413586,
336.9855347,87.23961639,336.9855347,0.01004217658,336.9855347,0.3507803977,
336.0106812,87.27310944,336.0106812,0.003375641303,336.0106812,0.3444084823,
334.9967041,87.31513977,334.9967041,0.003390290309,334.9967041,0.3387187719,
333.9825439,87.32170105,333.9825439,-0.01640958339,333.9825439,0.3330039382,
333.0072937,87.34654999,333.0072937,0,333.0072937,0.3256333768,
331.9928894,87.32933807,331.9928894,0.01459087245,331.9928894,0.3183495998,
331.017395,87.35240173,331.017395,-0.009945300408,331.017395,0.3117585778,
330.0027466,87.39707184,330.0027466,-0.009706852958,330.0027466,0.3062973619,
328.987915,87.37228394,328.987915,-0.006309347227,328.987915,0.3004064262,
328.0120239,87.41693115,328.0120239,-0.01208532229,328.0120239,0.2949438691,
326.9969788,87.44067383,326.9969788,-0.006138170138,326.9969788,0.2914310098,
325.981781,87.42701721,325.981781,-0.002695563016,325.981781,0.2875470221,
325.0055237,87.42170715,325.0055237,-0.004955647048,325.0055237,0.2862661779,
323.9900818,87.47284698,323.9900818,0.01783087291,323.9900818,0.2862091362,
323.0135193,87.45191956,323.0135193,-0.002305900911,323.0135193,0.2853211164,
321.9978333,87.44881439,321.9978333,0.01601452008,321.9978333,0.2873427868,
320.9819946,87.46743774,320.9819946,-0.01450116001,320.9819946,0.2900653183,
320.0050964,87.41781616,320.0050964,-0.01806249656,320.0050964,0.2926154435,
318.9889832,87.39704132,318.9889832,0.02243437991,318.9889832,0.2948164046,
318.0118408,87.35736847,318.0118408,-0.004808270372,318.0118408,0.2966521978,
316.9954834,87.32980347,316.9954834,0,316.9954834,0.299018234,
316.0180969,87.30007172,316.0180969,0,316.0180969,0.2997443974,
315.0014954,87.27661133,315.0014954,0.01891878992,315.0014954,0.299956888,
313.9847412,87.21738434,313.9847412,0.007068136707,313.9847412,0.2981699109,
313.0069885,87.15557098,313.0069885,0,313.0069885,0.2954573035,
311.9900208,87.14957428,311.9900208,-0.008585533127,311.9900208,0.2922527194,
311.0120544,87.08972931,311.0120544,-0.01200672332,311.0120544,0.2872146964,
309.9947815,87.07743835,309.9947815,0.006945167668,309.9947815,0.2822917104,
309.0165405,86.98477173,309.0165405,0.003363153199,309.0165405,0.2757132649,
307.9990845,86.93956757,307.9990845,-0.009921619669,307.9990845,0.2685697675,
306.9814453,86.87622833,306.9814453,0,306.9814453,0.2610326707,
306.0028687,86.86253357,306.0028687,-0.01440403238,306.0028687,0.2526379228,
304.9849854,86.8404007,304.9849854,-0.007037050091,304.9849854,0.2453862131,
304.0061951,86.80690002,304.0061951,0.01654464938,304.0061951,0.2382056862,
302.9880981,86.76737213,302.9880981,-0.006980072241,302.9880981,0.2299128026,
302.0090332,86.73469543,302.0090332,-0.003339901799,302.0090332,0.2214888483,
300.9906616,86.66396332,300.9906616,0.01038232911,300.9906616,0.2126580477,
300.0113831,86.64878845,300.0113831,-0.005349881947,300.0113831,0.2049974352,

Baseline 100%T,
Baseline 100%T
Collection Time: 1/29/2025 2:44:36 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  700.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Zero/baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/29/2025 2:33:12 PM
Method Modifications:
X Start nm Changed: 1/29/2025 2:38:29 PM, Old:  800.0, New:  700.0
X Stop nm Changed: 1/29/2025 2:38:29 PM, Old:  200.0, New:  300.0
Baseline Correction Changed: 1/29/2025 2:38:29 PM, Old:0, New:2
Common Interval nm Changed: 1/29/2025 2:43:05 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 319.0

Baseline 0%T,
Baseline 0%T
Collection Time: 1/29/2025 2:44:57 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  700.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Zero/baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/29/2025 2:33:12 PM
Method Modifications:
X Start nm Changed: 1/29/2025 2:38:29 PM, Old:  800.0, New:  700.0
X Stop nm Changed: 1/29/2025 2:38:29 PM, Old:  200.0, New:  300.0
Baseline Correction Changed: 1/29/2025 2:38:29 PM, Old:0, New:2
Common Interval nm Changed: 1/29/2025 2:43:05 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 325.0

sample4,
sample4
Collection Time: 1/29/2025 2:58:41 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  700.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Zero/baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/29/2025 2:33:12 PM
Method Modifications:
X Start nm Changed: 1/29/2025 2:38:29 PM, Old:  800.0, New:  700.0
X Stop nm Changed: 1/29/2025 2:38:29 PM, Old:  200.0, New:  300.0
Baseline Correction Changed: 1/29/2025 2:38:29 PM, Old:0, New:2
Common Interval nm Changed: 1/29/2025 2:43:05 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 300.0

