Wavelength (nm),Average Intensity
414.0,9.342714921130984
415.0,9.191087088000002
416.0,9.023120368075347
417.0,8.856223253071015
418.0,8.822402508421264
419.0,8.29886222984674
420.0,7.5883639653333335
421.0,8.121421431060941
422.0,7.289700384480416
423.0,7.479104456458869
424.0,7.395678094335458
425.0,7.311516761666667
426.0,6.742694928485143
427.0,6.197006426467806
428.0,5.9032865453043755
429.0,5.708398637283975
430.0,5.2580544153333335
431.0,4.972179695113834
432.0,5.240532331120304
433.0,4.9710914653118765
434.0,4.4686675364811945
435.0,4.172362724666667
436.0,4.5971267785349745
437.0,4.090711998528651
438.0,4.139945099710921
439.0,3.9527886538818513
440.0,3.991140286
441.0,3.990225971351238
442.0,3.5685059540043387
443.0,3.7785307155176504
444.0,3.612556804243429
445.0,3.5613911149999997
446.0,3.977731626525697
447.0,3.474039464018748
448.0,2.6379358698345357
449.0,3.3376019177091654
450.0,2.531009515333333
451.0,2.9962385341346227
452.0,2.8177387020930262
453.0,2.1856330395445567
454.0,2.5842306454554436
455.0,2.485694729926663
456.0,2.4200641493582427
457.0,2.0731412399387
458.0,1.8539736423697164
459.0,2.250621021808598
460.0,1.8556784786666665
461.0,1.9739069963538796
462.0,2.1703280572972683
463.0,1.9483557838370746
464.0,1.6614574289180888
465.0,1.4969732763333334
466.0,1.2123791964347808
467.0,1.5421813720900808
468.0,1.3827122198702761
469.0,1.3613467053825918
470.0,0.9658058881999999
471.0,1.1105443836706301
472.0,0.9966164224811301
473.0,0.987836245207896
474.0,1.0023839835254371
475.0,0.6894712144742184
476.0,0.5024542370287901
477.0,0.4862727796190464
478.0,0.5686589015860779
479.0,0.9001945128529073
480.0,0.5194104512666667
481.0,0.3993581402048274
482.0,0.547708295875327
483.0,0.35928696979029073
484.0,0.36291637050812514
485.0,0.5489880641
486.0,0.34361822112424983
487.0,0.2955319287271732
488.0,0.297652911197729
489.0,0.05787216268821419
490.0,0.17690110207333334
491.0,0.34329508692377786
492.0,0.3307256509493219
493.0,0.07237658691642464
494.0,0.00986153095690869
495.0,0.021922627621217144
496.0,-0.34683086420924775
497.0,-0.33164032578485353
498.0,-0.1622059793887232
499.0,-0.12470625738033303
500.0,-0.3748936057
501.0,-0.16864753602845384
502.0,-0.2960443677449925
503.0,-0.4296919167607897
504.0,-0.10624654484587696
505.0,-0.2285296532323576
506.0,-0.2628272990134512
507.0,-0.3992161939065686
508.0,-0.3042946630584899
509.0,-0.2840563779914364
510.0,-0.43630615870000006
511.0,-0.4368729153676372
512.0,-0.6200657055755682
513.0,-0.5619402931914533
514.0,-0.7005478222425411
515.0,-0.5482870539
516.0,-0.7207279223670588
517.0,-0.5491610926107995
518.0,-0.5492325410863718
519.0,-0.5789806351226209
520.0,-0.7096570729999999
521.0,-0.6605593828245037
522.0,-0.5764397834860836
523.0,-0.6223861408751777
524.0,-0.750364817091489
525.0,-0.668714911917364
526.0,-0.696901039870888
527.0,-0.6111414141350271
528.0,-0.727496252895722
529.0,-0.7893603451134893
530.0,-0.7480168342333333
531.0,-0.8351881405494268
532.0,-0.7070645259154141
533.0,-0.9006953081339036
534.0,-0.6850852529660963
535.0,-0.8201618866032764
536.0,-0.7444105827925588
537.0,-0.7655597890419509
538.0,-0.9010818644190287
539.0,-0.8261974174878738
540.0,-0.8395106196666667
541.0,-0.7524012653193551
542.0,-0.7974115405141416
543.0,-0.8024780620256672
544.0,-0.9073108727537041
545.0,-0.9268662532333334
546.0,-0.8804436930110363
547.0,-0.9440698879161135
548.0,-0.855984258637306
549.0,-0.9479173145655831
550.0,-0.9508778453
551.0,-0.8449005338858543
552.0,-0.940428511056039
553.0,-0.8917586682790318
554.0,-0.9126081949874466
555.0,-0.9443738856333334
556.0,-0.9854471678598009
557.0,-0.9406377895607682
558.0,-0.9162785075779402
559.0,-0.9476513493618578
560.0,-0.9444074829333333
561.0,-1.0339011524824622
562.0,-0.8822196262416262
563.0,-0.9604770139428713
564.0,-0.914864835807374
565.0,-0.8896653453333333
566.0,-0.9371889146376461
567.0,-0.7856667706670694
568.0,-0.627757761599063
569.0,-0.5338152474774008
570.0,-0.3615083098333333
571.0,0.17091817446427626
572.0,0.16594163426719485
573.0,0.2560066173058119
574.0,0.24324116756155326
575.0,0.48817626633333333
576.0,0.49410093267549654
577.0,0.5420304518447764
578.0,0.3295630087701779
579.0,0.20288959009515226
580.0,0.2534455061
581.0,-0.008183494483285833
582.0,-0.22001331197400129
583.0,-0.44162006153118316
584.0,-0.49355793964954
585.0,-0.7196074752692515
