Wavelength (nm),Average Intensity
510.0,-2.892258167
511.0,-2.886038647965971
512.0,-2.892954996783079
513.0,-2.9197029449390643
514.0,-2.767949646451676
515.0,-2.637608528
516.0,-2.8188139363279796
517.0,-2.7620668413800558
518.0,-2.7786442201265245
519.0,-2.4850746103480654
520.0,-2.766438723
521.0,-2.595640521499587
522.0,-2.7370670095589262
523.0,-2.8161170800950455
524.0,-2.5099539439049545
525.0,-2.656375226422637
526.0,-2.6280111873463396
527.0,-2.9017331637604804
528.0,-2.534292983952473
529.0,-2.780847017346122
530.0,-2.743567228
531.0,-2.88731099661818
532.0,-2.772134510284803
533.0,-2.785550200546405
534.0,-2.8550213934535953
535.0,-2.591578085648285
536.0,-2.766285928632494
537.0,-2.8742646238565426
538.0,-2.365775748616992
539.0,-2.790621573294646
540.0,-2.811374903
541.0,-2.336688613179065
542.0,-2.6698589381318043
543.0,-2.6839235170803803
544.0,-2.6863613841906284
545.0,-2.463961601
546.0,-2.505220316152015
547.0,-2.6242571191268906
548.0,-2.5479289235263685
549.0,-2.6062563335437208
550.0,-2.544378519
551.0,-2.625558726829361
552.0,-2.69547380758296
553.0,-2.440131936574696
554.0,-2.6030741281566834
555.0,-2.18737793
556.0,-2.2414432179675345
557.0,-2.201698956101393
558.0,-2.169219022598219
559.0,-2.6955430292932925
560.0,-2.432529449
561.0,-2.1939424612022154
562.0,-1.9778036787045965
563.0,-1.296961840369533
564.0,-0.7840944310359615
565.0,2.626995087
566.0,9.000194555245526
567.0,17.56366154044882
568.0,36.4414655167406
569.0,64.86260050264148
570.0,108.4532394
571.0,161.73747543666457
572.0,227.40898295494694
573.0,278.3992212203874
574.0,321.55968942014806
575.0,342.1927185
576.0,326.79842054785286
577.0,324.8153243437753
578.0,308.65871989074867
579.0,295.7100321898259
580.0,266.7083435
581.0,235.79432167565835
582.0,195.00057033364172
583.0,143.75219514033802
584.0,93.07886572254122
585.0,58.80813148830555
586.0,30.358499472972074
587.0,14.51496040203831
588.0,5.512289095592551
589.0,2.1718314315822096
590.0,1.472031116
591.0,0.20306664522271234
592.0,0.45145803699098863
593.0,-0.8744789181726285
594.0,-0.18152702686793182
595.0,-0.8460144997
596.0,-1.0004943976823442
597.0,-1.0897572341605681
598.0,-0.6882073031549641
599.0,-1.3107714151302379
600.0,-1.150418997
601.0,-1.3866441930327433
602.0,-1.837574028220739
603.0,-1.4043130475815058
604.0,-0.9520860288446983
605.0,-1.4601476352793494
606.0,-1.4788475138899193
607.0,-1.637191004007019
608.0,-1.4673182416920272
609.0,-1.268200226008825
610.0,-2.001615047
611.0,-1.126797075926878
612.0,-1.4868016989346184
613.0,-2.153369117792053
614.0,-1.2475592200513965
615.0,-1.8958189121522884
616.0,-2.106110794413354
617.0,-1.8504028906741659
618.0,-1.6852149464673953
619.0,-2.0330906796888497
620.0,-1.94737184
621.0,-2.352088999180026
622.0,-1.9844467332887434
623.0,-1.627274508628272
624.0,-1.404246904872244
625.0,-0.7784009203302555
626.0,-0.7968592351644967
627.0,-0.018625121627739452
628.0,1.4877320366734963
629.0,2.9335696387890207
630.0,4.619486809
631.0,6.76432013734981
632.0,9.811525008428633
633.0,11.482700870894176
634.0,12.170069248883433
635.0,14.86771997972863
636.0,17.948582075172048
637.0,18.65367587199269
638.0,18.598701779292874
639.0,19.420922370469327
640.0,18.54825974
641.0,16.69444847
642.0,17.63844109
643.0,15.67210197
644.0,13.17427444
645.0,12.29706287
646.0,9.977170944
647.0,8.498641014
648.0,5.828896523
649.0,4.848884583
650.0,3.230792046
651.0,1.1206390781773834
652.0,-0.1257305971091721
653.0,-0.6154682011332269
654.0,-1.3361356982533057
655.0,-1.2616407916986092
656.0,-1.7223561743436993
657.0,-1.9993870264417088
658.0,-1.6549940403455967
659.0,-2.300560965932375
660.0,-2.128924608
661.0,-2.012265205
662.0,-1.942509413
663.0,-2.308997393
664.0,-2.361495018
665.0,-2.412454605
666.0,-2.450242758
667.0,-2.454193354
668.0,-2.514532566
669.0,-2.544707775
670.0,-2.023649693
671.0,-2.323705435
672.0,-2.097763538
673.0,-2.623436213
674.0,-2.563557863
675.0,-2.520737171
676.0,-2.525355339
677.0,-2.424784422
678.0,-2.708517075
679.0,-2.351985216
680.0,-2.525946379
681.0,-2.3317219784294214
682.0,-2.4776809916531883
683.0,-2.6197290572565333
684.0,-2.5627435012920943
685.0,-2.6192005644428815
686.0,-2.6873936952449275
687.0,-2.66331309253073
688.0,-2.6438533535460462
689.0,-2.580765355648602
690.0,-2.613136768
691.0,-2.590655327
692.0,-2.752670527
693.0,-2.659301758
694.0,-2.557284355
695.0,-2.801542759
696.0,-2.932150126
697.0,-2.673536062
698.0,-2.55802536
699.0,-2.872656822
700.0,-2.763678551
