Wavelength (nm),Average Intensity
492.0,6.3208115734885775
493.0,6.22146060971347
494.0,6.827621033619863
495.0,6.295253041299678
496.0,6.348419601284263
497.0,5.407574788077878
498.0,4.997064051386765
499.0,5.403688556516809
500.0,4.669122219333334
501.0,5.281703031894
502.0,4.652805254105569
503.0,4.672933496649342
504.0,4.893643619683992
505.0,4.719413191787254
506.0,4.15324248312859
507.0,4.291013353805369
508.0,3.8497789142295122
509.0,4.669681560061595
510.0,4.1326352753333335
511.0,3.4992481410930023
512.0,3.0947066508107226
513.0,3.2533858990755884
514.0,3.6883637183509737
515.0,3.244337717666667
516.0,3.2018732200108206
517.0,2.86877040458954
518.0,2.9605888859399094
519.0,2.831460339366446
520.0,2.962712129
521.0,2.834882220739123
522.0,2.8461779920437134
523.0,2.212578849971154
524.0,2.274372183362179
525.0,2.285524916507481
526.0,1.917858852110247
527.0,2.014369585857335
528.0,2.017350880931483
529.0,1.9887795845316305
530.0,2.016961971666667
531.0,1.8270916391532257
532.0,1.6996312363446897
533.0,1.863929598848588
534.0,1.7493386174847458
535.0,1.7078941615513876
536.0,1.4741951015406045
537.0,1.556306353127199
538.0,0.9838595649337734
539.0,1.2051209270936107
540.0,1.1861915588666667
541.0,1.2287177638722249
542.0,1.4833451908204234
543.0,1.1329590581594424
544.0,0.7581630953413567
545.0,1.3820581436666668
546.0,1.1326321995874904
547.0,1.0846007365611565
548.0,0.9579547389184851
549.0,0.8006509869871788
550.0,0.5878633658033333
551.0,0.5190176163250139
552.0,0.7941085208274746
553.0,0.8724716514626856
554.0,0.7241905621255341
555.0,0.7691934506
556.0,0.6599056709382701
557.0,0.8456278282221078
558.0,0.5019060125892932
559.0,0.5557508062901045
560.0,0.6133454640666667
561.0,0.6697983202457239
562.0,0.28574848029284033
563.0,0.4742294626813333
564.0,0.9292727181445962
565.0,0.7244032621333333
566.0,0.4615258587111411
567.0,1.358100452122624
568.0,2.300037514508317
569.0,5.680551805398633
570.0,12.459836006666668
571.0,26.340630981664834
572.0,52.97301359908615
573.0,91.97260817129012
574.0,147.92575536519158
575.0,212.24636329999998
576.0,288.71990264573554
577.0,368.9134464010904
578.0,443.16134325712056
579.0,512.3298966661547
580.0,548.2103678333333
581.0,540.3233525786301
582.0,479.6450119535694
583.0,390.1620629881557
584.0,281.7865808515881
585.0,186.84365484890085
586.0,116.44105682346442
587.0,72.75641899276768
588.0,51.04398626569023
589.0,42.29795488781661
590.0,37.98667144666667
591.0,39.968867434096346
592.0,39.49221160866713
593.0,41.586999534106646
594.0,42.11974463312624
595.0,43.47386932
596.0,43.078362590308394
597.0,44.18054241330594
598.0,43.97464511374117
599.0,45.82398224057558
600.0,46.11734263333333
601.0,45.91742422000045
602.0,47.91019293545347
603.0,47.305728546030004
604.0,47.30303588733929
605.0,48.17564755507339
606.0,49.323598583303976
607.0,49.98145824119416
608.0,50.91128569656352
609.0,49.492258247341475
610.0,50.89226277666666
611.0,51.167565418944655
612.0,51.417379993027986
613.0,50.91526448648907
614.0,51.56660352242377
615.0,50.93774903035493
616.0,50.573340273665174
617.0,50.918718722511876
618.0,52.81296191682252
619.0,50.72657632209292
620.0,51.079147336666665
621.0,52.26075031385226
622.0,51.70623854150375
623.0,50.927559355560476
624.0,50.40625903531776
625.0,50.79344533903617
626.0,51.38757337166678
627.0,51.24868577856373
628.0,51.84881197492425
629.0,51.55505792365491
630.0,50.713676453333335
631.0,51.0991283568693
632.0,51.38740893937304
633.0,52.67824747623981
634.0,52.67793712853728
635.0,53.53052153309418
636.0,53.8569421673652
637.0,53.911954361335
638.0,54.96150562789577
639.0,56.40965640188498
640.0,55.57510884666667
641.0,57.23199462666667
642.0,56.29519399
643.0,55.621175130000005
644.0,52.8533961
645.0,52.72923278666667
646.0,53.14284769333333
647.0,52.767524720000004
648.0,50.62413279333333
649.0,48.11733245666667
650.0,48.8196462
651.0,47.906653220459965
652.0,46.56401676122288
653.0,47.14185892390938
654.0,46.33414155139804
655.0,46.08166260952171
656.0,45.37772484463644
657.0,44.71984083111085
658.0,43.5741332414763
659.0,43.51294428338965
660.0,42.15876261333333
661.0,41.90398661333333
662.0,41.44426218666666
663.0,41.79912821333333
664.0,41.63179524666666
665.0,40.99022674333333
666.0,40.75038147
667.0,38.86185201
668.0,38.55611673666667
669.0,39.52850596333334
670.0,38.19052378333333
671.0,37.52399190333333
672.0,36.9222819
673.0,37.569282533333336
674.0,36.26072438666666
675.0,35.96949768333334
676.0,35.742281596666665
677.0,34.38859049333333
678.0,34.559379576666664
679.0,34.251223243333335
680.0,33.65871683666666
681.0,35.14621757315629
682.0,34.48611800748308
683.0,34.454972060345675
684.0,32.13714567294989
685.0,32.27551336793363
686.0,31.949299441373437
687.0,32.483674646239855
688.0,30.665879386032667
689.0,30.28864400063286
690.0,31.21285184
691.0,29.91890589333333
692.0,29.70248477
693.0,28.8049043
694.0,27.38917923
695.0,27.10909971
696.0,26.781379700000002
697.0,28.056836446666665
698.0,26.0969855
699.0,25.82668431333333
700.0,25.92586326333333
