Wavelength (nm),Average Intensity
635.0,17.393714212795384
636.0,17.554668903108052
637.0,20.3861816689745
638.0,20.37638150208125
639.0,20.58022052783169
640.0,21.393260955
641.0,20.912844655
642.0,20.21960068
643.0,20.240610125
644.0,19.541872025
645.0,19.738539695
646.0,19.017103194999997
647.0,17.26123333
648.0,16.749461175
649.0,16.31991959
650.0,14.90194082
651.0,14.818399764259752
652.0,15.152036441528939
653.0,14.65146488353733
654.0,14.2999485465702
655.0,14.518659627476758
656.0,14.907497415142025
657.0,15.756157901392235
658.0,15.31809035397664
659.0,16.751460901242503
660.0,16.379264355
661.0,14.83863926
662.0,17.733860970000002
663.0,17.873682975
664.0,17.40325737
665.0,16.709935190000003
666.0,18.705221175
667.0,17.576256755000003
668.0,19.55236912
669.0,19.04793644
670.0,18.70805645
671.0,18.909685135
672.0,18.81290722
673.0,18.687036515000003
674.0,19.282530785
675.0,18.97651291
676.0,19.41375542
677.0,19.819385525
678.0,20.48600388
679.0,19.37929153
680.0,19.742422105
681.0,21.8565786431272
682.0,19.714839416090822
683.0,19.396210850294374
684.0,20.439598028796755
685.0,20.396171438345686
686.0,20.394353043241175
687.0,20.987462537908968
688.0,20.893775247875762
689.0,20.25754340717869
690.0,20.891773225
691.0,22.483189585
692.0,21.07001114
693.0,21.442295075
694.0,20.739335060000002
695.0,20.388512615
696.0,20.824619294999998
697.0,21.892371179999998
698.0,22.24695015
699.0,19.816307065
700.0,21.355420115
