00:00:00,1.310,24.304,C
00:00:10,1.310,24.304,C
00:00:20,1.310,24.304,C
00:00:30,1.310,24.305,C
00:00:40,1.310,24.307,C
00:00:50,1.310,24.381,C
00:01:00,1.310,24.540,C
00:01:10,1.310,24.905,C
00:01:20,1.310,25.200,C
00:01:30,1.310,25.521,C
00:01:40,1.310,25.701,C
00:01:50,1.310,25.909,C
00:02:00,1.310,26.034,C
00:02:10,1.310,26.163,C
00:02:20,1.310,26.263,C
00:02:30,1.310,26.363,C
00:02:40,1.310,26.425,C
00:02:50,1.310,26.503,C
00:03:00,1.310,26.557,C
00:03:10,1.310,26.607,C
00:03:20,1.310,26.655,C
00:03:30,1.310,26.673,C
00:03:40,1.310,26.702,C
00:03:50,1.310,26.732,C
00:04:00,1.310,26.750,C
00:04:10,1.310,26.770,C
00:04:20,1.310,26.786,C
00:04:30,1.310,26.798,C
00:04:40,1.310,26.814,C
00:04:50,1.310,26.823,C
00:05:00,1.310,26.832,C
00:05:10,1.310,26.838,C
00:05:20,1.310,26.846,C
00:05:30,1.310,26.852,C
00:05:40,1.310,26.856,C
00:05:50,1.310,26.861,C
00:06:00,1.310,26.865,C
00:06:10,1.310,26.867,C
00:06:20,1.310,26.869,C
00:06:30,1.310,26.870,C
00:06:40,1.310,26.873,C
00:06:50,1.310,26.874,C
