00:00:00,1.310,24.244,C
00:00:10,1.310,24.245,C
00:00:20,1.310,24.245,C
00:00:30,1.310,24.245,C
00:00:40,1.310,24.246,C
00:00:50,1.310,24.246,C
00:01:00,1.310,24.246,C
00:01:10,1.310,24.246,C
00:01:20,1.310,24.246,C
00:01:30,1.310,24.246,C
00:01:40,1.310,24.246,C
00:01:50,1.310,24.246,C
00:02:00,1.310,24.246,C
00:02:10,1.310,24.246,C
00:02:20,1.310,24.246,C
00:02:30,1.310,24.246,C
00:02:40,1.310,24.246,C
00:02:50,1.310,24.246,C
00:03:00,1.310,24.246,C
00:03:10,1.310,24.249,C
00:03:20,1.310,24.388,C
00:03:30,1.310,24.678,C
00:03:40,1.310,24.869,C
00:03:50,1.310,25.028,C
00:04:00,1.310,25.240,C
00:04:10,1.310,25.372,C
00:04:20,1.310,25.492,C
00:04:30,1.310,25.628,C
00:04:40,1.310,25.713,C
00:04:50,1.310,25.774,C
00:05:00,1.310,25.817,C
00:05:10,1.310,25.890,C
00:05:20,1.310,25.927,C
00:05:30,1.310,25.967,C
00:05:40,1.310,26.002,C
00:05:50,1.310,26.034,C
00:06:00,1.310,26.052,C
00:06:10,1.310,26.073,C
00:06:20,1.310,26.094,C
00:06:30,1.310,26.112,C
00:06:40,1.310,26.119,C
00:06:50,1.310,26.131,C
00:07:00,1.310,26.141,C
00:07:10,1.310,26.148,C
00:07:20,1.310,26.158,C
00:07:30,1.310,26.164,C
00:07:40,1.310,26.168,C
00:07:50,1.310,26.173,C
00:08:00,1.310,26.176,C
00:08:10,1.310,26.180,C
00:08:20,1.310,26.182,C
00:08:30,1.310,26.185,C
00:08:40,1.310,26.187,C
00:08:50,1.310,26.189,C
00:09:00,1.310,26.190,C
00:09:10,1.310,26.191,C
00:09:20,1.310,26.192,C
00:09:30,1.310,26.193,C
00:09:40,1.310,26.193,C
00:09:50,1.310,26.194,C
00:10:00,1.310,26.194,C
00:10:10,1.310,26.194,C
