00:00:00,1.310,23.953,C
00:00:10,1.310,23.955,C
00:00:20,1.310,23.957,C
00:00:30,1.310,23.958,C
00:00:40,1.310,23.959,C
00:00:50,1.310,23.960,C
00:01:00,1.310,23.962,C
00:01:10,1.310,24.070,C
00:01:20,1.310,24.387,C
00:01:30,1.310,24.570,C
00:01:40,1.310,24.790,C
00:01:50,1.310,24.985,C
00:02:00,1.310,25.156,C
00:02:10,1.310,25.271,C
00:02:20,1.310,25.393,C
00:02:30,1.310,25.480,C
00:02:40,1.310,25.544,C
00:02:50,1.310,25.610,C
00:03:00,1.310,25.668,C
00:03:10,1.310,25.720,C
00:03:20,1.310,25.749,C
00:03:30,1.310,25.778,C
00:03:40,1.310,25.815,C
00:03:50,1.310,25.835,C
00:04:00,1.310,25.855,C
00:04:10,1.310,25.878,C
00:04:20,1.310,25.888,C
00:04:30,1.310,25.902,C
00:04:40,1.310,25.914,C
00:04:50,1.310,25.924,C
00:05:00,1.310,25.933,C
00:05:10,1.310,25.939,C
00:05:20,1.310,25.946,C
00:05:30,1.310,25.951,C
00:05:40,1.310,25.955,C
00:05:50,1.310,25.961,C
00:06:00,1.310,25.963,C
00:06:10,1.310,25.967,C
00:06:20,1.310,25.969,C
00:06:30,1.310,25.971,C
00:06:40,1.310,25.973,C
00:06:50,1.310,25.974,C
00:07:00,1.310,25.975,C
