SetCrun4,,
Time (sec),Abs,
0.25,0.9740039706,
0.75,0.9684188962,
1.25,0.9629739523,
1.75,0.9581938386,
2.25,0.9531425834,
2.75,0.9483453631,
3.25,0.9439264536,
3.75,0.9400005937,
4.25,0.936260283,
4.75,0.9318268895,
5.25,0.9286208749,
5.75,0.9245906472,
6.25,0.9216178656,
6.75,0.9184629321,
7.25,0.9155881405,
7.75,0.9117819071,
8.25,0.9096634984,
8.75,0.9060989022,
9.25,0.9033634663,
9.75,0.901499033,
10.25,0.8989197016,
10.75,0.8967180848,
11.25,0.8945741653,
11.75,0.8926795721,
12.25,0.8903225064,
12.75,0.8877763748,
13.25,0.8863601089,
13.75,0.8845980763,
14.25,0.8821493983,
14.75,0.8798773885,
15.25,0.8782691956,
15.75,0.8769358397,
16.25,0.8752918243,
16.75,0.8737262487,
17.25,0.8718668818,
17.75,0.8698589802,
18.25,0.8686313629,
18.75,0.8675376773,
19.25,0.8660448194,
19.75,0.8640121222,
20.25,0.8630148768,
20.75,0.8609952927,
21.25,0.8602954745,
21.75,0.8589632511,
22.25,0.8573794365,
22.75,0.8565173149,
23.25,0.8556338549,
23.75,0.8538506031,
24.25,0.8532706499,
24.75,0.8514273763,
25.25,0.8506566286,
25.75,0.8495680094,
26.25,0.8487658501,
26.75,0.8470235467,
27.25,0.8464215994,
27.75,0.8454935551,
28.25,0.8438096642,
28.75,0.8431801796,
29.25,0.8432270885,
29.75,0.841406405,
30.25,0.8406748772,
30.75,0.8401391506,
31.25,0.8390476108,
31.75,0.838314414,
32.25,0.8374922872,
32.75,0.8367047906,
33.25,0.8357530832,
33.75,0.8347069621,
34.25,0.8342267275,
34.75,0.833842814,
35.25,0.8332810402,
35.75,0.8322446942,
36.25,0.8314054012,
36.75,0.8308928013,
37.25,0.8302473426,
37.75,0.8297601342,
38.25,0.829298079,
38.75,0.8278121948,
39.25,0.8276190162,
39.75,0.8268657327,
40.25,0.8263521194,
40.75,0.8255426884,
41.25,0.825034678,
41.75,0.8241435289,
42.25,0.8240715265,
42.75,0.8241430521,
43.25,0.8231128454,
43.75,0.8226469755,
44.25,0.8215166926,
44.75,0.8213529587,
45.25,0.8211692572,
45.75,0.8204477429,
46.25,0.8199883699,
46.75,0.8195756078,
47.25,0.8192292452,
47.75,0.8185529709,
48.25,0.818236351,
48.75,0.8182413578,
49.25,0.8177288175,
49.75,0.8170194626,
50.25,0.8155863285,
50.75,0.8158724904,
51.25,0.8155673742,
51.75,0.8144509792,
52.25,0.8143187165,
52.75,0.8138355017,
53.25,0.8134725094,
53.75,0.8127385378,
54.25,0.8125205636,
54.75,0.8122947216,
55.25,0.8119856715,
55.75,0.8113409281,
56.25,0.8107944727,
56.75,0.8107551336,
57.25,0.8100131154,
57.75,0.8101081848,
58.25,0.8100863695,
58.75,0.8090093732,
59.25,0.8085967302,
59.75,0.8082569838,
60.25,0.8073475361,
60.75,0.8073391318,
61.25,0.8073653579,
61.75,0.8068261743,
62.25,0.8066408038,
62.75,0.8058819175,
63.25,0.8058726192,
63.75,0.8051941395,
64.25,0.8050479293,
64.75,0.8048863411,
65.25,0.8049321771,
65.75,0.8040123582,
66.25,0.8036871552,
66.75,0.8032689691,
67.25,0.8036418557,
67.75,0.8028870225,
68.25,0.8025218844,
68.75,0.8027377129,
69.25,0.8022657037,
69.75,0.8015483022,
70.25,0.8012912869,
70.75,0.8014400005,
71.25,0.8012419939,
71.75,0.8002246022,
72.25,0.8001842499,
72.75,0.7998715639,
73.25,0.7996621132,
73.75,0.7998847961,
74.25,0.7996698618,
74.75,0.7986822128,
75.25,0.7988870144,
75.75,0.7983382344,
76.25,0.7980585694,
76.75,0.7975000143,
77.25,0.7974711061,
77.75,0.7967321277,
78.25,0.7967014313,
78.75,0.7964861393,
79.25,0.7962276936,
79.75,0.7961264849,
80.25,0.795807898,
80.75,0.7957314253,
81.25,0.7954995632,
81.75,0.7951515317,
82.25,0.7953015566,
82.75,0.7955346704,
83.25,0.7958364487,
83.75,0.7953081727,
84.25,0.7940642238,
84.75,0.7930434942,
85.25,0.7932120562,
85.75,0.7923189402,
86.25,0.7925414443,
86.75,0.7927817702,
87.25,0.7921629548,
87.75,0.791711092,
88.25,0.7912886143,
88.75,0.7909034491,
89.25,0.7909974456,
89.75,0.7910472751,
90.25,0.790507853,
90.75,0.7898215652,
91.25,0.7900506258,
91.75,0.7897986174,
92.25,0.7899720073,
92.75,0.7895976305,
93.25,0.7891800404,
93.75,0.7891956568,
94.25,0.7885161042,
94.75,0.7878339291,
95.25,0.7878724337,
95.75,0.7878503203,
96.25,0.7874975204,
96.75,0.7871367335,
97.25,0.7867914438,
97.75,0.7865658402,
98.25,0.7865492702,
98.75,0.7860561609,
99.25,0.7862299085,
99.75,0.7855709195,
100.25,0.7853656411,
100.75,0.7849666476,
101.25,0.7849042416,
101.75,0.7847847939,
102.25,0.7840629816,
102.75,0.7846000195,
103.25,0.7844846249,
103.75,0.7834373116,
104.25,0.7833757997,
104.75,0.7829367518,
105.25,0.7832778096,
105.75,0.7828842402,
106.25,0.7825495601,
106.75,0.7821750045,
107.25,0.7820287347,
107.75,0.7816393375,
108.25,0.7812232971,
108.75,0.7808639407,
109.25,0.7810562253,
109.75,0.7805731893,
110.25,0.7802751064,
110.75,0.7801701427,
111.25,0.7802198529,
111.75,0.7796599269,
112.25,0.7798582911,
112.75,0.7797525525,
113.25,0.7789196372,
113.75,0.7787986994,
114.25,0.7784009576,
114.75,0.7784370184,
115.25,0.7782867551,
115.75,0.7775797248,
116.25,0.7779728174,
116.75,0.7776057124,
117.25,0.7769474983,
117.75,0.7776725292,
118.25,0.7769718766,
118.75,0.7765973806,
119.25,0.7759922147,
119.75,0.7762970924,
120.25,0.7756177783,
120.75,0.7757041454,
121.25,0.7754303217,
