SetA.run4,,
Time (sec),Abs,
0.25,0.3736662567,
0.75,0.3706921041,
1.25,0.3676014543,
1.75,0.3648437262,
2.25,0.3617432117,
2.75,0.358874172,
3.25,0.3563408852,
3.75,0.3534710407,
4.25,0.3504887819,
4.75,0.3477817178,
5.25,0.3451139927,
5.75,0.3423632681,
6.25,0.3396603167,
6.75,0.3368281126,
7.25,0.3341868222,
7.75,0.3314920962,
8.25,0.3284457922,
8.75,0.3256756067,
9.25,0.3231515586,
9.75,0.3203818798,
10.25,0.3176868856,
10.75,0.3152348697,
11.25,0.312756598,
11.75,0.3099820316,
12.25,0.307534039,
12.75,0.3050608337,
13.25,0.3022583425,
13.75,0.2995688021,
14.25,0.2970333695,
14.75,0.2944182456,
15.25,0.291526854,
15.75,0.2891239226,
16.25,0.2866172493,
16.75,0.2840490043,
17.25,0.2817184627,
17.75,0.2791486681,
18.25,0.2765705287,
18.75,0.2742054462,
19.25,0.2720009983,
19.75,0.269664377,
20.25,0.2671055198,
20.75,0.265029788,
21.25,0.262506485,
21.75,0.2601222098,
22.25,0.2577451766,
22.75,0.2553835809,
23.25,0.2532577813,
23.75,0.2508467436,
24.25,0.2483601421,
24.75,0.2458932102,
25.25,0.2436925173,
25.75,0.2411510646,
26.25,0.2388476282,
26.75,0.2369538248,
27.25,0.2348855287,
27.75,0.2325571477,
28.25,0.2304566056,
28.75,0.2284929752,
29.25,0.2263019085,
29.75,0.2242747098,
30.25,0.2222591341,
30.75,0.2203096896,
31.25,0.2183859646,
31.75,0.2163297236,
32.25,0.2142463475,
32.75,0.2123598605,
33.25,0.2103942484,
33.75,0.2084941417,
34.25,0.2062937915,
34.75,0.2046628147,
35.25,0.2027979642,
35.75,0.2008035779,
36.25,0.1989382058,
36.75,0.1972551048,
37.25,0.1955348402,
37.75,0.19355762,
38.25,0.1917794794,
38.75,0.1899429262,
39.25,0.1885245889,
39.75,0.1869275123,
40.25,0.1849542409,
40.75,0.1834015995,
41.25,0.1815351844,
41.75,0.1798990667,
42.25,0.1781809479,
42.75,0.176647082,
43.25,0.1751615107,
43.75,0.1734771281,
44.25,0.1717170924,
44.75,0.1702276915,
45.25,0.1688558608,
45.75,0.1671588868,
46.25,0.1655872017,
46.75,0.164004758,
47.25,0.162756294,
47.75,0.1610133201,
48.25,0.159639284,
48.75,0.158184588,
49.25,0.1570023894,
49.75,0.1554143727,
50.25,0.1539326906,
50.75,0.1526916474,
51.25,0.1512389481,
51.75,0.1497498006,
52.25,0.1482596099,
52.75,0.1471035182,
53.25,0.1457493007,
53.75,0.1445308477,
54.25,0.1432638466,
54.75,0.1420872062,
55.25,0.1409732103,
55.75,0.1395640224,
56.25,0.1383089423,
56.75,0.1374004781,
57.25,0.1360635012,
57.75,0.134659484,
58.25,0.1335076243,
58.75,0.1322990805,
59.25,0.1310981959,
59.75,0.1298270524,
60.25,0.1288218945,
60.75,0.1276438087,
61.25,0.1265157759,
61.75,0.1255590618,
62.25,0.1243399084,
62.75,0.1233546808,
63.25,0.1224618629,
63.75,0.1212577596,
64.25,0.1202466786,
64.75,0.1192228571,
65.25,0.1182011366,
65.75,0.1173569337,
66.25,0.1161928922,
66.75,0.1154656187,
67.25,0.1144955158,
67.75,0.1135132164,
68.25,0.1125287414,
68.75,0.1116956472,
69.25,0.1106321812,
69.75,0.1100460738,
70.25,0.1089097559,
70.75,0.1082553789,
71.25,0.1072907895,
71.75,0.1064911261,
72.25,0.1058141217,
72.75,0.1050502732,
73.25,0.1041444838,
73.75,0.1033524275,
74.25,0.1025756449,
74.75,0.1018419042,
75.25,0.1009891853,
75.75,0.1004280746,
76.25,0.09964314848,
76.75,0.09896665812,
77.25,0.09834197909,
77.75,0.09757967293,
78.25,0.09666416049,
78.75,0.09617097676,
79.25,0.09546428919,
79.75,0.09474616498,
80.25,0.09398762882,
80.75,0.09340877831,
81.25,0.09283935279,
81.75,0.09223482013,
82.25,0.09167892486,
82.75,0.09117294103,
83.25,0.09058178961,
83.75,0.08986315131,
84.25,0.08930776268,
84.75,0.08888108283,
85.25,0.0881683901,
85.75,0.08773319423,
86.25,0.08711354434,
86.75,0.0865470916,
87.25,0.08603852987,
87.75,0.08547320217,
88.25,0.08469367772,
88.75,0.08405667543,
89.25,0.08373040706,
89.75,0.08300971985,
90.25,0.08280597627,
90.75,0.08220673352,
91.25,0.08163936436,
91.75,0.08118007332,
92.25,0.08071219921,
92.75,0.08043082803,
93.25,0.07974803448,
93.75,0.07930639386,
94.25,0.07904267311,
94.75,0.07848481834,
95.25,0.07810401917,
95.75,0.07763709128,
96.25,0.07712373137,
96.75,0.0768115893,
97.25,0.07630700618,
97.75,0.07607242465,
98.25,0.07567998767,
98.75,0.07536127418,
