SetA.run2,,
Time (sec),Abs,
0.25,0.9840663671,
0.75,0.9761993885,
1.25,0.9696363211,
1.75,0.9620035291,
2.25,0.9551947117,
2.75,0.9478000402,
3.25,0.9415583611,
3.75,0.9349631071,
4.25,0.9277552366,
4.75,0.9205625653,
5.25,0.9151525497,
5.75,0.9079976678,
6.25,0.9012649059,
6.75,0.8941352963,
7.25,0.8877040148,
7.75,0.8811197877,
8.25,0.875145793,
8.75,0.8680427074,
9.25,0.8614052534,
9.75,0.8548474312,
10.25,0.8481984138,
10.75,0.8413510919,
11.25,0.835277319,
11.75,0.8288480043,
12.25,0.8212484121,
12.75,0.816120863,
13.25,0.8086194992,
13.75,0.8029515743,
14.25,0.7967184782,
14.75,0.7897234559,
15.25,0.7840761542,
15.75,0.7774356604,
16.25,0.7709190249,
16.75,0.7641994357,
17.25,0.7587656379,
17.75,0.7525190711,
18.25,0.7459730506,
18.75,0.7401355505,
19.25,0.7341603637,
19.75,0.7280426621,
20.25,0.7213222384,
20.75,0.7158503532,
21.25,0.7096012831,
21.75,0.7036062479,
22.25,0.697914362,
22.75,0.6918580532,
23.25,0.6860611439,
23.75,0.6800323725,
24.25,0.6744073629,
24.75,0.6679987311,
25.25,0.6622887254,
25.75,0.6570119262,
26.25,0.651120007,
26.75,0.6452665925,
27.25,0.6397402883,
27.75,0.6337826252,
28.25,0.6283174753,
28.75,0.6226118207,
29.25,0.616879046,
29.75,0.6111367345,
30.25,0.6058338881,
30.75,0.6003096104,
31.25,0.5947898626,
31.75,0.5893339515,
32.25,0.5837880969,
32.75,0.5784841776,
33.25,0.5727555752,
33.75,0.5675733089,
34.25,0.5623210073,
34.75,0.5568080544,
35.25,0.5520278215,
35.75,0.5466449261,
36.25,0.5411425233,
36.75,0.5360357761,
37.25,0.5308291316,
37.75,0.5261911154,
38.25,0.5206997395,
38.75,0.5159832239,
39.25,0.5106713772,
39.75,0.5057465434,
40.25,0.5014443994,
40.75,0.4962032735,
41.25,0.4916653037,
41.75,0.4866771996,
42.25,0.4824029803,
42.75,0.4775491655,
43.25,0.4726130068,
43.75,0.4680943489,
44.25,0.4634166658,
44.75,0.4591726363,
45.25,0.4546095729,
45.75,0.4500758946,
46.25,0.4458313584,
46.75,0.4414242804,
47.25,0.4369109571,
47.75,0.4326375127,
48.25,0.4286134839,
48.75,0.4241605997,
49.25,0.4198867977,
49.75,0.4155211747,
50.25,0.4115678072,
50.75,0.4073040187,
51.25,0.4030975401,
51.75,0.3990888894,
52.25,0.395126462,
52.75,0.3910036683,
53.25,0.3869817257,
53.75,0.3832425177,
54.25,0.3789767027,
54.75,0.3750185668,
55.25,0.3711527884,
55.75,0.3675651848,
56.25,0.3636844456,
56.75,0.3598482311,
57.25,0.3561286926,
57.75,0.3526475132,
58.25,0.3489064574,
58.75,0.3449864984,
59.25,0.3418835402,
59.75,0.3382369876,
60.25,0.3347083032,
60.75,0.3312016129,
61.25,0.3278538287,
61.75,0.3244232535,
62.25,0.3208948672,
62.75,0.3175315559,
63.25,0.3143917322,
63.75,0.3111813664,
64.25,0.3079244494,
64.75,0.3045228422,
