SetCrun2,,
Time (sec),Abs,
0.25,1.011940122,
0.75,1.001814127,
1.25,0.9916530252,
1.75,0.981267333,
2.25,0.971675396,
2.75,0.9626448154,
3.25,0.9534549117,
3.75,0.9437075853,
4.25,0.9347432256,
4.75,0.9257706404,
5.25,0.917155385,
5.75,0.9084118009,
6.25,0.8990465999,
6.75,0.8906003833,
7.25,0.8822777271,
7.75,0.8733699322,
8.25,0.8656617999,
8.75,0.8570171595,
9.25,0.849773705,
9.75,0.8414068818,
10.25,0.8330494761,
10.75,0.8258834481,
11.25,0.8176431656,
11.75,0.8103376031,
12.25,0.8027177453,
12.75,0.7954521179,
13.25,0.7874364853,
13.75,0.7799631357,
14.25,0.7727042437,
14.75,0.7656939626,
15.25,0.7585412264,
15.75,0.751660049,
16.25,0.7450091243,
16.75,0.7379056811,
17.25,0.7313470244,
17.75,0.7240447402,
18.25,0.7169172764,
18.75,0.709967196,
19.25,0.7036394477,
19.75,0.6977037191,
20.25,0.6932273507,
20.75,0.6899852157,
21.25,0.6847849488,
21.75,0.6786333919,
22.25,0.6712113619,
22.75,0.661621213,
23.25,0.6534193158,
23.75,0.647490561,
24.25,0.6416273117,
24.75,0.6359955668,
25.25,0.6301345825,
25.75,0.6230921149,
26.25,0.6173335314,
26.75,0.6112923026,
27.25,0.6053483486,
27.75,0.6003215313,
28.25,0.5947149992,
28.75,0.5887032151,
29.25,0.5833418965,
29.75,0.5778979659,
30.25,0.5726812482,
30.75,0.5673507452,
31.25,0.5623112917,
31.75,0.5569241047,
32.25,0.552333653,
32.75,0.5469771028,
33.25,0.5418848991,
33.75,0.5367566943,
34.25,0.5319658518,
34.75,0.5268985629,
35.25,0.5221461654,
35.75,0.5170600414,
36.25,0.5125145912,
36.75,0.5078326464,
37.25,0.5033004284,
37.75,0.4986114204,
38.25,0.4938731194,
38.75,0.489526391,
39.25,0.4851726294,
39.75,0.4804938734,
40.25,0.4764151275,
40.75,0.4720829725,
41.25,0.4679913223,
41.75,0.4635204077,
42.25,0.459507525,
42.75,0.4551441669,
43.25,0.4510341287,
43.75,0.4471268654,
44.25,0.4428013265,
44.75,0.4390683472,
45.25,0.4351223707,
45.75,0.4312602878,
46.25,0.4272859991,
46.75,0.4233958721,
47.25,0.4194599688,
47.75,0.4157473445,
48.25,0.4122779667,
48.75,0.408300817,
49.25,0.4045940042,
49.75,0.4007512629,
50.25,0.3974868059,
50.75,0.3939330876,
51.25,0.390165627,
51.75,0.3869635761,
52.25,0.3834272027,
52.75,0.380181849,
53.25,0.3765617013,
53.75,0.3734382391,
54.25,0.3702691197,
54.75,0.3667666614,
55.25,0.3637388349,
55.75,0.3604855835,
56.25,0.3571585715,
56.75,0.3539355993,
57.25,0.3509477675,
57.75,0.3478322029,
58.25,0.3448391557,
58.75,0.3418065906,
59.25,0.3388971984,
59.75,0.3363894224,
60.25,0.3332107961,
60.75,0.3303238153,
61.25,0.3277111053,
61.75,0.3245759308,
62.25,0.3219993711,
62.75,0.3189512193,
63.25,0.3161552548,
63.75,0.3134385049,
64.25,0.3112018406,
64.75,0.3082532585,
65.25,0.3056783974,
65.75,0.3029961586,
66.25,0.3006587029,
66.75,0.297976464,
67.25,0.2956120372,
67.75,0.2928592563,
68.25,0.2906624377,
68.75,0.2881495953,
69.25,0.2858377695,
69.75,0.2834238708,
70.25,0.2809506953,
70.75,0.278639704,
71.25,0.2763377428,
71.75,0.274102807,
72.25,0.2717660666,
72.75,0.2695479393,
73.25,0.2671564817,
73.75,0.2652269304,
74.25,0.2629297972,
74.75,0.2610978782,
75.25,0.2586234212,
75.75,0.2565689981,
76.25,0.2546014786,
76.75,0.2526365221,
77.25,0.2503891885,
77.75,0.2483120859,
78.25,0.2464921623,
78.75,0.2444697022,
79.25,0.2425923645,
79.75,0.240399152,
80.25,0.2387999445,
80.75,0.2368920892,
81.25,0.2347859442,
81.75,0.2330119759,
82.25,0.2312144488,
82.75,0.2293427289,
83.25,0.2276933789,
83.75,0.2259293497,
84.25,0.2241175622,
84.75,0.222127825,
85.25,0.2205118835,
85.75,0.2187395543,
86.25,0.2172864377,
86.75,0.2157117277,
87.25,0.2139859051,
87.75,0.2122461498,
88.25,0.2107103467,
88.75,0.209133327,
89.25,0.2076395005,
89.75,0.2059221566,
90.25,0.2047311515,
90.75,0.2030203789,
91.25,0.2014444321,
91.75,0.1999865323,
92.25,0.1986822039,
92.75,0.197146222,
93.25,0.1957496703,
93.75,0.1941271424,
94.25,0.1927592754,
94.75,0.1913712174,
95.25,0.1900734752,
95.75,0.1884377003,
96.25,0.1873003691,
96.75,0.1858606786,
97.25,0.1846282482,
97.75,0.183363378,
98.25,0.1820689142,
98.75,0.1808711588,
99.25,0.1795720458,
99.75,0.1780230105,
100.25,0.1770224273,
100.75,0.1758575588,
101.25,0.1745428294,
101.75,0.1734714955,
102.25,0.1721528769,
102.75,0.1709313691,
103.25,0.1699443758,
103.75,0.168704316,
104.25,0.1677139848,
104.75,0.1666680872,
105.25,0.1655483097,
105.75,0.1645116806,
106.25,0.1634709984,
106.75,0.162679255,
107.25,0.1615295708,
107.75,0.1605757922,
108.25,0.1594203413,
108.75,0.1584566385,
109.25,0.1576108187,
109.75,0.1562211215,
110.25,0.1553934515,
110.75,0.1541992873,
111.25,0.1529869735,
111.75,0.1521098763,
112.25,0.1511926353,
112.75,0.1502512544,
113.25,0.1492468417,
113.75,0.1483066678,
114.25,0.1474360973,
114.75,0.1465382129,
115.25,0.1456994414,
115.75,0.1447815448,
116.25,0.1440420449,
116.75,0.1431560665,
117.25,0.1423267573,
117.75,0.1415128857,
118.25,0.1408476382,
118.75,0.1400980502,
119.25,0.139342472,
119.75,0.1387488246,
120.25,0.1381482035,
120.75,0.1373748332,
121.25,0.1365811527,
121.75,0.1360857338,
122.25,0.1351226121,
122.75,0.1341100335,
123.25,0.1332223564,
123.75,0.1323095709,
124.25,0.1314849257,
124.75,0.1306205094,
125.25,0.1300903857,
125.75,0.1291790605,
126.25,0.1285767555,
126.75,0.1279558986,
127.25,0.1271822006,
127.75,0.1264583468,
128.25,0.1259392649,
128.75,0.1253422946,
129.25,0.1244247034,
129.75,0.1240371838,
130.25,0.1233143806,
130.75,0.1227423698,
131.25,0.1222237274,
131.75,0.121495232,
132.25,0.1210208312,
132.75,0.1203630939,
133.25,0.1199668273,
133.75,0.1195374131,
134.25,0.1187848523,
134.75,0.118443951,
135.25,0.117742978,
135.75,0.1173627302,
136.25,0.1164676845,
136.75,0.1158274114,
137.25,0.1153737754,
137.75,0.1148545444,
138.25,0.1143359989,
138.75,0.1139834598,
139.25,0.1132862195,
139.75,0.1128396913,
140.25,0.1122390032,
140.75,0.1117195487,
141.25,0.1111743376,
141.75,0.1107328832,
142.25,0.1102886349,
142.75,0.1098273769,
143.25,0.1094081029,
143.75,0.1089872643,
144.25,0.1084918603,
144.75,0.1081196889,
145.25,0.1074694172,
145.75,0.1072591096,
146.25,0.1067665964,
146.75,0.1064383015,
147.25,0.105675824,
147.75,0.1053355858,
148.25,0.104987137,
148.75,0.104560025,
149.25,0.1040002033,
149.75,0.103643924,
150.25,0.1032635346,
