SetB.run2,,
Time (sec),Abs,
0.25,1.043582201,
0.75,1.036843896,
1.25,1.028677821,
1.75,1.021737576,
2.25,1.013704896,
2.75,1.005791545,
3.25,0.9980655909,
3.75,0.9902113676,
4.25,0.9822321534,
4.75,0.9750171304,
5.25,0.9677908421,
5.75,0.9588482976,
6.25,0.9522951841,
6.75,0.9455502033,
7.25,0.9368335605,
7.75,0.929859817,
8.25,0.9224867225,
8.75,0.9143019915,
9.25,0.9074477553,
9.75,0.8989812732,
10.25,0.8926953077,
10.75,0.8852644563,
11.25,0.8777980804,
11.75,0.8698610663,
12.25,0.8630669117,
12.75,0.8559504151,
13.25,0.8489957452,
13.75,0.8413559794,
14.25,0.8346547484,
14.75,0.8275480866,
15.25,0.8204293251,
15.75,0.8134027719,
16.25,0.8061651587,
16.75,0.7993654609,
17.25,0.7918264866,
17.75,0.7851253152,
18.25,0.7783384919,
18.75,0.7710790634,
19.25,0.7643715143,
19.75,0.757686913,
20.25,0.7505927086,
20.75,0.7439608574,
21.25,0.73721385,
21.75,0.730029881,
22.25,0.7236276865,
22.75,0.7175939083,
23.25,0.7104800344,
23.75,0.7037472725,
24.25,0.6973294616,
24.75,0.6908969283,
25.25,0.6841001511,
25.75,0.6776609421,
26.25,0.6715093851,
26.75,0.6649312377,
27.25,0.6585528851,
27.75,0.6518856287,
28.25,0.6457820535,
28.75,0.6394184232,
29.25,0.6331643462,
29.75,0.627387166,
30.25,0.6206726432,
30.75,0.6148221493,
31.25,0.6084826589,
31.75,0.6025112271,
32.25,0.5969156027,
32.75,0.5905826688,
33.25,0.5847361088,
33.75,0.5787260532,
34.25,0.5730881691,
34.75,0.5672008395,
35.25,0.5618675351,
35.75,0.5561205745,
36.25,0.5505495667,
36.75,0.5445713401,
37.25,0.5392848253,
37.75,0.5336170793,
38.25,0.5279662013,
38.75,0.5230702162,
39.25,0.517361939,
39.75,0.5121044517,
40.25,0.5064049363,
40.75,0.5013310313,
41.25,0.4959286749,
41.75,0.4905378819,
42.25,0.4854463935,
42.75,0.4804715514,
43.25,0.4749863744,
43.75,0.470239222,
44.25,0.4647588432,
44.75,0.4597833157,
45.25,0.4550161958,
45.75,0.4500142932,
46.25,0.4452137351,
46.75,0.4404066205,
47.25,0.4354723692,
47.75,0.4308347106,
48.25,0.426004529,
48.75,0.4213209748,
49.25,0.4166634977,
49.75,0.4120984972,
50.25,0.4077061415,
50.75,0.40322119,
51.25,0.398434639,
51.75,0.3941420615,
52.25,0.3898877203,
52.75,0.3858668804,
53.25,0.381464839,
53.75,0.377171725,
54.25,0.3731842935,
54.75,0.3689229786,
55.25,0.3647184074,
55.75,0.3605080247,
56.25,0.3565369248,
56.75,0.3526533842,
57.25,0.3486768305,
57.75,0.3446255624,
58.25,0.3409689665,
58.75,0.3372465968,
59.25,0.3332968652,
59.75,0.3294811845,
60.25,0.3258984983,
60.75,0.3223750293,
61.25,0.318789959,
61.75,0.3151771426,
62.25,0.3117223978,
62.75,0.3081890941,
63.25,0.3044646978,
63.75,0.3009719551,
64.25,0.2976461351,
64.75,0.2944062352,
65.25,0.2911786437,
65.75,0.2879543006,
66.25,0.2847474515,
66.75,0.2817857265,
67.25,0.2784410417,
67.75,0.2755555809,
68.25,0.2724094093,
68.75,0.2692535222,
69.25,0.2664532363,
69.75,0.2633932531,
70.25,0.2605377138,
70.75,0.2575160265,
71.25,0.2548105717,
71.75,0.2521623075,
72.25,0.2493756413,
72.75,0.2467835844,
73.25,0.2437942028,
73.75,0.2411245406,
74.25,0.2387226075,
74.75,0.2360752523,
75.25,0.2336477488,
75.75,0.230984211,
76.25,0.2284205258,
76.75,0.226174131,
77.25,0.2238358408,
77.75,0.2214133292,
78.25,0.2193960696,
78.75,0.2167877257,
79.25,0.2143701464,
79.75,0.2123587132,
80.25,0.2100993246,
80.75,0.2079607099,
81.25,0.205725804,
81.75,0.2034290731,
82.25,0.201439321,
82.75,0.1992939264,
83.25,0.1975914091,
83.75,0.1951760203,
84.25,0.1933189034,
84.75,0.191277042,
85.25,0.1894575506,
85.75,0.1874787956,
86.25,0.1854724735,
86.75,0.1836174577,
87.25,0.1819263846,
87.75,0.1798138022,
88.25,0.1784536093,
88.75,0.1766602248,
89.25,0.1746675819,
89.75,0.1730968207,
90.25,0.171352461,
90.75,0.1697579324,
91.25,0.1681288332,
91.75,0.1664127111,
92.25,0.1650007665,
92.75,0.1633802652,
93.25,0.161898002,
93.75,0.1602028012,
94.25,0.158877328,
94.75,0.1570816636,
95.25,0.1556600928,
95.75,0.1541555077,
96.25,0.152860567,
96.75,0.1514379978,
97.25,0.1499522179,
97.75,0.1484750062,
98.25,0.1470989734,
98.75,0.1457946301,
99.25,0.1443351805,
99.75,0.1430981904,
100.25,0.141740784,
100.75,0.1407051384,
101.25,0.1393309832,
101.75,0.1380907148,
102.25,0.1369034648,
102.75,0.1353935301,
103.25,0.1342116743,
103.75,0.1332256645,
104.25,0.1321185827,
104.75,0.1308764219,
105.25,0.1298656911,
105.75,0.128783375,
106.25,0.1278601885,
106.75,0.1266523153,
107.25,0.1256562024,
107.75,0.1246651933,
108.25,0.1235754117,
108.75,0.122727707,
109.25,0.1217656955,
109.75,0.1208220422,
110.25,0.1199722514,
110.75,0.1189636439,
111.25,0.1180827916,
111.75,0.1172162667,
112.25,0.1163132265,
112.75,0.115314424,
113.25,0.114539355,
113.75,0.1137429923,
114.25,0.1128950119,
114.75,0.1118905321,
115.25,0.1111654788,
115.75,0.1102945805,
116.25,0.109429352,
116.75,0.1086073592,
117.25,0.1079338193,
117.75,0.1070197895,
118.25,0.1063120067,
118.75,0.1056639105,
119.25,0.1049109623,
119.75,0.1043886766,
120.25,0.1035958156,
120.75,0.1029052585,
121.25,0.1021243334,
121.75,0.1012824327,
122.25,0.1007476822,
122.75,0.100092575,
123.25,0.09934664518,
123.75,0.09896370023,
124.25,0.09833022952,
124.75,0.09749808162,
125.25,0.09691764414,
125.75,0.09625196457,
126.25,0.09579697996,
126.75,0.0951519981,
127.25,0.09458372742,
127.75,0.09419006109,
128.25,0.0934612304,
128.75,0.0929075107,
129.25,0.09253580123,
129.75,0.09186058491,
130.25,0.09140646458,
130.75,0.0908254236,
131.25,0.09038153291,
131.75,0.08972691,
132.25,0.08942739666,
132.75,0.08895773441,
133.25,0.08840179443,
133.75,0.08792389184,
134.25,0.0874620527,
134.75,0.08685060591,
135.25,0.08642976731,
135.75,0.08611995727,
136.25,0.0856378749,
136.75,0.085127756,
137.25,0.08477240056,
137.75,0.08430359513,
138.25,0.08377517015,
138.75,0.08325027674,
139.25,0.08294130862,
139.75,0.08276318759,
140.25,0.08221627027,
140.75,0.08180065453,
141.25,0.08154886961,
141.75,0.08119820803,
142.25,0.08070477843,
142.75,0.08034694195,
143.25,0.07985109091,
143.75,0.079761222,
144.25,0.07924214751,
144.75,0.07883035392,
145.25,0.07850749046,
145.75,0.07818774879,
146.25,0.07782135904,
146.75,0.07758042216,
147.25,0.0771612674,
147.75,0.07714054734,
148.25,0.07658009976,
148.75,0.07637049258,
149.25,0.07598694414,
149.75,0.07571031153,
150.25,0.07546585798,
150.75,0.07507498562,
151.25,0.07472707331,
151.75,0.07457170635,
152.25,0.07429791242,
152.75,0.07390858233,
153.25,0.07365311682,
153.75,0.07345064729,
154.25,0.07315295935,
154.75,0.07293350995,
155.25,0.07264652103,
155.75,0.07238408923,
156.25,0.07210610807,
156.75,0.0718819648,
157.25,0.0716535449,
157.75,0.07140217721,
158.25,0.0711016804,
158.75,0.07098702341,
159.25,0.07075300813,
159.75,0.07056047767,
160.25,0.07037341595,
160.75,0.0699050799,
161.25,0.06982843578,
161.75,0.06955548376,
162.25,0.06947169453,
162.75,0.06927292794,
163.25,0.06899614632,
163.75,0.06871215999,
164.25,0.06855023652,
164.75,0.06829838455,
165.25,0.06817355752,
165.75,0.06808558851,
166.25,0.06790667772,
166.75,0.06766027957,
167.25,0.06737469137,
167.75,0.06720380485,
168.25,0.06702945381,
168.75,0.0668913722,
169.25,0.06675729156,
169.75,0.0663427785,
170.25,0.06633348763,
170.75,0.06611502171,
171.25,0.06614425778,
171.75,0.06547917426,
172.25,0.06584385037,
172.75,0.06553787738,
173.25,0.06531763822,
173.75,0.06535061449,
174.25,0.06512217969,
174.75,0.06499504298,
175.25,0.06464970857,
175.75,0.06474647671,
176.25,0.06455250084,
176.75,0.0643594265,
177.25,0.06416721642,
177.75,0.06402059644,
178.25,0.06389264017,
178.75,0.06385059655,
179.25,0.06355306506,
179.75,0.06345304847,
180.25,0.06354524195,
180.75,0.06323138624,
181.25,0.06304314733,
181.75,0.06305969507,
182.25,0.06297849864,
182.75,0.06291850656,
183.25,0.06267785281,
183.75,0.06244241446,
184.25,0.06249086931,
184.75,0.06227178499,
185.25,0.06212057546,
185.75,0.0620438233,
186.25,0.06201232225,
186.75,0.06199130043,
187.25,0.06174650788,
187.75,0.06164959446,
188.25,0.06145601347,
188.75,0.0614415817,
189.25,0.06135806441,
189.75,0.06119572744,
190.25,0.06122544035,
190.75,0.06098143756,
191.25,0.06099889055,
191.75,0.06089637056,
192.25,0.06077511236,
192.75,0.06074313447,
193.25,0.06052615121,
193.75,0.06035689637,
194.25,0.06045985967,
194.75,0.06038438156,
195.25,0.06019195914,
195.75,0.06020706519,
196.25,0.05986468121,
196.75,0.06004789099,
197.25,0.05967471376,
197.75,0.05972900614,
198.25,0.05970509723,
198.75,0.05961511284,
199.25,0.05965927243,
199.75,0.05953277647,
200.25,0.05940207466,
200.75,0.05934589356,
201.25,0.05916867405,
201.75,0.05917591229,
202.25,0.05910792574,
202.75,0.0591674,
203.25,0.05884557217,
203.75,0.0588365905,
204.25,0.05892555416,
204.75,0.05880624056,
205.25,0.05866153538,
205.75,0.05863178521,
206.25,0.05867279321,
206.75,0.05859359726,
207.25,0.05848776177,
207.75,0.05842589587,
208.25,0.05845740438,
208.75,0.05817244574,
209.25,0.05811947212,
209.75,0.05815850571,
210.25,0.05802372098,
210.75,0.05815661326,
211.25,0.05795479193,
211.75,0.05794366822,
212.25,0.05787936598,
212.75,0.05779094249,
213.25,0.05781492218,
213.75,0.05755931884,
214.25,0.05769263208,
214.75,0.05764456466,
215.25,0.05747427046,
215.75,0.05750724673,
216.25,0.0574856177,
216.75,0.05732906237,
217.25,0.0573463738,
217.75,0.05739756674,
218.25,0.05724110454,
218.75,0.05724104494,
219.25,0.05727072805,
219.75,0.05711043999,
220.25,0.05709582567,
220.75,0.05714965239,
221.25,0.05695735663,
221.75,0.05707339197,
222.25,0.05687345937,
222.75,0.05677190423,
223.25,0.05676219985,
223.75,0.05685551837,
224.25,0.05670199171,
224.75,0.05679382384,
225.25,0.05661416054,
225.75,0.05650420487,
226.25,0.05669694766,
226.75,0.05652080476,
227.25,0.05654725432,
227.75,0.05658455566,
228.25,0.05663686991,
228.75,0.0565282926,
229.25,0.05635310337,
229.75,0.05645399913,
230.25,0.05639206618,
230.75,0.05638608336,
231.25,0.05617123842,
231.75,0.05628882721,
232.25,0.05616749451,
232.75,0.05617763102,
233.25,0.0560689643,
233.75,0.05611877143,
234.25,0.05618470162,
234.75,0.05594421551,
235.25,0.0560715273,
235.75,0.05616189912,
236.25,0.05599901825,
236.75,0.05605022982,
237.25,0.05590164289,
237.75,0.05585103482,
238.25,0.05587175861,
238.75,0.05573977157,
239.25,0.05580952764,
