T3,,
Time (min),Abs,
0.0008333333535,0.7382079959,
0.002499999944,0.7364968657,
0.004166666884,0.7353269458,
0.005833333824,0.7348623872,
0.007500000298,0.7342631221,
0.009166667238,0.732419908,
0.01083333418,0.7299115062,
0.01250000019,0.7274736166,
0.01416666713,0.7258657813,
0.01583333313,0.724029243,
0.01750000007,0.7222345471,
0.01916666701,0.720310688,
0.02083333395,0.7186918259,
0.02249999903,0.7168590426,
0.02416666597,0.7156175375,
0.02583333291,0.7132668495,
0.02749999985,0.7119576931,
0.02916666679,0.7091365457,
0.03083333187,0.7072161436,
0.03249999881,0.7053725719,
0.03416666761,0.7043911815,
0.03583333269,0.7027235627,
0.03750000149,0.7011929154,
0.03916666657,0.6994102001,
0.04083333537,0.6978796721,
0.04250000045,0.6960296035,
0.04416666552,0.6937974691,
0.04583333433,0.6926514506,
0.0474999994,0.6908797622,
0.04916666821,0.6892934442,
0.05083333328,0.687224865,
0.05249999836,0.6858109236,
0.05416666716,0.6851126552,
0.05583333224,0.6832683086,
0.05750000104,0.680732429,
0.05916666612,0.6795833707,
0.0608333312,0.6783483028,
0.0625,0.6760361791,
0.06416666508,0.6745321155,
0.0658333376,0.6732335091,
0.06750000268,0.6711175442,
0.06916666776,0.6697726846,
0.07083333284,0.667953372,
0.07250000536,0.6664016843,
0.07416667044,0.665365994,
0.07583333552,0.6636791825,
0.0775000006,0.6607990861,
0.07916666567,0.6593979001,
0.0808333382,0.6585621834,
0.08250000328,0.6566061974,
0.08416666836,0.6549764276,
0.08583333343,0.6529750824,
0.08749999851,0.6515318751,
0.08916667104,0.6504049897,
0.09083333611,0.6486668587,
0.09250000119,0.6471873522,
0.09416666627,0.6457490325,
0.09583333135,0.6439929605,
0.09750000387,0.6422480345,
0.09916666895,0.6408596635,
0.100833334,0.6396503448,
0.1024999991,0.6376010776,
0.1041666642,0.6359758973,
0.1058333367,0.6342965961,
0.1075000018,0.6329246759,
0.1091666669,0.6314642429,
0.1108333319,0.6284705997,
0.112499997,0.6278111935,
0.1141666695,0.6266661286,
0.1158333346,0.6245849729,
0.1174999997,0.6230950952,
0.1191666648,0.6212434769,
0.1208333299,0.6206111908,
0.1225000024,0.6182138324,
0.1241666675,0.6171726584,
0.1258333325,0.6156117916,
0.1274999976,0.6149405241,
0.1291666627,0.613427937,
0.1308333427,0.611569047,
0.1325000077,0.6108314991,
0.1341666728,0.6092149615,
0.1358333379,0.6081649661,
0.137500003,0.605741024,
0.1391666681,0.6045473218,
0.1408333331,0.6032435298,
0.1424999982,0.6023702621,
0.1441666782,0.5998043418,
0.1458333284,0.5990607738,
0.1475000083,0.5973829031,
0.1491666585,0.5956292152,
0.1508333385,0.5942696333,
0.1525000036,0.5925824046,
0.1541666687,0.590985775,
0.1558333337,0.5889935493,
0.1574999988,0.5878341794,
0.1591666639,0.5858172178,
0.1608333439,0.5849959254,
0.162499994,0.5839059353,
0.164166674,0.582005322,
0.1658333242,0.5802862048,
0.1675000042,0.57929492,
0.1691666692,0.5780291557,
0.1708333343,0.5760470629,
0.1724999994,0.574629128,
0.1741666645,0.5727017522,
0.1758333296,0.57081002,
0.1775000095,0.5688686967,
0.1791666597,0.5679917336,
0.1808333397,0.5665958524,
0.1824999899,0.5654216409,
0.1841666698,0.5633599758,
0.1858333349,0.5624415874,
0.1875,0.5606163144,
0.1891666651,0.5588586926,
0.1908333302,0.5579254031,
0.1924999952,0.5562314987,
0.1941666752,0.5548670292,
0.1958333254,0.5530308485,
0.1975000054,0.5516670346,
0.1991666555,0.5507392883,
0.2008333355,0.5493271947,
0.2025000006,0.5481247306,
0.2041666657,0.5457940698,
0.2058333308,0.5445343852,
0.2074999958,0.5436909199,
0.2091666609,0.5420359969,
0.2108333409,0.540224731,
0.2124999911,0.5388828516,
0.214166671,0.5378450155,
0.2158333212,0.5365335345,
0.2175000012,0.5343865752,
0.2191666663,0.5330404639,
0.2208333313,0.531927526,
0.2224999964,0.5302240849,
0.2241666615,0.5282419324,
0.2258333266,0.526817739,
0.2275000066,0.5261102319,
0.2291666567,0.5248267651,
0.2308333367,0.5233754516,
0.2324999869,0.5216050148,
0.2341666669,0.5208669901,
0.2358333319,0.5187171698,
0.237499997,0.5169807673,
0.2391666621,0.516741097,
0.2408333272,0.5150284767,
0.2424999923,0.5138197541,
0.2441666722,0.5125089884,
0.2458333224,0.510584712,
0.2475000024,0.5090882182,
0.2491666526,0.5082912445,
0.2508333325,0.5066170692,
0.2524999976,0.5054142475,
0.2541666627,0.5044397116,
0.2558333278,0.5029784441,
