T2,,
Time (min),Abs,
0.0008333333535,1.015992641,
0.002499999944,1.014138341,
0.004166666884,1.015163422,
0.005833333824,1.015991211,
0.007500000298,1.012771845,
0.009166667238,1.01047194,
0.01083333418,1.007180214,
0.01250000019,1.002644897,
0.01416666713,0.9969837666,
0.01583333313,0.9907815456,
0.01750000007,0.9873124361,
0.01916666701,0.9840230942,
0.02083333395,0.9793435931,
0.02249999903,0.9753349423,
0.02416666597,0.97284168,
0.02583333291,0.9720681906,
0.02749999985,0.9701747298,
0.02916666679,0.9664968848,
0.03083333187,0.9657731056,
0.03249999881,0.9662221074,
0.03416666761,0.9636921883,
0.03583333269,0.9633942842,
0.03750000149,0.9607051611,
0.03916666657,0.9606574178,
0.04083333537,0.9589440227,
0.04250000045,0.9560226798,
0.04416666552,0.9547838569,
0.04583333433,0.9543548226,
0.0474999994,0.9521511197,
0.04916666821,0.9476542473,
0.05083333328,0.9464762211,
0.05249999836,0.9447345734,
0.05416666716,0.9428934455,
0.05583333224,0.9394816756,
0.05750000104,0.9371100664,
0.05916666612,0.9357112646,
0.0608333312,0.9321104288,
0.0625,0.9292585254,
0.06416666508,0.9272841215,
0.0658333376,0.9257608056,
0.06750000268,0.9238795042,
0.06916666776,0.9202948809,
0.07083333284,0.9165471792,
0.07250000536,0.915918231,
0.07416667044,0.9130388498,
0.07583333552,0.9089632034,
0.0775000006,0.9057362676,
0.07916666567,0.9045113921,
0.0808333382,0.9012488127,
0.08250000328,0.8995940685,
0.08416666836,0.8966098428,
0.08583333343,0.893748045,
0.08749999851,0.8918289542,
0.08916667104,0.8883032203,
0.09083333611,0.885604322,
0.09250000119,0.883295536,
0.09416666627,0.8808034658,
0.09583333135,0.8782762289,
0.09750000387,0.8761297464,
0.09916666895,0.8742576241,
0.100833334,0.870547533,
0.1024999991,0.868509531,
0.1041666642,0.8660104871,
0.1058333367,0.8636607528,
0.1075000018,0.8618357778,
0.1091666669,0.8580351472,
0.1108333319,0.8560883403,
0.112499997,0.8532493711,
0.1141666695,0.8507005572,
0.1158333346,0.8480140567,
0.1174999997,0.8448552489,
0.1191666648,0.8423189521,
0.1208333299,0.8404473066,
0.1225000024,0.8371073008,
0.1241666675,0.8353641629,
0.1258333325,0.8317600489,
0.1274999976,0.8299030066,
0.1291666627,0.8267573714,
0.1308333427,0.8250094652,
0.1325000077,0.8221501708,
0.1341666728,0.8190624714,
0.1358333379,0.8159828782,
0.137500003,0.8139862418,
0.1391666681,0.8129187822,
0.1408333331,0.8093206286,
0.1424999982,0.8075700402,
0.1441666782,0.8057461381,
0.1458333284,0.8038783669,
0.1475000083,0.8013141155,
0.1491666585,0.7989937663,
0.1508333385,0.797162652,
0.1525000036,0.7949461341,
0.1541666687,0.7929490209,
0.1558333337,0.7908401489,
0.1574999988,0.7895754576,
0.1591666639,0.7880667448,
0.1608333439,0.7848316431,
0.162499994,0.783880055,
0.164166674,0.781272769,
0.1658333242,0.7804579139,
0.1675000042,0.7789782286,
0.1691666692,0.7761448026,
0.1708333343,0.7751218081,
0.1724999994,0.7732978463,
0.1741666645,0.7723188996,
0.1758333296,0.7699153423,
0.1775000095,0.7680963278,
0.1791666597,0.7679720521,
0.1808333397,0.7658472061,
0.1824999899,0.7639576793,
0.1841666698,0.7620295286,
0.1858333349,0.762568891,
0.1875,0.7605096102,
0.1891666651,0.7589063048,
0.1908333302,0.7580224872,
0.1924999952,0.7565251589,
0.1941666752,0.7551273704,
0.1958333254,0.7539798617,
0.1975000054,0.7528308034,
0.1991666555,0.7521131039,
0.2008333355,0.7508285642,
0.2025000006,0.7490829229,
0.2041666657,0.7483112216,
0.2058333308,0.7481905222,
0.2074999958,0.7458460331,
0.2091666609,0.7450453639,
0.2108333409,0.7437495589,
0.2124999911,0.7431333661,
0.214166671,0.7428568006,
0.2158333212,0.7417615652,
0.2175000012,0.7407063842,
0.2191666663,0.7399485111,
0.2208333313,0.7384824753,
0.2224999964,0.7376133204,
0.2241666615,0.7371714115,
0.2258333266,0.736182034,
0.2275000066,0.7354078293,
0.2291666567,0.7340978384,
0.2308333367,0.7335540056,
0.2324999869,0.7332178354,
0.2341666669,0.7314369082,
0.2358333319,0.7305612564,
0.237499997,0.7299867868,
0.2391666621,0.7296302319,
0.2408333272,0.7294840217,
0.2424999923,0.7279168963,
0.2441666722,0.7264524698,
0.2458333224,0.7265458703,
0.2475000024,0.7261081934,
0.2491666526,0.7245708704,
0.2508333325,0.7238782644,
0.2524999976,0.7237374187,
0.2541666627,0.722987473,
0.2558333278,0.7217772007,
0.2574999928,0.720944345,
0.2591666579,0.7209400535,
0.2608333528,0.7198359966,
0.2624999881,0.7186992168,
0.264166683,0.7172301412,
0.2658333182,0.7171843648,
0.2675000131,0.7158192396,
0.2691666782,0.7149450183,
0.2708333433,0.7147428989,
0.2724999785,0.7136062384,
0.2741666734,0.713513732,
0.2758333385,0.7109766006,
0.2775000036,0.7098131776,
0.2791666687,0.7092271447,
0.2808333337,0.7080631256,
0.2824999988,0.7065324187,
0.2841666639,0.7062377334,
0.285833329,0.7053405046,
0.2875000238,0.7038863301,
0.2891666591,0.7023230195,
0.2908333242,0.7017493844,
0.2924999893,0.7012286186,
0.2941666842,0.6993876696,
0.2958333492,0.6982268691,
0.2974999845,0.6974877715,
0.2991666496,0.6953868866,
0.3008333445,0.694562614,
0.3025000095,0.6930931807,
0.3041666746,0.6919166446,
0.3058333099,0.6909016967,
0.3075000048,0.6895619035,
0.3091666698,0.6874862313,
0.3108333349,0.6870369911,
0.3125,0.6852570772,
0.3141666651,0.683772862,
0.3158333302,0.6825680733,
0.3174999952,0.6813609004,
0.3191666603,0.6796804667,
0.3208333552,0.6784573197,
0.3224999905,0.6771593094,
0.3241666555,0.6760510802,
0.3258333206,0.6740211844,
0.3275000155,0.673134923,
0.3291666806,0.6703487039,
0.3308333158,0.6690783501,
0.3324999809,0.6688108444,
0.3341666758,0.6673092842,
0.3358333409,0.66581738,
0.337500006,0.6643076539,
0.3391666412,0.6636499166,
0.3408333361,0.6617242694,
0.3425000012,0.6603535414,
0.3441666663,0.6586949229,
0.3458333313,0.6572918892,
0.3474999964,0.6557010412,
0.3491666615,0.6543792486,
0.3508333266,0.6533993483,
0.3524999917,0.6524537206,
0.3541666865,0.6510465741,
0.3558333218,0.6499106288,
0.3574999869,0.6483373642,
0.359166652,0.6476384401,
0.3608333468,0.6464992166,
0.3625000119,0.6441274881,
0.3641666472,0.6437292099,
0.3658333123,0.6419714093,
0.3675000072,0.6406604052,
0.3691666722,0.639306426,
0.3708333373,0.6385527253,
0.3724999726,0.6377984881,
0.3741666675,0.6361020207,
0.3758333325,0.6345035434,
0.3774999976,0.6329811215,
0.3791666925,0.6324110627,
0.3808333278,0.630839467,
0.3824999928,0.6292806268,
0.3841666579,0.6283174157,
0.3858333528,0.6270133257,
0.3875000179,0.6258297563,
0.3891666532,0.6241607666,
0.3908333182,0.6231123209,
0.3925000131,0.6220028996,
0.3941666782,0.6204887629,
0.3958333433,0.6189224124,
0.3974999785,0.617620647,
0.3991666734,0.6161807775,
