T1,,
Time (min),Abs,
0.0008333333535,1.032175779,
0.002499999944,1.027140021,
0.004166666884,1.023658633,
0.005833333824,1.02165103,
0.007500000298,1.018960595,
0.009166667238,1.015281916,
0.01083333418,1.011816502,
0.01250000019,1.01202774,
0.01416666713,1.01024425,
0.01583333313,1.00560534,
0.01750000007,1.004167557,
0.01916666701,1.002276897,
0.02083333395,1.001700521,
0.02249999903,0.9981997013,
0.02416666597,0.9962184429,
0.02583333291,0.9943532944,
0.02749999985,0.9946305156,
0.02916666679,0.9912623167,
0.03083333187,0.9887933731,
0.03249999881,0.9872650504,
0.03416666761,0.9869943261,
0.03583333269,0.9846201539,
0.03750000149,0.9814395905,
0.03916666657,0.9789720178,
0.04083333537,0.9774686694,
0.04250000045,0.9763857126,
0.04416666552,0.9729741812,
0.04583333433,0.9707630277,
0.0474999994,0.9710147977,
0.04916666821,0.9676677585,
0.05083333328,0.9654945135,
0.05249999836,0.9637634158,
0.05416666716,0.9619935751,
0.05583333224,0.9604619145,
0.05750000104,0.9565603733,
0.05916666612,0.9567841291,
0.0608333312,0.9560631514,
0.0625,0.9524556994,
0.06416666508,0.9493325353,
0.0658333376,0.9493893981,
0.06750000268,0.9481262565,
0.06916666776,0.9457048178,
0.07083333284,0.9420656562,
0.07250000536,0.9418245554,
0.07416667044,0.939401865,
0.07583333552,0.9379541874,
0.0775000006,0.9362822175,
0.07916666567,0.9343762994,
0.0808333382,0.9318091273,
0.08250000328,0.929553926,
0.08416666836,0.9288486838,
0.08583333343,0.9266062379,
0.08749999851,0.9252202511,
0.08916667104,0.922542572,
0.09083333611,0.9191861153,
0.09250000119,0.9165583253,
0.09416666627,0.9177796841,
0.09583333135,0.9150273204,
0.09750000387,0.9109050632,
0.09916666895,0.9112618566,
0.100833334,0.9092885256,
0.1024999991,0.9079730511,
0.1041666642,0.9061672091,
0.1058333367,0.9036996365,
0.1075000018,0.9018262029,
0.1091666669,0.8998299837,
0.1108333319,0.8972164392,
0.112499997,0.8975739479,
0.1141666695,0.8955696225,
0.1158333346,0.8918305635,
0.1174999997,0.8901318908,
0.1191666648,0.8885341883,
0.1208333299,0.8876926303,
0.1225000024,0.8859615922,
0.1241666675,0.8833439946,
0.1258333325,0.881506443,
0.1274999976,0.8795704246,
0.1291666627,0.8779608607,
0.1308333427,0.8755095005,
0.1325000077,0.873385489,
0.1341666728,0.8725870848,
0.1358333379,0.8706951737,
0.137500003,0.8690474629,
0.1391666681,0.866856277,
0.1408333331,0.8660892844,
0.1424999982,0.8641546965,
0.1441666782,0.8611927629,
0.1458333284,0.8604285717,
0.1475000083,0.8594711423,
0.1491666585,0.8556782007,
0.1508333385,0.8538348675,
0.1525000036,0.8524352908,
0.1541666687,0.8515602946,
0.1558333337,0.848819077,
0.1574999988,0.846321702,
0.1591666639,0.844869554,
0.1608333439,0.8435297012,
0.162499994,0.8416296244,
0.164166674,0.8398836255,
0.1658333242,0.8379997611,
0.1675000042,0.8355885148,
0.1691666692,0.8337236047,
0.1708333343,0.8316475749,
0.1724999994,0.8302231431,
0.1741666645,0.8286485076,
0.1758333296,0.8267900944,
0.1775000095,0.8242588043,
0.1791666597,0.8231114149,
0.1808333397,0.8218171597,
0.1824999899,0.8189740777,
0.1841666698,0.8176780939,
0.1858333349,0.8164152503,
0.1875,0.8136939406,
0.1891666651,0.812538147,
0.1908333302,0.8099073172,
