T1,,
Time (min),Abs,
0.0008333333535,0.7507888675,
0.002499999944,0.7484248877,
0.004166666884,0.7454691529,
0.005833333824,0.7428692579,
0.007500000298,0.7406098247,
0.009166667238,0.7382401228,
0.01083333418,0.73634094,
0.01250000019,0.7339630127,
0.01416666713,0.7308177948,
0.01583333313,0.7285306454,
0.01750000007,0.7264204621,
0.01916666701,0.7238557339,
0.02083333395,0.7216771245,
0.02249999903,0.7190377116,
0.02416666597,0.7166088223,
0.02583333291,0.7149174213,
0.02749999985,0.7123596072,
0.02916666679,0.7101810575,
0.03083333187,0.7085530758,
0.03249999881,0.7056888342,
0.03416666761,0.7037719488,
0.03583333269,0.7012832761,
0.03750000149,0.699159205,
0.03916666657,0.6973140836,
0.04083333537,0.6950877905,
0.04250000045,0.6922405362,
0.04416666552,0.6901169419,
0.04583333433,0.688085258,
0.0474999994,0.6861148477,
0.04916666821,0.6837754846,
0.05083333328,0.6816775203,
0.05249999836,0.6803321838,
0.05416666716,0.6784728765,
0.05583333224,0.6758443713,
0.05750000104,0.6730326414,
0.05916666612,0.6714081764,
0.0608333312,0.6682150364,
0.0625,0.6663087606,
0.06416666508,0.6636955738,
0.0658333376,0.6616812348,
0.06750000268,0.6587094069,
0.06916666776,0.6562616229,
0.07083333284,0.6546390653,
0.07250000536,0.6523441672,
0.07416667044,0.6503759623,
0.07583333552,0.6481759548,
0.0775000006,0.6466030478,
0.07916666567,0.6439398527,
0.0808333382,0.6420733333,
0.08250000328,0.6397610903,
0.08416666836,0.6376541853,
0.08583333343,0.6354088187,
0.08749999851,0.6332794428,
0.08916667104,0.630720377,
0.09083333611,0.6286954284,
0.09250000119,0.6272734404,
0.09416666627,0.6245295405,
0.09583333135,0.6226816773,
0.09750000387,0.6206768155,
0.09916666895,0.6179051995,
0.100833334,0.6162365675,
0.1024999991,0.6143346429,
0.1041666642,0.6125478745,
0.1058333367,0.6102065444,
0.1075000018,0.6078795195,
0.1091666669,0.6056962013,
0.1108333319,0.6042634249,
0.112499997,0.60197258,
0.1141666695,0.5998149514,
0.1158333346,0.5981582403,
0.1174999997,0.5958413482,
0.1191666648,0.5937857628,
0.1208333299,0.5920023322,
0.1225000024,0.589206934,
0.1241666675,0.5873132944,
0.1258333325,0.5857592821,
0.1274999976,0.5831366181,
0.1291666627,0.5809924006,
0.1308333427,0.5786707997,
0.1325000077,0.5766384006,
0.1341666728,0.5742338896,
0.1358333379,0.572923243,
0.137500003,0.5705903172,
0.1391666681,0.5682768822,
0.1408333331,0.5660447478,
0.1424999982,0.5641165376,
0.1441666782,0.5621597171,
0.1458333284,0.56049335,
0.1475000083,0.5583893061,
0.1491666585,0.5566491485,
0.1508333385,0.554613173,
0.1525000036,0.5528916121,
0.1541666687,0.5501630902,
0.1558333337,0.5483009815,
0.1574999988,0.546407342,
0.1591666639,0.5449554324,
0.1608333439,0.5421854854,
0.162499994,0.5406098962,
0.164166674,0.5384289026,
0.1658333242,0.5364938378,
0.1675000042,0.5349223614,
0.1691666692,0.5321553946,
0.1708333343,0.5309285522,
0.1724999994,0.5289266109,
0.1741666645,0.5266970992,
0.1758333296,0.5245688558,
0.1775000095,0.5226407647,
0.1791666597,0.5209761858,
0.1808333397,0.5185132623,
0.1824999899,0.517105341,
0.1841666698,0.5148029923,
0.1858333349,0.5129952431,
0.1875,0.5110541582,
0.1891666651,0.5092329383,
0.1908333302,0.5079677701,
0.1924999952,0.5053293705,
0.1941666752,0.5032271743,
0.1958333254,0.5018767715,
0.1975000054,0.4997937381,
0.1991666555,0.4977056384,
0.2008333355,0.4958707392,
0.2025000006,0.4942157567,
0.2041666657,0.4923923314,
0.2058333308,0.4901776016,
0.2074999958,0.4884702563,
0.2091666609,0.4862748086,
0.2108333409,0.4846406877,
0.2124999911,0.4828285873,
0.214166671,0.4807416797,
0.2158333212,0.4791735709,
0.2175000012,0.4770166576,
0.2191666663,0.4753887057,
0.2208333313,0.473516643,
0.2224999964,0.4716722369,
0.2241666615,0.4697592258,
0.2258333266,0.4682277441,
0.2275000066,0.466655314,
0.2291666567,0.4643886685,
0.2308333367,0.462480098,
0.2324999869,0.4610940516,
0.2341666669,0.4589611292,
0.2358333319,0.4574083686,
0.237499997,0.4553824067,
0.2391666621,0.4539217055,
0.2408333272,0.4514603615,
0.2424999923,0.4502001703,
0.2441666722,0.4480879307,
0.2458333224,0.4466373324,
0.2475000024,0.4448456764,
0.2491666526,0.4430276155,
0.2508333325,0.4415708482,
0.2524999976,0.4395165145,
0.2541666627,0.4379784465,
0.2558333278,0.4359643161,
0.2574999928,0.4345957637,
0.2591666579,0.4323469698,
0.2608333528,0.4309816062,
