T3,,
Time (min),Abs,
0.0008333333535,1.090920568,
0.002499999944,1.08920598,
0.004166666884,1.091083288,
0.005833333824,1.089936733,
0.007500000298,1.086528301,
0.009166667238,1.083024383,
0.01083333418,1.082527995,
0.01250000019,1.080305338,
0.01416666713,1.07956326,
0.01583333313,1.078575969,
0.01750000007,1.075823903,
0.01916666701,1.074725628,
0.02083333395,1.074094534,
0.02249999903,1.072683454,
0.02416666597,1.07148695,
0.02583333291,1.070558071,
0.02749999985,1.06736958,
0.02916666679,1.068190932,
0.03083333187,1.06671381,
0.03249999881,1.066910505,
0.03416666761,1.0626297,
0.03583333269,1.063655615,
0.03750000149,1.061496615,
0.03916666657,1.061249375,
0.04083333537,1.059406877,
0.04250000045,1.058653951,
0.04416666552,1.058052778,
0.04583333433,1.054666162,
0.0474999994,1.055283666,
0.04916666821,1.054346085,
0.05083333328,1.054071307,
0.05249999836,1.053682566,
0.05416666716,1.051237583,
0.05583333224,1.050029755,
0.05750000104,1.051354527,
0.05916666612,1.048280358,
0.0608333312,1.046751022,
0.0625,1.047731757,
0.06416666508,1.045666695,
0.0658333376,1.04519558,
0.06750000268,1.043869734,
0.06916666776,1.042323351,
0.07083333284,1.040872574,
0.07250000536,1.041366339,
0.07416667044,1.039497614,
0.07583333552,1.039379239,
0.0775000006,1.038488269,
0.07916666567,1.035103798,
0.0808333382,1.036577582,
0.08250000328,1.033111453,
0.08416666836,1.031815767,
0.08583333343,1.031885266,
0.08749999851,1.030906081,
0.08916667104,1.031415462,
0.09083333611,1.03049922,
0.09250000119,1.028808475,
0.09416666627,1.025111198,
0.09583333135,1.023793221,
0.09750000387,1.022612214,
0.09916666895,1.022877932,
0.100833334,1.0212605,
0.1024999991,1.018807173,
0.1041666642,1.019818783,
0.1058333367,1.018273592,
0.1075000018,1.017483473,
0.1091666669,1.014874816,
0.1108333319,1.013352156,
0.112499997,1.012946486,
0.1141666695,1.009798527,
0.1158333346,1.010581613,
0.1174999997,1.007355452,
0.1191666648,1.007534504,
0.1208333299,1.005501866,
0.1225000024,1.004692435,
0.1241666675,1.004234552,
0.1258333325,1.004051924,
0.1274999976,1.001904249,
0.1291666627,0.9991659522,
0.1308333427,0.9985616207,
0.1325000077,0.9969393015,
0.1341666728,0.9969270229,
0.1358333379,0.9953334928,
0.137500003,0.9934293032,
0.1391666681,0.9938206077,
0.1408333331,0.9923501015,
0.1424999982,0.9900398254,
0.1441666782,0.9893417358,
0.1458333284,0.9879515767,
0.1475000083,0.9877400994,
0.1491666585,0.9860227108,
0.1508333385,0.9846432805,
0.1525000036,0.9825904965,
0.1541666687,0.982249558,
0.1558333337,0.9803845882,
0.1574999988,0.9793047905,
0.1591666639,0.9794550538,
0.1608333439,0.9778875113,
0.162499994,0.9770621657,
0.164166674,0.9741090536,
0.1658333242,0.9723190665,
0.1675000042,0.9725868702,
0.1691666692,0.9727594256,
0.1708333343,0.9698716998,
0.1724999994,0.9690969586,
0.1741666645,0.9687988758,
0.1758333296,0.9656867385,
0.1775000095,0.9658887386,
0.1791666597,0.9656215906,
0.1808333397,0.9620331526,
0.1824999899,0.9611661434,
0.1841666698,0.9608485103,
0.1858333349,0.9601147771,
0.1875,0.959457159,
0.1891666651,0.9557923675,
0.1908333302,0.9562974572,
0.1924999952,0.9541260004,
0.1941666752,0.9525101781,
0.1958333254,0.9513523579,
0.1975000054,0.9518755674,
0.1991666555,0.9502572417,
0.2008333355,0.9493522644,
0.2025000006,0.9465449452,
0.2041666657,0.9466063976,
0.2058333308,0.9453838468,
0.2074999958,0.9437030554,
0.2091666609,0.9419369102,
0.2108333409,0.9421740174,
0.2124999911,0.9399245977,
0.214166671,0.9397966266,
0.2158333212,0.9382654428,
0.2175000012,0.9382635355,
0.2191666663,0.9360916615,
0.2208333313,0.9343624115,
0.2224999964,0.9355812669,
0.2241666615,0.9341540933,
0.2258333266,0.9327944517,
0.2275000066,0.9301316738,
0.2291666567,0.9289883971,
0.2308333367,0.9289538264,
0.2324999869,0.926242888,
0.2341666669,0.9242667556,
0.2358333319,0.924884975,
0.237499997,0.9235880971,
0.2391666621,0.9227434397,
0.2408333272,0.9215209484,
0.2424999923,0.9195418358,
0.2441666722,0.9184902906,
0.2458333224,0.9178302884,
0.2475000024,0.9163672328,
0.2491666526,0.9147036076,
0.2508333325,0.9149446487,
0.2524999976,0.9126600027,
0.2541666627,0.9127117395,
0.2558333278,0.910592258,
