T4,,
Time (min),Abs,
0.0008333333535,0.4300036132,
0.002499999944,0.4279243052,
0.004166666884,0.4249995649,
0.005833333824,0.4229655266,
0.007500000298,0.4219726324,
0.009166667238,0.4213421643,
0.01083333418,0.4206478894,
0.01250000019,0.4195863605,
0.01416666713,0.4187430143,
0.01583333313,0.4178309143,
0.01750000007,0.4172954261,
0.01916666701,0.4164794385,
0.02083333395,0.4153448939,
0.02249999903,0.4146146178,
0.02416666597,0.4136253595,
0.02583333291,0.4130173624,
0.02749999985,0.412009716,
0.02916666679,0.4111555517,
0.03083333187,0.4106560349,
0.03249999881,0.4093337953,
0.03416666761,0.4086522758,
0.03583333269,0.4078032076,
0.03750000149,0.406814754,
0.03916666657,0.4058350027,
0.04083333537,0.4053722024,
0.04250000045,0.4043182135,
0.04416666552,0.4035460651,
0.04583333433,0.4028531611,
0.0474999994,0.4018575847,
0.04916666821,0.4013924897,
0.05083333328,0.4009111226,
0.05249999836,0.3998659253,
0.05416666716,0.3989395201,
0.05583333224,0.3978804946,
0.05750000104,0.397067517,
0.05916666612,0.3964779973,
0.0608333312,0.395091176,
0.0625,0.3940164745,
0.06416666508,0.3933295608,
0.0658333376,0.3924244344,
0.06750000268,0.3912280798,
0.06916666776,0.3902708292,
0.07083333284,0.3899226487,
0.07250000536,0.3888155818,
0.07416667044,0.3877848089,
0.07583333552,0.3870509565,
0.0775000006,0.3861492574,
0.07916666567,0.3857254088,
0.0808333382,0.3845011294,
0.08250000328,0.3838722408,
0.08416666836,0.3826985955,
0.08583333343,0.3819946051,
0.08749999851,0.3812492788,
0.08916667104,0.3805769384,
0.09083333611,0.3796010315,
0.09250000119,0.3788747787,
0.09416666627,0.3780520558,
0.09583333135,0.3769647479,
0.09750000387,0.3763640821,
0.09916666895,0.3758693635,
0.100833334,0.3744766414,
0.1024999991,0.373886168,
0.1041666642,0.373167485,
0.1058333367,0.3720816076,
0.1075000018,0.3711912036,
0.1091666669,0.3705128431,
0.1108333319,0.369900167,
0.112499997,0.3692872524,
0.1141666695,0.3680492342,
0.1158333346,0.367421329,
0.1174999997,0.366612196,
0.1191666648,0.3658148348,
0.1208333299,0.3647306263,
0.1225000024,0.3642258942,
0.1241666675,0.3632799387,
0.1258333325,0.3625987172,
0.1274999976,0.361623019,
0.1291666627,0.3610610366,
0.1308333427,0.3605043292,
0.1325000077,0.3597202897,
0.1341666728,0.3584676385,
0.1358333379,0.3576180041,
0.137500003,0.3569731414,
0.1391666681,0.3559590578,
0.1408333331,0.3552241027,
0.1424999982,0.3543155491,
0.1441666782,0.3537806571,
0.1458333284,0.352840513,
0.1475000083,0.3519701958,
0.1491666585,0.3515238166,
0.1508333385,0.3505913913,
0.1525000036,0.3497267067,
0.1541666687,0.3486602306,
0.1558333337,0.3481507003,
0.1574999988,0.3472298682,
0.1591666639,0.346762538,
0.1608333439,0.345821172,
0.162499994,0.3448982239,
0.164166674,0.3440670073,
0.1658333242,0.343367219,
0.1675000042,0.3425848782,
0.1691666692,0.3418434262,
0.1708333343,0.3408109546,
0.1724999994,0.3401949108,
0.1741666645,0.3394356072,
0.1758333296,0.3385854363,
0.1775000095,0.3380990922,
0.1791666597,0.3374058008,
0.1808333397,0.3361449838,
0.1824999899,0.3354128897,
0.1841666698,0.3347938061,
0.1858333349,0.3340991735,
0.1875,0.3331326246,
0.1891666651,0.3324871063,
0.1908333302,0.3318460584,
0.1924999952,0.3307824135,
0.1941666752,0.3302265704,
0.1958333254,0.3295651078,
0.1975000054,0.3286577761,
0.1991666555,0.327952534,
0.2008333355,0.3268390298,
0.2025000006,0.3261424899,
0.2041666657,0.3255518675,
0.2058333308,0.3247644603,
0.2074999958,0.3238486052,
0.2091666609,0.3233989477,
0.2108333409,0.3226598203,
0.2124999911,0.3219246864,
0.214166671,0.3212442994,
0.2158333212,0.3203081787,
0.2175000012,0.3197523952,
0.2191666663,0.3188467026,
0.2208333313,0.3180289567,
0.2224999964,0.3171058893,
0.2241666615,0.3163836002,
0.2258333266,0.315516144,
0.2275000066,0.3146745265,
0.2291666567,0.3141451776,
0.2308333367,0.3137658238,
0.2324999869,0.3124707341,
0.2341666669,0.3117986619,
0.2358333319,0.3111231327,
0.237499997,0.3101605475,
0.2391666621,0.3096905649,
0.2408333272,0.3087588251,
0.2424999923,0.3079092801,
0.2441666722,0.3071449995,
0.2458333224,0.3066982031,
0.2475000024,0.3057630658,
0.2491666526,0.3051663339,
0.2508333325,0.3043064177,
0.2524999976,0.3038313687,
0.2541666627,0.3026209176,
0.2558333278,0.3021893203,
0.2574999928,0.3014872968,
0.2591666579,0.3007673919,
0.2608333528,0.2998355925,
0.2624999881,0.2995885611,
0.264166683,0.2987057269,
0.2658333182,0.2979966402,
0.2675000131,0.2969379723,
0.2691666782,0.2963774502,
0.2708333433,0.295758456,
0.2724999785,0.2949902415,
0.2741666734,0.2944853604,
0.2758333385,0.2935811877,
0.2775000036,0.2929322124,
0.2791666687,0.292152226,
0.2808333337,0.2914931476,
0.2824999988,0.2910917103,
0.2841666639,0.2901875973,
0.285833329,0.2892840803,
0.2875000238,0.2885944247,
0.2891666591,0.2879905105,
0.2908333242,0.2872796953,
0.2924999893,0.2866605222,
0.2941666842,0.2859337628,
0.2958333492,0.2851343453,
0.2974999845,0.2843274772,
0.2991666496,0.2838380039,
0.3008333445,0.2830581367,
0.3025000095,0.2824600637,
0.3041666746,0.2815741301,
0.3058333099,0.2810616791,
0.3075000048,0.280215323,
0.3091666698,0.2790445387,
0.3108333349,0.2789402902,
0.3125,0.2781268656,
0.3141666651,0.2771811783,
0.3158333302,0.2768801451,
0.3174999952,0.2760276496,
0.3191666603,0.2754134834,
0.3208333552,0.2747706473,
0.3224999905,0.2739217877,
0.3241666555,0.2733597755,
0.3258333206,0.2723893821,
0.3275000155,0.2716847658,
0.3291666806,0.2711786628,
0.3308333158,0.2707163095,
0.3324999809,0.269918561,
0.3341666758,0.2691665292,
0.3358333409,0.2683835924,
0.337500006,0.2679719031,
0.3391666412,0.2672471702,
0.3408333361,0.2663572431,
0.3425000012,0.2659981251,
0.3441666663,0.2654308975,
0.3458333313,0.2644629776,
0.3474999964,0.2639104724,
0.3491666615,0.2631471753,
0.3508333266,0.262607336,
0.3524999917,0.2619893849,
0.3541666865,0.2611494064,
0.3558333218,0.2604802549,
0.3574999869,0.2599606216,
0.359166652,0.2592044771,
0.3608333468,0.2585202157,
0.3625000119,0.257919848,
0.3641666472,0.257235527,
0.3658333123,0.2566614449,
0.3675000072,0.2561129332,
0.3691666722,0.255251199,
0.3708333373,0.2547741532,
0.3724999726,0.2539065182,
0.3741666675,0.2535651326,
0.3758333325,0.2528760433,
0.3774999976,0.2520810366,
0.3791666925,0.2514058352,
0.3808333278,0.2508172989,
0.3824999928,0.2502401769,
0.3841666579,0.2497088015,
0.3858333528,0.2488323003,
