Wavelength (nm),Corrected Intensity
290.0,-377.705200692
291.0,-277.3887159156799
292.0,-182.8396427175
293.0,-105.71452610030396
294.0,-49.104262085855
295.0,-22.49603795892113
296.0,-9.52207675555
297.0,-4.754250162778094
298.0,-3.7091272771000003
299.0,-3.45556135054043
300.0,-3.3342302438000004
301.0,-1.691019135240252
302.0,-2.75387081495
303.0,-2.493129317672361
304.0,-2.05374184295
305.0,-1.873147184623835
306.0,-1.5872117874
307.0,-2.441084862845384
308.0,-1.46810606155
309.0,-0.9701550710053495
310.0,-2.586484790065
311.0,-3.4383304015715863
312.0,-5.150185585
313.0,-10.24627107198693
314.0,-12.192427630000001
315.0,-16.902341609091604
316.0,-15.782245634999995
317.0,-8.138847697434429
318.0,6.001781460000004
319.0,26.41259352642261
320.0,58.760070769999984
321.0,91.56153752634872
322.0,131.33500673999998
323.0,162.97087387847697
324.0,193.11992643999997
325.0,220.822687552004
326.0,238.06050298
327.0,252.03887556400028
328.0,257.99735071300006
329.0,262.8922619766896
330.0,258.905954378
331.0,264.31403962657737
332.0,258.250259376
333.0,262.0788167250948
334.0,252.71538306
335.0,249.421648826598
336.0,244.31762600599998
337.0,238.1181671097849
338.0,232.42962594800002
339.0,227.09243922319908
340.0,218.49377538899998
341.0,212.66209404813432
342.0,204.43697546299998
343.0,202.5277048955001
344.0,194.91453171299997
345.0,184.7918256249199
346.0,177.45680567999997
347.0,172.00977957746773
348.0,165.317433359
349.0,161.52934181420395
350.0,151.8707161039
351.0,149.1804771640348
352.0,143.1759886484
353.0,133.97929806563465
354.0,130.41614866700002
355.0,124.40741400397472
356.0,115.32809300800001
357.0,114.29625612436377
358.0,106.8274393252
359.0,101.44528427121104
360.0,96.7768409236
361.0,90.10086470289897
362.0,88.46455584223516
363.0,81.39264690376335
364.0,78.9473322589725
365.0,76.234580277
366.0,70.62344636848914
367.0,66.81818240850961
368.0,61.14970817202537
369.0,60.662882610580844
370.0,56.6141030816
371.0,52.01819095698173
372.0,49.10071253858
373.0,49.10274376264734
374.0,45.871027233899994
375.0,44.632375402739584
376.0,40.850543740599996
377.0,38.5118895690817
378.0,36.9808773966
379.0,34.70006964295193
380.0,31.9026341412
381.0,31.934324316536248
382.0,32.08410327602395
383.0,28.32375210374686
384.0,25.96108504139699
385.0,26.041995285000002
386.0,25.32095918737108
387.0,21.984830943270254
388.0,20.478008174864822
389.0,21.245201914102473
390.0,19.874395013999997
391.0,18.676856628046913
392.0,16.398277877
393.0,18.12980405724197
394.0,15.994029164999999
395.0,15.312691671321211
396.0,14.2708852315
397.0,14.405826772085753
398.0,13.60755956
399.0,12.836273253822453
400.0,12.548110006
401.0,11.075226529660016
402.0,11.29256036373979
403.0,9.956324032454932
404.0,9.309537542824717
405.0,9.2929029465
406.0,9.235143103458846
407.0,8.477990019529168
408.0,8.590320612507368
409.0,8.063745909768725
410.0,7.6347503660000005
411.0,7.899031437013752
412.0,6.954177211738459
413.0,6.6412912809602265
414.0,6.520347671116723
415.0,6.3158750535
416.0,5.5783589105389035
417.0,5.511290764556728
418.0,4.927738645800147
419.0,5.942879089872956
420.0,5.2180652615
421.0,4.643024438766048
422.0,4.102109062675922
423.0,4.683284029893443
424.0,5.136967927558981
425.0,5.148244381
426.0,4.021269426056678
427.0,3.9828431845764314
428.0,3.668785111327768
429.0,3.8037314302596132
430.0,4.17620784
431.0,3.4376596909287014
432.0,3.320073556355855
433.0,3.095929033463345
434.0,3.872366879918565
435.0,3.4691320661000002
436.0,3.076447342427031
437.0,3.5851158739780886
438.0,3.406619117741003
439.0,3.253288608757509
440.0,3.3549019699000002
441.0,2.5204892595315784
442.0,2.6562204091678248
443.0,3.283846965220301
444.0,3.0973152083814965
445.0,2.99593681115
446.0,2.6968705593490454
447.0,2.901503079064918
448.0,3.0460670870861732
449.0,2.6854798458819777
450.0,2.6442713138
451.0,2.613834622888339
452.0,3.0199573965051827
453.0,2.9366364407557195
454.0,2.1340771084092807
455.0,2.366123473828917
456.0,2.760298404874751
457.0,2.201358435434095
458.0,2.4564461957445825
459.0,2.6673951917305327
460.0,2.3558274205350003
461.0,2.43351688097812
462.0,2.0760342270661623
463.0,2.01137566104049
464.0,2.5787301862151404
465.0,2.5062170628000002
466.0,2.219499825279833
467.0,2.637402318228268
468.0,2.568037050304394
469.0,2.468273147040038
470.0,2.2842078508499997
471.0,2.2539792007476214
472.0,2.0977630200018544
473.0,2.1084305097552813
474.0,2.5736997380947186
475.0,2.0387120234624914
476.0,2.150701067417844
477.0,2.1868653712514865
478.0,2.252376033807177
479.0,1.9302784033959601
480.0,2.1974924805500002
481.0,2.517148865196539
482.0,2.479191737582542
483.0,2.035170076749007
484.0,2.3570853405859067
485.0,2.22776389105
486.0,1.968897268427452
487.0,2.1836885028480735
488.0,2.1380018549625865
489.0,2.1843426458292585
490.0,2.24808987975
491.0,1.6186875984224909
492.0,2.2060414111610283
493.0,1.8244675107364599
494.0,1.83594179091354
495.0,1.9150237952705789
496.0,2.036365407996456
497.0,1.95671712528033
498.0,2.1238194267892707
499.0,1.882983498685355
500.0,2.1655163164
501.0,2.4383781903173767
502.0,2.0488176075690614
503.0,1.901173954327256
504.0,1.691499377172744
505.0,1.7928579341048025
506.0,2.1048467298490285
507.0,2.25801638993646
508.0,2.1653820683360765
509.0,2.0876902113649396
510.0,2.33394384355
511.0,2.3018219994908975
512.0,2.2162063503649803
513.0,2.3101188310986203
514.0,2.009841085842355
515.0,1.8358343838
516.0,2.0750781503162306
517.0,2.015371847175838
518.0,2.028343490230754
519.0,1.6943508238028286
520.0,2.0400266055499996
521.0,1.8067995856034287
522.0,1.9909437880385175
523.0,2.09912526265673
524.0,1.7465170060432698
525.0,1.8977452409775586
526.0,1.8443731991908887
527.0,2.087926358634592
528.0,1.711724366113815
529.0,2.1872004408202175
530.0,1.9850761588999999
531.0,2.0675138493607585
532.0,2.028668822197168
533.0,2.070456956125187
534.0,1.9900171711748131
535.0,1.8230632705184266
536.0,1.9142314134062828
537.0,2.0224619001735533
538.0,1.645245621450717
539.0,1.9390387468243446
540.0,2.1602132919
541.0,1.504419881332842
542.0,1.801911883657199
543.0,1.8472975231970854
544.0,1.9997712618194117
545.0,1.6871718761999999
546.0,1.8398943177317568
547.0,1.6707706802162359
548.0,1.7359363032941186
549.0,1.8823741308433906
550.0,1.6901072262999999
551.0,1.7681749624560252
552.0,1.9083878917668837
553.0,1.6784473589985767
554.0,1.5952074338116171
555.0,1.4375495317499998
556.0,1.4139231114707795
557.0,1.3925452896223847
558.0,1.5798719771603391
559.0,1.8921793603246662
560.0,1.66063550065
561.0,1.3638280718704492
562.0,1.3471826848406376
563.0,0.5595707376660306
564.0,0.02386476972724616
565.0,-3.2210518125
566.0,-9.522389467270392
567.0,-18.00448501083567
568.0,-36.44352182291262
569.0,-64.61520216704683
570.0,-107.68554307895
571.0,-160.9278899474173
572.0,-225.6566277879408
573.0,-276.62104324109976
574.0,-319.75857282851996
575.0,-339.99996447
576.0,-324.69615404676773
577.0,-322.3381578351005
578.0,-306.9736433776104
579.0,-294.37526654906156
580.0,-265.5652074755
581.0,-234.74253348605063
582.0,-194.19315592948672
583.0,-143.24410492440612
584.0,-92.98335247769336
585.0,-59.14886690163236
586.0,-30.840901590567228
587.0,-15.209857718500626
588.0,-6.412976745569693
589.0,-2.8972436695310755
590.0,-2.15242257665
591.0,-0.9835212302051404
592.0,-1.2133631557128743
593.0,0.13298693035296272
594.0,-0.7327481202368977
595.0,-0.059403359850000004
596.0,0.2794174412229242
597.0,0.15707629843714854
598.0,-0.19335368263865205
599.0,0.5071259564634313
600.0,0.43366685530000004
601.0,0.4471892764190818
602.0,0.9337461000989378
603.0,0.46936500330190856
604.0,0.16679941910922758
605.0,0.5013248753883731
606.0,0.6676348934694164
607.0,0.8781337757327685
608.0,0.6637793863083902
609.0,0.4215591488560815
610.0,1.133606493
611.0,0.38477788618848774
612.0,0.7729014030698068
613.0,1.3218242804846114
614.0,0.46937792164999304
615.0,1.0725155338496943
616.0,1.2697184210062982
617.0,1.0636499304787983
618.0,0.9629627261191647
619.0,1.2052045148201278
620.0,1.0757710034999999
621.0,1.7019486943996116
622.0,1.2894317848278605
623.0,1.0571224876802205
624.0,0.9187478837383642
625.0,0.12222261648985899
626.0,0.3699466556772798
627.0,-0.0074656665662463165
628.0,-1.2701837075305102
629.0,-2.5577414739112627
630.0,-3.5763102174499997
631.0,-4.802520362688153
632.0,-6.280152773719044
633.0,-6.705950727945949
634.0,-5.179479661168691
635.0,-6.295550270674937
636.0,-6.715563002441257
637.0,-5.201209988766388
638.0,-2.0872340889649657
639.0,-0.4357491023739968
640.0,2.9383010800000022
641.0,8.274513244999998
642.0,8.46535587
643.0,11.925233849999998
644.0,15.674410825
645.0,19.196703915
646.0,24.744043350999995
647.0,26.743807790999995
648.0,30.889033316999996
649.0,31.969530102
650.0,34.175614354
651.0,36.6779578332414
652.0,36.0023586045938
653.0,36.57866309615602
654.0,39.51539880331959
655.0,39.162207492703644
656.0,40.74336645156434
657.0,40.24344710959245
658.0,38.91626263228663
659.0,38.124367484496496
660.0,38.618973968
661.0,38.36339855
662.0,37.877083538
663.0,38.891186953
664.0,36.369490623000004
665.0,35.735380175
666.0,35.073970558
667.0,35.134468313999996
668.0,33.235835551
669.0,34.369616985
670.0,33.304570678000005
671.0,33.501103164999996
672.0,31.792989253
673.0,30.143764738
674.0,31.520408867999997
675.0,30.353588581
676.0,29.790148734
677.0,29.843682052
678.0,26.972309114999998
679.0,26.629568341
680.0,26.745279074
681.0,26.711768109068817
682.0,24.825705402320438
683.0,25.297406500883838
684.0,24.433270780379818
685.0,22.268197883793295
686.0,23.33834377926241
687.0,21.868265318190875
688.0,20.721084850160292
689.0,21.06706109093288
690.0,21.182770252999997
691.0,20.264500622
692.0,18.208605052
693.0,19.367132188
694.0,17.745755674999998
695.0,17.273687839
696.0,18.061958076
697.0,16.874449492
698.0,16.65993786
699.0,15.715870377
700.0,15.424288746
