         Index             t Heat Flow ...            Ts            Tr
           [#]           [s]       [Wg^-1]          [°C]          [°C]
             0   0.00000e+00  -3.91454e-04   2.50000e+01   2.50000e+01
             1   1.00000e+00   1.96073e-03   2.50836e+01   2.50833e+01
             2   2.00000e+00   1.20370e-02   2.51682e+01   2.51667e+01
             3   3.00000e+00   3.06693e-02   2.52539e+01   2.52500e+01
             4   4.00000e+00   6.37314e-02   2.53415e+01   2.53333e+01
             5   5.00000e+00   9.37943e-02   2.54287e+01   2.54167e+01
             6   6.00000e+00   1.16057e-01   2.55148e+01   2.55000e+01
             7   7.00000e+00   1.31806e-01   2.56002e+01   2.55833e+01
             8   8.00000e+00   1.33153e-01   2.56837e+01   2.56667e+01
             9   9.00000e+00   1.29394e-01   2.57666e+01   2.57500e+01
            10   1.00000e+01   1.21312e-01   2.58489e+01   2.58333e+01
            11   1.10000e+01   1.10760e-01   2.59309e+01   2.59167e+01
            12   1.20000e+01   9.70557e-02   2.60124e+01   2.60000e+01
            13   1.30000e+01   8.32281e-02   2.60940e+01   2.60833e+01
            14   1.40000e+01   6.94536e-02   2.61756e+01   2.61667e+01
            15   1.50000e+01   5.58512e-02   2.62572e+01   2.62500e+01
            16   1.60000e+01   4.30253e-02   2.63389e+01   2.63333e+01
            17   1.70000e+01   3.05791e-02   2.64206e+01   2.64167e+01
            18   1.80000e+01   1.87997e-02   2.65024e+01   2.65000e+01
            19   1.90000e+01   7.76985e-03   2.65843e+01   2.65833e+01
            20   2.00000e+01  -1.82458e-03   2.66664e+01   2.66667e+01
            21   2.10000e+01  -1.09879e-02   2.67486e+01   2.67500e+01
            22   2.20000e+01  -1.93535e-02   2.68308e+01   2.68333e+01
            23   2.30000e+01  -2.74995e-02   2.69131e+01   2.69167e+01
            24   2.40000e+01  -3.42332e-02   2.69956e+01   2.70000e+01
            25   2.50000e+01  -4.02033e-02   2.70781e+01   2.70833e+01
            26   2.60000e+01  -4.58039e-02   2.71608e+01   2.71667e+01
            27   2.70000e+01  -5.12176e-02   2.72434e+01   2.72500e+01
            28   2.80000e+01  -5.61588e-02   2.73261e+01   2.73333e+01
            29   2.90000e+01  -6.06277e-02   2.74088e+01   2.74167e+01
            30   3.00000e+01  -6.42280e-02   2.74917e+01   2.75000e+01
            31   3.10000e+01  -6.76016e-02   2.75746e+01   2.75833e+01
            32   3.20000e+01  -7.05020e-02   2.76575e+01   2.76667e+01
            33   3.30000e+01  -7.31482e-02   2.77405e+01   2.77500e+01
            34   3.40000e+01  -7.55869e-02   2.78235e+01   2.78333e+01
            35   3.50000e+01  -7.79725e-02   2.79066e+01   2.79167e+01
            36   3.60000e+01  -8.00959e-02   2.79896e+01   2.80000e+01
            37   3.70000e+01  -8.17089e-02   2.80727e+01   2.80833e+01
            38   3.80000e+01  -8.32230e-02   2.81559e+01   2.81667e+01
            39   3.90000e+01  -8.47634e-02   2.82390e+01   2.82500e+01
            40   4.00000e+01  -8.62363e-02   2.83221e+01   2.83333e+01
            41   4.10000e+01  -8.77390e-02   2.84053e+01   2.84167e+01
            42   4.20000e+01  -8.91956e-02   2.84884e+01   2.85000e+01
            43   4.30000e+01  -9.05650e-02   2.85716e+01   2.85833e+01
            44   4.40000e+01  -9.18580e-02   2.86547e+01   2.86667e+01
            45   4.50000e+01  -9.29048e-02   2.87379e+01   2.87500e+01
            46   4.60000e+01  -9.40354e-02   2.88211e+01   2.88333e+01
            47   4.70000e+01  -9.57124e-02   2.89042e+01   2.89167e+01
            48   4.80000e+01  -9.73885e-02   2.89873e+01   2.90000e+01
            49   4.90000e+01  -9.80939e-02   2.90705e+01   2.90833e+01
            50   5.00000e+01  -9.84486e-02   2.91538e+01   2.91667e+01
            51   5.10000e+01  -9.87717e-02   2.92371e+01   2.92500e+01
