         Index             t Heat Flow ...            Ts            Tr
           [#]           [s]       [Wg^-1]          [°C]          [°C]
             0   0.00000e+00  -2.44846e-02   4.99972e+01   5.00000e+01
             1   1.00000e+00  -2.88466e-02   5.03300e+01   5.03333e+01
             2   2.00000e+00  -3.75072e-02   5.06623e+01   5.06667e+01
             3   3.00000e+00  -5.33131e-02   5.09938e+01   5.10000e+01
             4   4.00000e+00  -1.00485e-01   5.13217e+01   5.13333e+01
             5   5.00000e+00  -1.55857e-01   5.16486e+01   5.16667e+01
             6   6.00000e+00  -2.11401e-01   5.19754e+01   5.20000e+01
             7   7.00000e+00  -2.63535e-01   5.23027e+01   5.23333e+01
             8   8.00000e+00  -3.00157e-01   5.26317e+01   5.26667e+01
             9   9.00000e+00  -3.29115e-01   5.29616e+01   5.30000e+01
            10   1.00000e+01  -3.50850e-01   5.32923e+01   5.33333e+01
            11   1.10000e+01  -3.68603e-01   5.36235e+01   5.36667e+01
            12   1.20000e+01  -3.79616e-01   5.39555e+01   5.40000e+01
            13   1.30000e+01  -3.88670e-01   5.42876e+01   5.43333e+01
            14   1.40000e+01  -3.95553e-01   5.46201e+01   5.46667e+01
            15   1.50000e+01  -4.01255e-01   5.49527e+01   5.50000e+01
            16   1.60000e+01  -4.04786e-01   5.52855e+01   5.53333e+01
            17   1.70000e+01  -4.07508e-01   5.56185e+01   5.56667e+01
            18   1.80000e+01  -4.09742e-01   5.59515e+01   5.60000e+01
            19   1.90000e+01  -4.11653e-01   5.62845e+01   5.63333e+01
            20   2.00000e+01  -4.13327e-01   5.66175e+01   5.66667e+01
            21   2.10000e+01  -4.14719e-01   5.69506e+01   5.70000e+01
            22   2.20000e+01  -4.15791e-01   5.72838e+01   5.73333e+01
            23   2.30000e+01  -4.16738e-01   5.76169e+01   5.76667e+01
            24   2.40000e+01  -4.17549e-01   5.79501e+01   5.80000e+01
            25   2.50000e+01  -4.18321e-01   5.82832e+01   5.83333e+01
            26   2.60000e+01  -4.19074e-01   5.86164e+01   5.86667e+01
            27   2.70000e+01  -4.19782e-01   5.89495e+01   5.90000e+01
            28   2.80000e+01  -4.20345e-01   5.92827e+01   5.93333e+01
            29   2.90000e+01  -4.20952e-01   5.96159e+01   5.96667e+01
            30   3.00000e+01  -4.21549e-01   5.99491e+01   6.00000e+01
            31   3.10000e+01  -4.22122e-01   6.02823e+01   6.03333e+01
            32   3.20000e+01  -4.22606e-01   6.06155e+01   6.06667e+01
            33   3.30000e+01  -4.23126e-01   6.09487e+01   6.10000e+01
            34   3.40000e+01  -4.23658e-01   6.12818e+01   6.13333e+01
            35   3.50000e+01  -4.24196e-01   6.16150e+01   6.16667e+01
            36   3.60000e+01  -4.24684e-01   6.19482e+01   6.20000e+01
            37   3.70000e+01  -4.25187e-01   6.22814e+01   6.23333e+01
            38   3.80000e+01  -4.25707e-01   6.26146e+01   6.26667e+01
            39   3.90000e+01  -4.26233e-01   6.29478e+01   6.30000e+01
