Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
180;23.046535;23.021284;23.059396;23.178273;22.934916
190;22.630314;22.828102;22.688379;22.661262;22.714364
200;22.630558;22.527405;22.331880;22.416787;22.449392
210;22.257292;22.262019;21.975454;22.231077;22.138151
220;21.833348;21.855386;21.757339;21.868851;21.957391
230;21.511924;21.734708;21.647864;21.561576;21.717042
240;21.351684;21.269057;21.395920;21.480233;21.356994
250;21.090384;21.153845;21.317590;21.116669;21.022928
260;21.005970;20.972966;21.016990;20.757645;20.896107
270;20.386050;20.518789;20.821519;20.667960;20.596861
280;20.356137;20.305751;20.448916;20.319750;20.219619
290;20.157251;19.843847;19.993176;20.092986;20.171464
300;19.925510;19.792443;19.947785;19.875757;19.947518
310;19.672613;19.670508;19.351798;19.479771;19.446742
320;19.246465;19.269577;19.309563;19.393711;19.222331
330;19.218577;19.243555;19.083780;19.088207;19.035755
340;18.838322;18.942657;18.890979;18.783724;19.039724
350;18.650528;18.490950;18.486712;18.742663;18.673175
360;18.540543;18.282221;18.268102;18.380161;18.413116
370;18.346019;18.156691;17.974208;18.029429;18.111628
380;17.769543;18.011260;17.918396;18.039654;17.863292
390;17.686454;17.778424;17.677829;17.852160;17.469795
400;17.799402;17.506664;17.450026;17.376864;17.694859
410;17.121946;17.439754;17.313061;17.115467;17.260680
420;17.264370;17.188059;17.131436;16.994877;17.080170
430;17.011908;16.984786;16.824105;16.825702;16.973339
440;16.507663;16.890975;16.649094;16.602719;16.781610
450;16.588926;16.190638;16.511385;16.551759;16.433117
460;16.332521;16.330057;16.257666;16.220826;16.279735
470;16.154542;15.954394;16.088514;16.167557;16.024335
480;15.786847;16.037464;15.993541;15.915798;15.821717
490;15.782054;15.664343;15.780431;15.810587;15.480792
500;15.502509;15.381994;15.462050;15.475393;15.516386
510;15.302870;15.263183;15.359421;15.368781;15.147445
520;15.024581;15.096205;15.137243;15.145835;15.381465
530;14.953992;14.801279;15.215735;14.830354;14.792483
540;14.664334;14.811644;14.743113;14.728827;14.664216
550;14.766668;14.666322;14.584946;14.715247;14.660851
560;14.384307;14.432055;14.435162;14.388163;14.479826
570;14.315110;14.144938;14.366629;14.315108;14.345036
580;14.124173;14.281080;14.169564;13.951333;13.946893
590;13.833582;13.826092;13.852861;13.827309;13.742516
600;13.592063;13.550250;13.664191;13.782247;13.810106
610;13.451303;13.713554;13.412556;13.497433;13.598554
620;13.359594;13.222128;13.408702;13.432694;13.217063
630;13.205346;13.261082;13.285486;13.162075;13.456183
640;13.191011;13.033144;13.270914;13.023225;13.052441
650;12.907907;12.824559;13.030261;12.902561;12.816963
660;12.789270;12.736468;12.925247;12.712735;12.833592
670;12.639688;12.646760;12.397627;12.710669;12.548287
680;12.568512;12.505488;12.486133;12.395683;12.399508
690;12.402983;12.185925;12.293394;12.412507;12.370876
700;12.174537;12.340089;12.209883;12.151345;12.278910
710;11.951871;11.932999;12.188278;11.783698;12.039481
720;11.936673;11.791304;12.071878;11.899641;11.875709
730;11.858170;11.691540;11.636783;11.629012;11.611932
740;11.659229;11.500832;11.709676;11.534743;11.568671
750;11.515990;11.390854;11.515870;11.502970;11.476892
760;11.591515;11.429767;11.298256;11.447723;11.186930
770;11.216268;11.148749;11.314913;11.368830;11.211258
780;10.959779;11.247673;11.014088;10.983721;11.216095
790;10.959094;11.061502;11.292240;10.870034;10.999315
800;10.852354;10.933601;10.739518;10.813696;10.863625
810;10.561824;10.721262;10.628876;10.656232;10.762354
820;10.488456;10.518890;10.745682;10.670907;10.644787
830;10.535524;10.308857;10.537066;10.470300;10.080344
840;10.281777;10.487456;10.490845;10.134621;10.496907
850;10.066200;10.333624;10.128430;9.952374;10.219918
860;10.354244;10.018982;10.014537;9.910075;10.190922
870;9.964256;9.879067;10.111836;9.954512;10.033093
880;9.979588;9.886919;9.726909;9.748520;9.836964
890;9.869336;9.690654;9.907302;9.752867;9.828074
900;9.778336;9.842128;9.740494;9.680696;9.618120
910;9.659056;9.474718;9.517700;9.453563;9.459583
920;9.314953;9.472766;9.499729;9.397326;9.404979
930;9.313414;9.306158;9.311998;9.457299;9.340898
940;9.267970;9.279215;9.315919;9.279097;9.310924
950;9.228054;9.186732;9.132497;9.190317;9.297257
960;9.002763;8.827083;9.020408;8.947825;8.962350
970;9.087539;8.926654;8.936472;9.026055;8.891414
980;8.751928;9.026169;8.738111;8.782929;8.786721
990;8.731350;8.591391;8.810673;8.697403;8.755941
1000;8.534001;8.470426;8.677375;8.523641;8.629356
1010;8.394994;8.496494;8.523517;8.505880;8.604467
1020;8.351655;8.429791;8.452173;8.289903;8.528115
1030;8.290732;8.457660;8.280969;8.449962;8.362978
1040;8.305902;8.267401;8.130848;8.214104;8.295185
1050;8.155593;8.086689;8.330211;8.144576;8.256890
1060;8.079020;8.169490;7.901673;8.119606;8.087350
1070;7.903914;8.113207;8.037750;8.055888;8.119446
1080;7.684191;7.879505;7.879703;8.057576;8.026513
1090;7.940317;7.833875;7.866600;7.998519;7.688050
1100;7.761610;7.532080;7.698402;7.738130;7.793976
1110;7.474909;7.749239;7.687373;7.655061;7.663555
1120;7.618381;7.656128;7.551884;7.589618;7.649660
1130;7.573420;7.300152;7.466810;7.564415;7.449106
1140;7.338771;7.409199;7.419605;7.385174;7.483201
1150;7.204996;7.516747;7.133587;7.370961;7.364022
1160;7.244149;7.262988;7.060406;7.107493;7.351168
1170;7.170604;7.052012;7.346263;7.004543;7.111309
1180;7.182465;7.293915;7.183478;7.086583;6.928298
1190;7.106062;7.085950;7.008224;7.012205;7.122404
1200;6.912159;6.899160;6.880106;6.899274;7.007338
1210;6.872114;6.769108;7.072398;6.877707;6.952290
1220;6.799646;6.891936;6.872421;7.026292;6.882114
1230;6.796770;6.894580;6.705440;6.713672;6.801734
1240;6.670686;6.806469;6.548543;6.720388;6.632445
1250;6.583745;6.592273;6.531409;6.642003;6.712395
1260;6.440895;6.524162;6.534602;6.462232;6.567497
1270;6.397330;6.352728;6.419294;6.594356;6.363760
1280;6.472051;6.535856;6.472443;6.387227;6.287000
1290;6.298199;6.359367;6.384283;6.377608;6.458609
1300;6.307674;6.138011;6.172962;6.355793;6.187979
1310;6.277634;6.282583;6.299823;6.090105;6.187962
1320;6.116959;6.290889;6.039565;6.227568;6.147275
1330;5.966280;6.028016;5.942815;6.122392;6.128566
1340;6.095018;6.043816;6.114337;6.067697;6.063327
1350;6.108794;5.870286;5.905465;5.881357;5.948801
1360;5.972693;6.067902;5.734997;5.855777;5.939085
1370;6.080442;5.659824;5.998115;5.636357;6.027645
1380;5.795485;5.937633;5.613616;5.743143;5.815986
1390;5.902596;5.806142;5.814427;5.867019;5.838360
1400;5.676535;5.821100;5.843041;5.746922;5.660787
1410;5.740892;5.505783;5.532421;5.609493;5.542376
1420;5.479601;5.428997;5.631807;5.467743;5.632873
1430;5.593097;5.419119;5.412740;5.605700;5.676247
1440;5.419229;5.293214;5.479290;5.371111;5.544047
1450;5.310610;5.475283;5.372050;5.404788;5.472485
1460;5.323919;5.363306;5.395263;5.608118;5.455144
1470;5.241900;5.366207;5.210306;5.457762;5.344208
1480;5.263156;5.421072;5.270723;5.293099;5.357555
1490;5.195026;5.209325;5.119429;5.287406;5.338416
1500;5.060209;5.211860;5.281693;5.110730;5.021935
1510;5.109223;5.303067;4.975140;5.182565;5.083383
1520;5.024818;5.127843;5.085378;5.002269;5.125992
1530;5.111503;5.071127;4.981456;5.088653;5.396959
1540;4.943013;5.044842;5.234578;4.916109;4.875278
1550;4.934510;4.905518;4.818934;4.886868;4.891196
1560;4.977532;4.719199;4.872873;4.962173;4.887264
1570;4.815856;4.884649;4.991915;4.796160;4.908675
1580;4.904466;4.887244;4.915140;5.092897;5.099843
1590;4.661361;4.897318;4.721486;4.810772;4.997122
1600;4.645494;4.835638;4.554402;4.667386;4.734607
1610;4.957963;4.706858;4.809545;4.786791;4.935121
1620;4.640327;4.615454;4.680781;4.577143;4.729493
1630;4.520251;4.497537;4.431241;4.604679;4.715351
1640;4.510210;4.644914;4.490285;4.493664;4.659851
1650;4.637152;4.607710;4.555196;4.625142;4.600217
1660;4.334322;4.291228;4.260079;4.535240;4.589877
1670;4.629681;4.407402;4.309373;4.550403;4.524994
1680;4.328700;4.338730;4.379322;4.561931;4.527830
1690;4.203070;4.398616;4.264906;4.439174;4.447903
1700;4.407909;4.231351;4.308230;4.385316;4.064543
1710;4.471552;4.159301;4.272367;4.092923;4.323892
1720;4.414637;4.181700;4.173038;4.340238;4.275347
1730;4.240759;4.205590;4.299949;4.175279;4.287802
1740;4.152820;4.413747;4.366962;4.065116;4.370669
1750;4.236801;4.418399;4.196803;4.050773;4.188562
1760;4.102713;4.266830;4.171150;4.182580;4.181925
1770;4.045140;4.202253;3.983527;4.277252;4.130850
1780;4.085095;4.083403;4.116785;4.012963;4.116470
1790;4.204108;3.941300;3.959974;4.162841;3.973282
1800;4.092193;4.030826;4.042950;4.029365;3.928173
1810;4.078156;3.915676;3.971138;4.034398;4.088551
1820;3.868061;4.063596;3.975655;3.785412;3.839359
1830;3.746247;3.958853;3.950821;3.847570;4.035000
1840;3.964606;3.990566;3.893142;3.748856;3.952409
1850;3.855405;3.849105;3.746093;3.848028;3.756809
1860;3.978218;3.776419;4.034812;3.915933;3.808044
1870;3.848893;3.893583;3.629246;3.855004;3.754132
1880;3.796048;3.892850;4.003735;3.643864;3.861515
1890;3.800426;3.798607;3.639089;3.985996;3.854960
1900;3.762377;3.753694;3.680141;3.580369;3.644763
1910;3.577159;3.704726;3.662564;3.664777;3.690660
1920;3.858185;3.666968;3.600405;3.533659;3.818255
1930;3.896577;3.729136;3.702315;3.665490;3.740882
1940;3.710703;3.422406;3.659975;3.646361;3.469408
1950;3.587923;3.624576;3.507915;3.700494;3.559518
1960;3.735017;3.358006;3.696442;3.643674;3.672181
1970;3.777683;3.538397;3.539069;3.429480;3.492173
1980;3.568332;3.533389;3.598650;3.556381;3.818471
1990;3.553408;3.576344;3.461884;3.361427;3.637369
2000;3.389438;3.540564;3.409567;3.573499;3.501401
2010;3.343441;3.629521;3.454761;3.410892;3.379193
2020;3.490780;3.362156;3.296906;3.439363;3.454955
2030;3.287892;3.427301;3.308282;3.356940;3.563252
2040;3.251207;3.337782;3.419860;3.504576;3.374069
2050;3.433627;3.209319;3.251288;3.225894;3.074964
2060;3.389740;3.250424;3.216125;3.443942;3.371517
2070;3.339686;3.407720;3.438509;3.430744;3.294302
2080;3.374253;3.373775;3.138299;3.304577;3.371173
2090;3.376956;3.068643;3.178105;3.149151;3.352214
2100;3.225138;3.023356;3.368438;3.207611;3.195683
2110;3.269700;3.278540;3.139650;3.152740;3.353861
2120;3.064088;3.388096;3.230854;3.119593;3.154103
2130;3.083743;3.133977;3.197910;3.227366;3.208864
2140;3.172760;3.094931;3.447200;3.298316;3.088298
2150;3.261464;3.196504;3.181401;3.191316;3.193968
2160;3.116764;3.197330;3.253634;3.273026;3.211114
2170;3.269523;2.994633;3.339712;3.061073;3.108351
2180;3.220575;3.107268;3.289634;3.247630;3.162537
2190;3.046456;3.100100;3.132718;3.155434;2.992174
2200;3.083875;3.158787;3.106649;3.103369;3.221224
2210;2.840235;3.024136;3.039338;3.105809;2.965294
2220;3.104804;3.091388;2.968133;3.259356;2.935589
2230;3.065640;3.229806;2.997723;2.998012;2.939590
2240;2.947181;2.830629;2.997697;2.905156;3.095502
2250;2.972381;2.946372;2.895004;3.014156;3.036531
2260;3.130797;3.070361;2.853319;2.962695;3.119526
2270;2.841232;2.899611;3.046038;2.998384;3.090743
2280;2.834783;2.736333;2.714941;2.941977;2.948149
2290;2.988165;2.908908;2.700359;2.964076;3.059934
2300;2.855199;2.979625;2.948684;2.876985;2.835091
2310;2.844761;2.834909;2.902592;2.862275;2.908369
2320;2.936633;2.952805;2.950771;2.969001;2.847721
2330;2.985923;2.914647;2.851542;2.994676;3.036873
2340;3.056833;2.940545;2.707744;2.947403;3.116491
2350;2.913482;2.803236;2.732029;2.918958;2.787212
2360;2.993612;2.545897;2.606794;2.766631;2.895668
2370;2.697134;2.622920;3.140970;3.031474;2.779856
2380;2.753489;2.757633;2.832909;2.836205;2.725757
2390;2.685189;2.792563;2.840052;2.605087;2.947102
2400;2.891414;2.603535;2.659493;2.760846;2.927356
2410;2.610654;2.641023;2.766255;2.581577;2.820816
2420;2.859119;2.837439;2.759572;2.857820;2.695953
2430;2.684984;2.812404;2.709641;2.692861;2.755325
2440;2.583831;2.581504;2.817774;2.624388;2.898656
2450;2.590002;2.681982;2.729657;2.536953;2.726918
2460;2.691478;2.694278;2.674525;2.629047;2.628400
2470;2.711184;2.700524;2.543940;2.859313;2.881137
2480;2.664610;2.639423;2.644415;2.432812;2.842357
2490;2.842926;2.612782;2.514077;2.622523;2.679203
2500;2.460915;2.766591;2.520249;2.651361;2.545603
2510;2.584648;2.516004;2.580700;2.694821;2.696365
2520;2.617909;2.535544;2.598501;2.592878;2.649607
2530;2.598544;2.734884;2.466515;2.594961;2.539913
2540;2.525284;2.664763;2.619601;2.670163;2.619028
2550;2.680964;2.503257;2.321838;2.612872;2.667054
2560;2.504574;2.585648;2.608918;2.384313;2.596715
2570;2.462766;2.483733;2.402405;2.571665;2.706166
2580;2.683502;2.500580;2.590486;2.531220;2.540292
2590;2.375691;2.527046;2.617137;2.724281;2.461453
2600;2.628140;2.477571;2.294291;2.687918;2.575707
2610;2.616726;2.552646;2.625417;2.341046;2.530811
2620;2.535956;2.382716;2.516337;2.431804;2.414368
2630;2.501962;2.598420;2.475569;2.483968;2.432707
2640;2.353298;2.458860;2.539857;2.380364;2.338527
2650;2.404377;2.535257;2.621475;2.352642;2.617409
2660;2.386906;2.562820;2.368977;2.413370;2.448656
2670;2.538698;2.505035;2.528871;2.635530;2.553090
2680;2.465764;2.441446;2.498787;2.561330;2.511283
2690;2.444167;2.472516;2.282113;2.427481;2.437728
2700;2.342708;2.425664;2.470638;2.415502;2.339768
2710;2.345462;2.447538;2.430221;2.544157;2.460608
2720;2.429014;2.465447;2.211924;2.465594;2.340432
2730;2.382869;2.337430;2.350894;2.511187;2.442946
2740;2.315381;2.370655;2.307010;2.359234;2.540345
2750;2.399878;2.491160;2.339207;2.445666;2.320940
2760;2.450608;2.378027;2.429318;2.255780;2.404802
2770;2.499271;2.475847;2.213036;2.325474;2.281004
2780;2.473719;2.365319;2.255563;2.410148;2.527710
2790;2.358214;2.265076;2.370715;2.305788;2.305655
2800;2.271865;2.459139;2.367509;2.432160;2.498627
2810;2.162147;2.387050;2.495936;2.515060;2.487999
2820;2.205106;2.323930;2.303693;2.360446;2.333743
2830;2.302233;2.369183;2.407894;2.295697;2.174751
2840;2.296448;2.367102;2.300935;2.247981;2.268799
2850;2.156438;2.220976;2.422998;2.412389;2.220811
2860;2.415699;2.179907;2.268620;2.397014;2.444830
2870;2.200754;2.203503;2.211417;2.329950;2.153766
2880;2.313198;2.300129;2.309069;2.311229;2.357688
2890;2.225191;2.285049;2.258455;2.469062;2.343682
2900;2.139273;2.305920;2.288743;2.377995;2.204544
2910;2.501191;2.310529;2.197649;2.032601;2.479328
2920;2.185376;2.144645;2.307542;2.212874;2.245284
2930;2.270383;2.243220;2.094772;2.226327;2.249388
2940;2.335672;2.373545;2.230736;1.998410;2.227620
2950;2.114426;2.186334;2.168195;2.291168;2.196627
2960;2.362885;2.359253;2.415357;2.151806;2.356634
2970;2.044861;2.189934;2.212077;2.161817;2.151596
2980;2.301019;2.166591;2.340985;1.973292;2.210560
2990;2.295707;2.015515;2.454283;2.105989;2.008488
3000;2.070304;2.218726;2.121547;2.153584;2.230580
3010;2.302218;2.214430;2.255325;2.234237;2.108309
3020;2.253771;2.254102;2.351364;2.321294;2.264012
3030;2.336010;1.886551;2.184080;2.239273;2.260540
3040;2.273715;2.032658;2.103041;2.185973;2.085999
3050;2.105786;2.174916;2.351987;2.277894;1.918130
3060;2.200280;2.100472;2.159747;2.145052;2.271093
3070;2.379581;2.034793;2.219147;2.252476;2.114746
3080;2.227939;1.999752;2.393660;2.148696;2.197266
3090;2.135139;2.281834;2.120752;2.210560;2.150797
3100;1.836576;2.107401;2.138459;2.132358;2.325960
3110;2.231858;2.044746;2.149523;2.176877;2.193977
3120;2.254205;2.220844;2.143473;2.178319;2.137264
3130;2.366539;2.229405;2.153794;2.197565;2.253439
3140;2.224137;1.942658;2.152964;2.294499;2.097386
3150;2.096536;2.076001;1.879682;2.192230;1.921299
3160;2.026577;2.251711;2.145956;2.262747;2.147975
3170;2.147118;2.339934;2.147359;2.093007;1.856757
3180;2.230696;2.164301;2.090227;2.228892;2.160550
3190;2.024695;2.123498;1.948439;2.160479;2.101147
3200;2.166694;2.173801;2.206855;2.244394;2.191370
3210;2.308356;2.105540;2.085530;2.175205;2.026840
3220;2.087844;1.941774;1.982972;2.001983;2.071359
3230;1.977841;2.003943;2.145887;2.047016;1.954966
3240;2.125656;2.031483;2.099060;2.013124;2.123943
3250;2.060307;2.263702;2.028565;2.108893;2.218185
3260;2.132272;2.079330;2.204453;2.084965;1.849337
3270;1.991560;2.158645;1.997582;2.089193;2.265759
3280;2.085466;1.786297;1.935565;2.282635;2.148973
3290;2.028938;1.839045;2.104298;1.925109;2.102802
3300;2.066996;2.274103;1.974541;2.086219;2.087230
3310;2.079091;1.916259;2.022886;1.970601;2.047938
3320;2.068049;2.273184;1.969875;2.247565;2.011371
3330;2.019186;2.061914;2.055407;2.103587;2.102278
3340;2.234533;2.131573;2.161010;2.012727;1.957856
3350;2.144534;1.918841;1.917017;1.999000;1.950439
3360;2.206923;2.105409;2.032538;2.094294;1.972663
3370;1.888933;2.148209;2.095573;2.113578;2.060300
3380;2.025911;2.125660;2.175706;1.959847;1.821803
3390;2.019151;1.979586;2.032934;1.971233;2.071201
3400;2.201013;2.023413;2.115733;2.042204;2.230093
3410;2.204526;2.016163;2.013719;1.881443;2.098005
3420;1.944186;1.936568;1.757096;1.977650;2.109032
3430;1.987151;2.037975;1.985675;2.093687;2.055249
3440;2.022585;2.147488;2.000504;2.021268;2.086163
3450;1.928785;2.146153;2.168247;1.920271;1.902749
3460;1.915316;1.943938;1.979761;2.044338;1.892123
3470;2.000434;2.092344;1.864314;2.146014;1.869061
3480;1.862470;2.331550;2.030681;1.979936;2.019872
3490;2.082762;1.953338;2.041990;2.051405;2.000236
3500;1.986080;2.255559;1.986793;2.059897;1.840964
3510;1.989626;1.914215;1.975917;2.013541;1.886618
3520;2.014306;1.885220;1.942333;1.936351;2.025896
3530;1.886262;1.960622;2.080299;2.018028;1.983019
3540;1.926138;1.995701;2.154349;1.812886;2.103798
3550;1.985888;1.914279;1.811124;1.925542;2.087729
3560;2.135813;1.923978;1.870807;1.953344;2.050228
3570;2.128944;2.076408;1.931360;2.139750;2.062731
3580;1.958798;1.821467;1.873409;2.188416;1.807949
3590;2.027239;1.956659;1.739636;1.779644;1.885964
3600;2.019143;1.933925;1.915519;1.999044;1.870073
3610;2.040396;1.836376;1.869010;1.942398;2.000516
3620;1.964196;2.055121;1.836106;1.884996;2.027209
3630;2.046591;1.948087;1.966066;1.999255;1.987853
3640;2.022014;2.087802;1.960520;2.024346;1.777804
3650;1.885815;1.971795;1.961958;1.873155;1.943819
3660;2.007030;2.084809;2.029376;1.947453;1.839921
3670;1.967593;2.009004;1.974597;2.110722;1.818811
3680;1.872239;1.902848;2.029128;2.044459;2.024540
3690;2.026088;1.907954;1.821593;1.990050;1.826834
3700;1.947401;1.910752;1.961664;2.160667;1.944975
3710;1.842280;1.943349;1.913094;1.937601;2.088477
3720;1.932749;1.791115;1.966191;2.061017;1.871342
3730;1.928210;1.977870;1.937410;1.945908;1.880441
3740;2.030781;2.017627;1.901675;2.089314;2.011892
3750;1.928563;1.920992;1.947611;1.989881;1.745902
3760;1.759198;1.939068;2.061267;1.740926;1.868612
3770;1.862082;1.956404;1.818753;1.978110;2.076326
3780;1.936423;1.936759;2.002233;2.025150;1.950849
3790;1.805243;1.905837;1.926045;1.852732;1.844244
3800;1.854130;1.829375;2.004278;1.804826;2.105725
3810;2.021085;1.957768;1.840462;1.847229;1.862249
3820;2.090376;1.902003;1.765047;1.813380;1.753705
3830;1.912383;1.857651;2.001612;1.976113;1.952957
3840;2.027066;1.933006;1.723293;2.010902;1.875309
3850;1.763219;2.087432;1.968702;1.823518;1.802603
3860;1.953492;1.907081;2.104144;1.945576;1.998317
3870;1.969200;1.775721;1.886870;1.764312;1.875327
3880;1.678348;1.884658;2.011539;1.898564;1.983876
3890;1.671977;1.919222;1.925071;1.896106;1.795629
3900;1.985094;1.939675;1.887126;2.021158;2.171449
3910;1.914636;1.851765;1.887986;1.870544;1.878323
3920;1.757369;1.930281;1.631857;1.946780;1.739012
3930;1.800905;1.972534;1.950851;1.868829;1.865176
3940;2.040894;1.931294;1.912340;2.023780;1.923537
3950;1.854786;1.832417;1.989402;1.750329;1.955435
3960;1.724616;1.788244;1.960672;1.838698;1.953315
3970;2.012210;1.887342;1.977129;1.879075;1.834454
3980;1.768639;1.884306;1.748079;1.961124;2.042546
3990;1.685207;1.784341;1.825466;1.796548;1.746789
4000;1.851296;1.964614;2.000589;1.773404;1.919767
4010;1.674701;1.936807;1.879024;1.829179;1.884950
4020;1.816769;2.032855;2.070822;1.702290;2.172338
4030;2.030918;1.894689;1.905551;1.741181;1.979915
4040;1.894842;1.980207;1.926967;1.941976;1.826379
4050;1.834276;1.702706;1.795936;1.745944;1.715991
4060;1.802903;1.774227;1.916055;1.689987;1.994826
4070;1.878533;1.865270;2.073626;1.724104;1.742981
4080;1.725076;1.808499;1.948943;1.872818;2.008271
4090;1.642449;1.865593;1.909587;1.797140;1.701059
4100;1.872514;1.870337;1.836827;1.968629;2.002540
4110;1.716720;1.916782;1.977112;1.875737;2.003254
4120;1.870913;1.776516;1.895683;1.747496;1.699691
4130;1.860063;1.782703;1.857089;1.827645;1.961009
4140;1.854260;1.687919;1.802549;1.772820;1.731484
4150;1.880671;1.798912;1.962962;1.830582;1.928064
4160;1.730461;1.764498;1.971461;1.937476;1.788403
4170;1.898720;1.710273;1.633686;1.892108;1.865523
4180;1.870746;1.881137;1.808639;1.736818;1.791790
4190;1.815354;2.038560;1.719028;1.908359;2.019091
4200;1.809727;2.000667;1.895458;1.798648;1.927485
4210;1.843734;1.931957;2.017553;1.743913;1.808927
4220;1.947183;1.882688;1.760945;1.825432;1.931209
4230;1.899937;1.935479;1.871398;1.952705;1.870795
4240;1.855468;1.907604;1.973092;1.811590;1.982186
4250;1.862074;1.920449;1.994014;1.997814;1.967068
4260;1.728993;2.027420;1.671055;1.746312;1.799026
4270;1.993043;1.971005;1.881665;2.041671;1.811142
4280;1.713595;1.814565;1.871552;1.845055;1.653887
4290;1.852430;1.748421;1.919494;1.904069;1.868829
4300;1.932305;1.761173;1.825220;1.707026;1.971798
4310;1.825361;2.010618;1.696641;1.660743;1.783112
4320;1.871938;1.772668;2.116789;1.903167;1.994411
4330;1.891381;1.911399;1.700645;1.952624;1.926696
4340;1.869373;1.901340;1.929337;1.797681;1.875915
4350;1.914687;2.060924;1.793413;1.859985;1.855770
4360;1.734140;1.840026;1.832650;1.890784;1.907236
4370;1.658951;1.770274;2.026715;2.020591;1.883159
4380;1.710839;1.830805;1.860745;1.814207;1.791647
4390;1.966474;1.936620;2.124711;1.711426;1.707762
4400;1.865064;1.810224;1.883723;1.698952;1.700644
4410;2.000347;2.026681;1.875196;1.829866;1.853893
4420;1.776217;1.879934;1.792692;1.796150;1.890799
4430;1.958897;1.862550;1.808638;1.954011;1.799597
4440;1.830636;1.815385;1.964911;1.798002;1.819447
4450;1.816852;1.868757;1.827465;1.757895;1.779529
4460;1.861163;1.825267;1.924516;1.843252;1.811512
4470;1.754958;1.723625;2.096287;1.712625;1.786198
4480;1.911568;1.805628;1.723212;1.797946;1.900763
4490;1.710242;1.686101;1.808378;1.744402;1.621694
4500;1.729912;1.886737;1.645205;1.826267;1.955544
4510;1.729666;1.976379;1.750695;1.878912;2.053664
