Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4460;0.469847;1.128004;0.514181;0.878743;0.662480
4470;1.066119;1.016167;0.596261;1.000364;0.594155
4480;0.928193;0.940786;0.866715;0.617507;1.064038
4490;0.519477;0.886387;0.740313;0.655751;0.628100
4500;0.888481;0.637425;0.844435;0.840916;0.831262
4510;1.217130;1.010133;1.008953;0.888707;0.743056
4520;0.822381;0.793906;0.647267;0.917491;0.612736
4530;0.703134;0.858312;0.972234;0.700849;1.007191
4540;0.494880;0.763748;0.993364;0.510027;0.551692
4550;0.828891;1.241632;0.924917;0.910734;1.205361
4560;0.999356;0.993083;0.645393;1.173185;0.430916
4570;0.945228;0.790248;1.010772;0.931320;1.020773
4580;0.820555;0.698534;0.799102;0.703293;0.720106
4590;1.032841;0.685947;0.568373;0.765517;0.640762
4600;0.667475;0.993888;0.818408;0.552166;0.628891
4610;0.703954;0.840973;0.708199;0.942971;0.532335
4620;0.698247;0.789376;0.600645;0.759386;0.983661
4630;0.952622;0.756225;0.795455;0.862382;0.961543
4640;1.098382;0.781678;0.659685;0.846600;0.619369
4650;0.560640;0.552955;0.912299;1.032175;1.009383
4660;0.594806;0.569606;0.687102;0.511084;0.833758
4670;0.533331;0.479231;0.552816;0.475684;0.672287
4680;0.671860;0.829803;0.634027;0.999734;0.581016
4690;0.502858;0.609948;0.633231;0.873459;0.937691
4700;0.327669;0.362331;0.734457;0.541526;0.731533
4710;0.482043;0.772390;0.540421;0.399279;0.928036
4720;0.602251;0.528750;0.667716;0.973274;0.707691
4730;0.981242;0.722800;0.988191;0.647690;0.795716
4740;0.584347;0.633631;0.688940;0.577683;0.669044
4750;0.907910;0.841642;0.753017;0.585209;0.983689
4760;0.680704;0.812536;0.596479;0.841577;0.488148
4770;0.548849;0.873530;0.822846;0.564359;0.883682
4780;0.692980;0.521425;0.896053;0.787925;0.546101
4790;0.928026;0.623188;1.031586;0.714300;0.870991
4800;1.010940;0.610666;0.684439;0.504895;0.394750
4810;0.800551;0.837350;0.413754;0.685241;0.710048
4820;0.678018;0.875342;0.865700;0.800281;0.720940
4830;0.721699;0.695275;0.742372;0.709632;0.602259
4840;0.588318;0.798753;0.698532;0.870358;0.737786
4850;0.593668;0.708412;0.636310;0.862429;0.546063
4860;1.177094;0.767783;0.511827;0.631264;0.418679
4870;0.630860;0.465883;0.830871;0.541797;0.514274
4880;0.728206;0.646108;0.582995;0.943985;0.748110
4890;0.976110;0.768203;0.797108;0.535708;0.844062
4900;0.650616;0.653936;0.575686;0.551619;0.466448
4910;0.488069;0.588231;0.773154;0.732638;0.745636
4920;1.175597;0.679459;0.664311;0.727516;0.572194
4930;0.425040;0.499048;0.689260;0.524300;1.061214
4940;0.466373;0.629051;0.580383;0.565829;0.657410
4950;0.637126;0.384295;0.521417;0.434330;0.854183
4960;0.766444;0.548218;0.777937;0.763114;0.860512
4970;0.829315;0.882671;0.500554;0.645410;0.650187
4980;0.507764;0.903827;0.652877;0.649230;0.780801
4990;0.717009;0.801540;0.855113;0.747336;0.579652
5000;0.259517;0.857924;0.605889;0.537432;0.524259
