Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4500;0.219623;0.247523;0.087855;0.349897;0.184688
4510;0.141058;0.296715;0.177830;0.242832;0.337197
4520;0.331669;0.344813;0.319152;0.240791;0.315255
4530;0.433036;0.346884;0.340779;0.138233;0.166832
4540;0.315620;0.139371;0.168606;0.335193;0.277397
4550;0.214981;0.166008;0.139797;0.179198;0.193919
4560;0.117005;0.300777;0.214373;0.420351;0.150412
4570;0.202693;0.307928;0.268732;0.192046;0.340231
4580;0.176544;0.369351;0.563822;0.154172;0.197525
4590;0.280760;0.215637;0.203989;0.131641;0.316126
4600;0.208388;0.290065;0.234883;0.183350;0.272165
4610;0.283286;0.259712;0.307318;0.310341;0.160594
4620;0.264315;0.209920;0.211757;0.374450;0.162120
4630;0.328449;0.381527;0.344233;0.151061;0.248052
4640;0.341306;0.336009;0.236923;0.285779;0.398492
4650;0.206821;0.211518;0.283678;0.214086;0.112504
4660;0.234597;0.179279;0.203549;0.351874;0.404514
4670;0.232017;0.223792;0.311371;0.205959;0.256721
4680;0.213570;0.166976;0.270276;0.108653;0.332934
4690;0.267501;0.391369;0.231221;0.260823;0.309362
4700;0.156051;0.316108;0.128446;0.170111;0.292072
4710;0.222260;0.319730;0.230627;0.159339;0.101287
4720;0.214529;0.059943;0.374129;0.275079;0.131497
4730;0.082619;0.292512;0.293774;0.229474;0.162644
4740;0.345358;0.326329;0.139224;0.277070;0.133521
4750;0.314658;0.194191;0.253835;0.111133;0.369653
4760;0.298297;0.156272;0.229157;0.170540;0.233774
4770;0.194484;0.223379;0.221376;0.211052;0.151875
4780;0.315765;0.316179;0.178824;0.162409;0.151409
4790;0.099566;0.297268;0.095021;0.092740;0.344208
4800;0.224786;0.243441;0.167926;0.279691;0.230696
4810;0.135491;0.259875;0.258278;0.268382;0.202121
4820;0.275123;0.324516;0.208508;0.178270;0.329009
4830;0.381323;0.128153;0.133525;0.125513;0.347409
4840;0.278689;0.227057;0.336950;0.279735;0.235305
4850;0.324321;0.070745;0.334435;0.162402;0.195928
4860;0.165288;0.201475;0.222935;0.156806;0.252168
4870;0.230406;0.202520;0.227479;0.199287;0.192277
4880;0.236062;0.237403;0.175664;0.230499;0.144753
4890;0.259717;0.111756;0.280944;0.264370;0.333473
4900;0.268443;0.292788;0.287587;0.276143;0.229131
4910;0.047224;0.339394;0.175067;0.130133;0.101260
4920;0.231919;0.223988;0.176617;0.241351;0.275159
4930;0.036952;0.128660;0.212045;0.421702;0.143163
4940;0.216534;0.183524;0.031830;0.170556;0.299606
4950;0.330432;0.159935;0.188389;0.369361;0.078233
4960;0.199075;0.151738;0.171490;0.358187;0.070043
4970;0.180065;0.176861;0.204893;0.350929;0.237205
4980;0.335933;0.168173;0.373260;0.070684;0.150860
4990;0.191369;0.163053;0.226937;0.362613;0.265911
5000;0.237629;0.115367;0.128398;0.354031;0.323282
