Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4440;0.869598;0.485301;0.541526;0.644423;0.585879
4450;0.785438;0.668753;0.656709;0.932047;0.577000
4460;0.744379;0.601976;0.796413;0.604700;0.575026
4470;0.608069;0.821934;0.600483;0.661258;0.657588
4480;0.373956;0.902585;0.696581;0.793543;0.740423
4490;0.831094;0.618812;0.926942;0.733378;0.972635
4500;0.889895;1.031525;0.501713;0.677161;0.773878
4510;0.795054;0.699536;0.574139;0.310758;0.629616
4520;0.611996;0.897836;0.739143;0.705080;0.480466
4530;0.599567;0.642685;0.690514;0.657049;0.596746
4540;0.542687;0.785599;0.543928;0.361811;0.772059
4550;0.724352;0.745631;0.682975;0.754704;0.618795
4560;0.920399;0.749361;0.776007;0.524768;0.799410
4570;0.754467;0.709115;0.519581;0.830408;0.629196
4580;0.680003;0.610889;0.715488;0.800012;0.666369
4590;0.851390;0.543688;0.645702;0.568772;0.863476
4600;0.652881;0.970049;0.641833;0.719339;0.593094
4610;0.858678;0.840645;0.700894;0.600140;0.500497
4620;0.670296;0.564243;0.683238;0.698673;0.422900
4630;0.503442;0.761445;0.734401;0.824622;0.723565
4640;0.805067;0.700701;0.427256;0.585118;0.520132
4650;0.719910;0.704379;0.872217;0.555586;0.716063
4660;0.684789;0.954573;0.518331;0.628720;0.677549
4670;0.527779;0.342825;0.383597;0.588374;0.828039
4680;0.944952;1.012470;0.627050;0.671424;0.481664
4690;0.762203;0.823226;0.514291;0.562639;0.560330
4700;0.751850;0.838062;0.530755;0.921217;0.383497
4710;0.708692;0.644446;0.643374;0.895646;0.694244
4720;0.730069;0.557705;0.632685;0.727545;0.676216
4730;0.890877;0.461126;0.718040;0.838756;0.570435
4740;0.576394;0.761874;0.432165;0.541579;0.785155
4750;0.813993;0.710217;0.848249;0.752189;0.419729
4760;0.724739;0.501901;0.861757;0.762508;0.676401
4770;0.691205;0.596120;0.703181;0.642940;0.535898
4780;0.725622;0.652882;0.497870;0.739552;0.541422
4790;0.442477;0.688049;0.595585;0.532604;0.430323
4800;0.669635;0.563167;0.855489;0.614717;0.764987
4810;0.838198;0.500223;0.397315;0.441167;0.688020
4820;0.676317;0.662917;0.509377;0.541958;0.902226
4830;0.954420;0.457781;0.473962;0.751768;0.680428
4840;0.721766;0.576182;0.630893;0.695582;0.664892
4850;0.902523;0.557113;0.464898;0.685645;0.549502
4860;0.649620;0.596348;0.671519;0.641191;0.689724
4870;0.630074;0.720414;0.750377;0.674452;0.461843
4880;0.503194;0.699821;0.873983;0.479747;0.539077
4890;0.729224;0.539232;0.462847;0.652155;0.519266
4900;0.554390;0.593596;0.476173;0.873253;0.791540
4910;0.661150;0.665430;0.562222;0.811437;0.718219
4920;0.555099;0.659483;0.731506;0.441189;0.621247
4930;0.746849;0.609599;0.554330;0.618986;0.630387
4940;0.582909;0.728194;0.670619;0.542765;0.583670
4950;0.801477;0.688572;0.491101;0.436451;0.463074
4960;0.616789;0.773833;0.834750;0.852604;0.722842
4970;0.380961;0.346119;0.712481;0.619054;0.503099
4980;0.731306;0.680987;0.604738;0.459333;0.628019
4990;0.586385;0.529994;0.551755;0.539061;0.676204
5000;0.592295;0.441827;0.653242;0.661124;0.652365
