Pyrogallol,,
Wavelength (nm),Intensity (a.u.),
290,659.3577271,
291.0700073,574.2521973,
292,461.4656677,
293.0700073,311.0283203,
294,215.3161469,
295.0700073,149.5333862,
296,138.1214142,
297.0700073,134.6582336,
298,144.6822815,
299.0700073,151.9396515,
300,159.2476807,
301.0700073,174.2501678,
302,185.3990631,
303.0700073,190.2457886,
304,192.7459259,
305.0700073,201.1929169,
306,208.8514252,
307.0700073,225.7462921,
308,223.9332428,
309.0700073,234.9029999,
310,241.6761017,
311.0700073,254.1250458,
312,256.9892578,
313.0700073,259.8099365,
314,276.081604,
315.0700073,280.946228,
316,289.1231079,
317.0700073,307.8156128,
318,314.9533081,
319.0700073,325.7804871,
320,331.9009094,
321.0700073,338.7752075,
322,337.4967346,
323.0700073,337.6065979,
324,338.1771851,
325.0700073,344.4803467,
326,334.5769653,
327.0700073,327.7494812,
328,342.5668335,
329.0700073,337.3919983,
330,338.8919983,
331.0700073,333.3198547,
332,341.2715149,
333.0700073,337.4745483,
334,334.1944275,
335.0700073,334.2145691,
336,335.6286316,
337.0700073,333.6746216,
338,330.8909302,
339.0700073,337.875,
340,335.6560974,
341.0700073,339.6210938,
342,331.6394958,
343.0700073,334.7904663,
344,332.2739868,
345.0700073,326.7171631,
346,326.5043335,
347.0700073,332.18927,
348,322.3019104,
349.0700073,314.4871216,
350,315.1695557,
351.0700073,313.3036499,
352,311.9449768,
353.0700073,306.0292969,
354,302.6035156,
355.0700073,301.5948181,
356,301.3049011,
357.0700073,300.6941833,
358,294.4876709,
359.0700073,282.8982849,
360,287.327301,
361.0599976,284.971405,
361.9599915,279.7289429,
363.0299988,275.320282,
363.9299927,268.8648071,
365,263.2232971,
366.0599976,254.8075104,
366.9599915,254.4823456,
368.0299988,248.6398315,
368.9299927,244.8746643,
370,240.47995,
371.0700073,233.0605774,
372,231.3056793,
373.0700073,224.3970032,
374,224.1864777,
375.0700073,211.0358124,
376,215.305069,
377.0700073,201.5055084,
378,200.1173096,
379.0700073,195.8620148,
380,197.7307129,
381.0599976,189.1705475,
381.9599915,187.3991394,
383.0299988,182.0002747,
383.9299927,179.788208,
385,170.072876,
386.0599976,168.8838959,
386.9599915,165.5681915,
388.0299988,160.7937622,
388.9299927,157.9808044,
390,149.9436035,
391.0700073,148.5786133,
392,150.0649567,
393.0700073,138.8578644,
394,136.6255493,
395.0700073,136.6209869,
396,126.8350983,
397.0700073,129.467514,
398,122.7999344,
399.0700073,119.7372971,
400,114.2946014,
401.0599976,115.0240326,
401.9599915,110.9673157,
403.0299988,106.9438095,
403.9299927,103.0075531,
405,100.8141708,
406.0599976,99.94500732,
406.9599915,96.47687531,
408.0299988,91.1218338,
408.9299927,90.50274658,
410,85.96694946,
411.0599976,81.77869415,
411.9599915,81.14954376,
413.0299988,76.1842804,
413.9299927,76.63427734,
415,70.62677002,
416.0599976,68.86437225,
416.9599915,68.5557785,
418.0299988,67.25048065,
418.9299927,64.03331757,
420,61.98662567,
421.0599976,58.68959808,
421.9599915,57.63553619,
423.0299988,55.51837921,
423.9299927,52.25507355,
425,50.50804901,
426.0599976,51.20334625,
426.9599915,44.42668915,
428.0299988,44.31193542,
428.9299927,42.38681793,
430,39.87773132,
431.0599976,39.18659973,
431.9599915,38.1620636,
433.0299988,38.14923096,
433.9299927,33.98278809,
435,35.45774078,
436.0599976,34.08657074,
436.9599915,35.25772095,
438.0299988,33.47155762,
438.9299927,31.82272148,
440,30.53368568,
441.0599976,29.16562271,
441.9599915,26.01022339,
443.0299988,27.61213875,
443.9299927,27.43331337,
445,25.70364189,
446.0599976,25.85837555,
446.9599915,24.40248108,
448.0299988,23.88876915,
448.9299927,24.24779129,
450,22.37326813,
451.0400085,23.53812599,
451.9400024,21.99092102,
452.980011,22.21479225,
