Hydroquinone,,
Wavelength (nm),Intensity (a.u.),
290,3.370835781,
291.0700073,2.23810482,
292,1.584584594,
293.0700073,0.434732914,
294,-0.045758605,
295.0700073,-0.5238496065,
296,-0.8264269233,
297.0700073,-0.4860333204,
298,-0.6284031868,
299.0700073,-0.4581388235,
300,-0.702469945,
301.0700073,-0.6644281149,
302,-0.5111004114,
303.0700073,-0.6749976873,
304,-0.5568107963,
305.0700073,-0.6364277601,
306,-0.3502323627,
307.0700073,-0.4276173711,
308,-0.5200249553,
309.0700073,-0.2636905313,
310,-0.02515494823,
311.0700073,0.8669154644,
312,2.11768961,
313.0700073,7.001178741,
314,12.85220623,
315.0700073,25.19814682,
316,38.55817032,
317.0700073,63.2825737,
318,86.295578,
319.0700073,114.0353928,
320,140.8166656,
321.0700073,169.6474915,
322,193.7627106,
323.0700073,217.0144653,
324,232.3630676,
325.0700073,248.1375885,
326,255.623764,
327.0700073,260.8641968,
328,264.2776184,
329.0700073,265.6577454,
330,264.0999451,
331.0700073,265.1646423,
332,263.0974121,
333.0700073,258.9725952,
334,251.6924744,
335.0700073,251.6977844,
336,245.8352356,
337.0700073,235.9483032,
338,233.4339294,
339.0700073,230.4998169,
340,223.1132355,
341.0700073,211.9405365,
342,204.9389343,
343.0700073,201.2301483,
344,195.7919312,
345.0700073,185.4822845,
346,181.1821594,
347.0700073,173.5852356,
348,168.8211365,
349.0700073,161.7350159,
350,149.6698151,
351.0700073,149.0916901,
352,141.8907623,
353.0700073,133.9191742,
354,129.8781738,
355.0700073,127.0410233,
356,118.4873199,
357.0700073,115.052002,
358,108.6974411,
359.0700073,100.755127,
360,96.79346466,
361.0599976,90.90163422,
361.9599915,88.81612396,
363.0299988,82.57232666,
363.9299927,76.5710144,
365,76.10157776,
366.0599976,70.8760376,
366.9599915,66.85220337,
368.0299988,62.03143692,
368.9299927,61.07543564,
370,54.88920212,
371.0700073,52.65061569,
372,48.81586075,
373.0700073,50.37377167,
374,45.89714432,
375.0700073,42.87658691,
376,40.73617554,
377.0700073,36.02671051,
378,35.31153488,
379.0700073,35.10000229,
380,30.81421852,
381.0599976,31.78956604,
381.9599915,31.36637497,
383.0299988,27.93767929,
383.9299927,25.16190338,
385,23.74997902,
386.0599976,24.59897804,
386.9599915,21.76576996,
388.0299988,19.41708183,
388.9299927,19.0931778,
390,19.28698921,
391.0700073,18.0992012,
392,15.22124767,
393.0700073,15.31919384,
394,14.30875301,
395.0700073,12.42175961,
396,12.77184391,
397.0700073,11.95384407,
398,12.12997627,
399.0700073,10.63371181,
400,10.51406574,
401.0599976,9.051260948,
401.9599915,9.28845787,
403.0299988,8.399871826,
403.9299927,6.859143734,
405,7.437047958,
406.0599976,7.403035164,
406.9599915,6.494047165,
408.0299988,6.235062122,
408.9299927,6.544359207,
410,5.615064621,
411.0599976,5.93764782,
411.9599915,5.105379105,
413.0299988,4.193884373,
413.9299927,4.398265362,
415,3.551267147,
416.0599976,4.093111515,
416.9599915,3.921240807,
418.0299988,2.923351288,
418.9299927,3.855441093,
420,2.503736019,
421.0599976,2.425671101,
421.9599915,1.640903354,
423.0299988,2.997215748,
423.9299927,2.645886898,
425,2.662098408,
426.0599976,1.797880292,
426.9599915,1.806161284,
428.0299988,1.617850661,
428.9299927,1.511069655,
430,1.603414655,
431.0599976,1.014430642,
431.9599915,1.172893643,
433.0299988,1.551695466,
433.9299927,1.203241944,
435,0.9511133432,
436.0599976,0.3658498526,
436.9599915,0.6856496334,
438.0299988,1.209453702,
438.9299927,0.751054883,
440,0.4590190649,
441.0599976,0.4754306078,
441.9599915,0.3849891424,
443.0299988,0.7355215549,
443.9299927,0.595903635,
445,0.5416228771,
446.0599976,0.5022636652,
446.9599915,-0.0595805645,
448.0299988,0.8118507862,
448.9299927,-0.1994493008,
450,-0.4697732925,
451.0400085,-0.02253627777,
451.9400024,0.4550292492,
452.980011,0.3888584375,
454.019989,0.1378400326,
455.0700073,-0.1801273823,
455.9700012,-0.02710306644,
457.0100098,-0.3908964992,
458.0499878,0.154050827,
458.9500122,-0.03682976961,
460,-0.04391622543,
461.0599976,0.1203039885,
461.9599915,-0.05970495939,
463.0299988,-0.1341605186,
463.9299927,-0.1685119271,
465,-0.2125090361,
466.0599976,-0.6245230436,
466.9599915,-0.317369163,
468.0299988,-0.4056327343,
468.9299927,-0.3087151051,
470,-0.4315975308,
471.0400085,-0.4698422551,
471.9400024,-0.6397866011,
472.980011,-0.3624202609,
474.019989,-0.27062428,
475.0700073,-0.5550261736,
475.9700012,-0.1867541075,
477.0100098,-0.6455774307,
478.0499878,-0.5236654282,
478.9500122,-0.7395253778,
480,-0.5457268953,
481.0599976,-0.4049463272,
481.9599915,-0.4573047161,
483.0299988,-0.62754637,
483.9299927,-0.3837391734,
485,-0.5961114168,
486.0599976,-0.7623310685,
486.9599915,-0.6114507914,
488.0299988,-0.5398128033,
488.9299927,-0.4427947402,
490,-0.4758111835,
491.0400085,-0.7549248934,
491.9400024,-0.5213695765,
492.980011,-0.4083109498,
494.019989,-0.6732492447,
495.0700073,-0.8042451143,
495.9700012,-0.5844221115,
497.0100098,-0.4359990358,
498.0499878,-0.6052774191,
498.9500122,-0.8621821404,
500,-0.5581080914,
501.0400085,-0.5829305649,
501.9400024,-0.7443454266,
502.980011,-0.6121737957,
504.019989,-0.9672109485,
505.0700073,-0.9473440051,
505.9700012,-0.7649477124,
507.0100098,-0.8520943522,
508.0499878,-0.7033010721,
508.9500122,-0.7665497661,
510,-0.6256936789,
511.019989,-0.56609267,
512.0499878,-0.6261534691,
512.9400024,-0.701515913,
513.9699707,-0.7120438814,
515,-0.8356674314,
516.0200195,-0.7892612815,
517.0499878,-0.7997837067,
517.9400024,-0.698017478,
518.9699707,-0.9051686525,
520,-0.7408312559,
521.039978,-0.9250413179,
521.9400024,-0.7699559927,
522.9799805,-0.7984544039,
524.0200195,-0.8519456983,
525.0700073,-0.6883715391,
525.9699707,-0.8105364442,
527.0100098,-0.8431800604,
528.0499878,-0.8926583529,
528.9500122,-0.621232748,
530,-0.7597330213,
531.039978,-0.8450431228,
531.9400024,-0.6911222935,
532.9799805,-0.8043395877,
534.0200195,-0.8415099978,
535.0700073,-0.6530663967,
535.9699707,-0.9258955121,
537.0100098,-0.7994996309,
538.0499878,-0.7341792583,
538.9500122,-0.8430927396,
540,-0.8112371564,
541.0200195,-0.8499903679,
542.0499878,-0.8439915776,
542.9400024,-0.8435754776,
543.9699707,-0.8122954369,
545,-0.7494931817,
546.0200195,-0.7707696557,
547.0499878,-0.9585576653,
547.9400024,-0.8356459141,
548.9699707,-0.7220788002,
550,-0.8151214123,
551.0200195,-0.8771328926,
552.0499878,-0.6623564363,
552.9400024,-0.8731310368,
553.9699707,-0.9998601675,
555,-0.6703401804,
556.0200195,-0.79441607,
557.0499878,-0.8204841614,
557.9400024,-0.7302396297,
558.9699707,-0.8843875527,
560,-0.8120288253,
561.0200195,-0.828771472,
562.0499878,-0.6952425241,
562.9400024,-0.6232498288,
563.9699707,-0.7175559402,
565,-0.6338471174,
566.0200195,-0.5055191517,
567.0499878,-0.5008587837,
567.9400024,0.2824245691,
568.9699707,0.2446838617,
570,0.8165994883,
571.0200195,0.8690776825,
572.0499878,2.00159359,
572.9400024,1.639635682,
573.9699707,1.607057691,
575,2.150614738,
576.0200195,1.997692466,
577.0499878,3.041622639,
577.9400024,1.812464833,
578.9699707,1.43158567,
580,1.095658422,
581.0100098,1.267015338,
582.0200195,0.7190210819,
583.039978,0.3884670734,
584.0499878,0.1326028109,
585.0700073,-0.1923677325,
585.9400024,-0.6352200508,
586.9500122,-0.7175059319,
587.9699707,-0.9078833461,
588.9799805,-0.7174599767,
590,-0.7905982137,
591.0200195,-0.7138020396,
592.0499878,-0.6697928905,
592.9400024,-0.4942427278,
593.9699707,-0.9998466372,
595,-0.9161231518,
596.0200195,-0.7133724689,
597.0499878,-0.8664155006,
597.9400024,-0.9999738932,
598.9699707,-0.8334927559,
600,-0.7499657869,
601.0100098,-0.9270086884,
602.0200195,-0.8607273102,
603.039978,-0.948225975,
604.0499878,-0.6715363264,
605.0700073,-0.9340545535,
605.9400024,-0.8858571649,
606.9500122,-0.8740929365,
607.9699707,-0.7723693848,
608.9799805,-0.9011385441,
610,-0.9153968692,
611.0100098,-0.6803241968,
612.0200195,-0.7521555424,
613.039978,-0.8641740084,
614.0499878,-0.6937630177,
615.0700073,-0.8728074431,
615.9400024,-0.9032683372,
616.9500122,-0.8363009095,
617.9699707,-0.716365397,
618.9799805,-0.9166311622,
620,-0.8845077753,
621.0100098,-0.7154117823,
622.0200195,-0.7647800446,
623.039978,-0.8036420345,
624.0499878,-0.4292680621,
625.0700073,-0.7846210003,
625.9400024,-0.7536218166,
626.9500122,-0.04072058201,
627.9699707,0.362811327,
628.9799805,0.4615266323,
630,1.139215112,
631.0100098,1.625074983,
632.0200195,3.737020969,
633.039978,4.347463131,
634.0499878,7.500222206,
635.0700073,9.217107773,
635.9400024,10.70330334,
636.9500122,12.37778187,
637.9699707,14.49654293,
638.9799805,18.79002571,
640,21.66516304,
641,24.27901268,
642,25.6990757,
643,28.24239922,
644,28.34419823,
645,31.61978149,
646,34.81663513,
647,36.37057495,
648,36.70278931,
649,36.86447906,
650,37.28175735,
651.0100098,38.75110626,
652.0200195,37.13380432,
653.039978,38.20372391,
654.0499878,37.76539612,
655.0700073,38.52749252,
655.9400024,38.33812332,
656.9500122,38.79505157,
657.9699707,36.71448898,
658.9799805,35.97488403,
660,37.54500961,
661,35.58930206,
662,36.39247131,
663,35.79718781,
664,34.68598175,
665,32.34510422,
666,31.44843674,
667,34.28291702,
668,29.37857246,
669,31.81377411,
670,30.95103264,
671,30.94465828,
672,29.79728889,
673,27.69359589,
674,28.50195122,
675,26.79014587,
676,26.02103615,
677,26.04883766,
678,23.94837952,
679,24.48490334,
680,24.08358002,
680.9799805,24.62475395,
681.9699707,21.90856934,
682.9500122,23.39085197,
683.9400024,22.18638611,
685.0700073,19.34902954,
686.0499878,21.13040161,
687.039978,19.26065826,
688.0200195,17.70463753,
